Realized,Predicted,Budget y
24271.75351,31142.31393143747,23165.2
127744.3808,123325.80984073473,125632.0
1062674.01318,1075849.7328841544,1039106.30772
1544.60723,5703.539791187388,1839.0
1481953.08711,1752850.7853516883,1509817.1194000002
206563.55574,195534.11270181526,174104.39432
138014.89155,136741.27186963992,137791.259
1038337.79565,1025259.8371709333,925929.455
127744.3808,125203.68710769672,125632.0
3059.47499,4307.887569203507,2227.797
19999.05636,20787.367816467304,17069.174
23984.71879,16348.3383518841,27584.49
89311.74441,116467.79593508181,113017.0
778.6465999999999,-2543.1185495257378,1450.0
2898.9149,9709.756880771427,3075.0
3377.58448,-3009.398223034921,3250.0
898.802489999994,-7461.252191307547,0.0
2564.25785,15947.146972139948,7373.0
13771.01762,21370.293595769093,2661.8
27290.828,24376.29978845385,27290.828
59977.55404,87304.91755160145,60568.80162
488433.6524800001,509503.3736608585,492326.60822000005
3976.68955,-9722.035981623165,7930.0
296620.29856,325065.96384926414,203083.0
92033.50282,108677.8191391771,90905.0
35332.66324,43971.294879953086,39659.0
5282.89444,-2395.229173316213,4339.0
69650.45543,40140.21680929669,45808.0
55000.0,33801.40632666359,0.0
16597.0012,2385.7940884904237,27941.0
22411.2558,37421.521789623424,19025.0
739.48538,2069.5444491587114,943.0
1376.025,179.39764262799872,1390.0
10000.0,17581.90342519508,10000.0
8059.888650000001,14161.112744770537,6900.0
6307.491,10902.75886528095,5750.0
449.2184,9380.656289844657,107.0
2352.703,1574.827942363103,1340.0
10000.0,26695.01017811094,10000.0
6307.491,12457.294896068634,5750.0
912465.57105,857275.4183821038,745520.0
303790.15665,349769.1253079367,313613.0
446529.19758,532644.9808589185,417126.0
769726.53012,756581.6501702162,642007.0
247253.04692,192579.27001653297,215500.0307
84409.5,80318.15971034512,84354.6
3941.172,8045.643939425121,4649.2
2326.327,-491.77070340211503,1389.9
425678.4,524771.4617737897,423159.0
194299.5,207379.4619809725,183119.0
3521.4323,-22392.188628933625,652.1
30979.8,83813.75351915625,45693.0
1204793.7,1309303.6383298081,1175108.0
295786.9,313965.23046652286,311930.0
180931.7,187758.49127001443,184059.0
978415.9,1028613.0281692848,923550.0
142768.7,144021.71410880255,100797.0
160194.0,168420.87443634088,150710.0
7489.8,22324.35371793082,7115.0
23643.7,36283.04079261891,15785.0
560123.5,671441.7967273941,530750.0
295786.9,312176.44569630316,311930.0
180931.7,187758.49127001443,184059.0
9251.4,13778.109881459444,6983.0
96193.0,89613.95593071068,82342.0
26717.5,41726.850443337345,18611.0
234165.7421,290356.82455054956,239227.2
120485.9588,115262.0806654492,117535.6
21611.1886,121521.81704874823,35040.3
40134.0965,22637.29819003574,22251.2
951490.7608,1101268.0071384478,971637.0
124529.1744,119833.47208060909,122324.5
94279.1027,109232.46868178685,89844.0
792490.001,911934.66123217,734300.0
81400.1158,81612.43168094632,80472.0
57209.420600000005,63979.929259805824,54424.6
9125.5713,13283.347392126336,8221.0
329.0,2440.9002784664044,329.0
489074.186,652112.2368643781,508299.4
124529.1744,119451.5154838583,122324.5
94279.1027,109232.46868178685,89844.0
3740.3538,7240.402706884895,2630.8
55120.2819,51442.69309129572,46448.1
49957.1224,45974.81379046207,65221.8
6600.0365,4483.644168816565,2500.0
3377.58448,-1151.2048215626855,3250.0
512.76692,5569.666310297849,446.0
38178.3,29911.252340166917,37904.9
48650.5508,59591.91043790802,35084.0
1095.0,5126.81412956072,980.0
353631.3,329613.2151660281,260903.365
345304.3,358588.80253362114,358719.344
361648.9,360251.5798517931,330175.695
337286.60000000003,328145.9898540036,289447.014
59827.7,74678.13234761334,59204.7
29052.2,38164.465560970595,27969.2
2310.7,-24869.31991454563,2809.6
976.9,-1258.9727208458353,330.4
165867.4,174599.2663747167,172426.7
38024.4,54394.038949991984,39339.6
23749.0,35808.67182901775,24945.9
125822.5,137157.16251631058,124605.0
14022.1,22215.102293219417,14166.2
4348.9,-7220.046239669202,3771.7
402.0,8670.389306633151,370.7
92111.0,88174.93954536036,90411.7
38024.4,52716.87640364596,39339.6
23749.1,35808.67182901775,24945.9
217.2,5814.009996708657,349.8
18287.1,8217.888664313825,19114.0
17367.4,14833.047372479341,2476.6
31076.6,28999.68287112523,34226.8
8553.8,25457.96984401252,8284.0
1335.6,4187.040917853825,1357.0
22732.7,28063.79372189843,16778.0
2862.6,8374.26745899726,2536.1
9494.6,20841.014077596657,11795.0
3105.7,8703.04024057329,360.0
7846.0,-585.0166919237818,8311.0
3523.1,-7694.358713854861,194.5
248471.6,290458.8131416451,251272.0
22428.7,29788.73959550573,22308.7
37176.1,40724.69984938184,35898.6
218506.0,245334.59710786413,205726.0
29272.1,39271.74201898073,29008.4
22311.7,24599.26893468562,19865.1
189.1,-2366.576005410694,95.0
179.7,4961.437481279834,197.8
124118.0,116982.82277470437,111040.0
22428.7,30213.770881782635,22308.7
37176.1,41924.99952300242,35898.6
1970.8,-3584.100687843864,2061.8
19048.0,29322.432307210023,21560.3
28000.0,27393.743999579572,0.0
19866.5,38564.432049916126,28440.1
1797.2,2849.2474149475456,2297.0
13174.2,14368.8386445957,13880.9
10294.5,17764.632088956074,10815.0
1095.0,3361.9198917758185,980.0
2386.9,17024.782883487,2390.0
80.6,12026.493499022094,1150.0
4953.9,13706.375039435166,9390.0
8366.4,19061.690082278335,16400.0
107710.7,147181.28052407736,157500.0
12784.3,-3174.6720557141816,20009.2
20909.7,70238.71269576659,111100.0
870.3,30718.201426081505,525.0
4344.5,7503.171789660817,0.0
26.7,-3754.953544357384,0.0
1823.0,-1684.6057874677936,2795.2
26685.9,32785.378489331284,24993.2
29751.7,30903.158407242096,23472.5
0.0,16331.230161728163,1270.8
4344.5,1512.4719174400088,0.0
265375.67377,291505.5710946145,207634.0
81185.88198,92293.21632433974,90506.0
15447.47749,5024.760388972994,8832.0
21026.12533,-7233.66871401621,16119.0
407587.4714700001,467504.22193815873,394828.0
92033.50282,110806.70888586185,90905.0
35332.66324,43971.294879953086,39659.0
359534.5229,410431.2724795091,330740.0
195134.4,208254.97425438865,169926.9
62801.71341,74523.31622015027,58366.0
19889.8,76554.69951656059,1126.3
11956.8,28328.40921043619,12234.8
7949.2,21329.109198260587,8035.5
22178.2,28432.30782396288,18265.4
332.0,16845.077702071343,150.0
8366.4,20732.129353435594,16400.0
0.0,11888.664683322306,2080.0
769880.3,783211.9740470496,780060.0
485436.1,485821.83568127727,494116.7
156989.3,189680.22832278843,161942.3
27081.1,43274.972399279475,14532.5
3394189.3,3561305.0072418037,3109543.4
222495.2,244043.18019673787,231477.5
675150.9,605279.4329218755,569463.5
2558588.8,2207924.793011816,2282830.2
282555.5,273515.1832768632,155248.0
304780.9,332558.88202675467,281871.4
38844.9,46574.296060788794,21811.6
9650.3,53517.59069854082,21127.7
1561262.9,1683275.6560085376,1509139.8
222495.2,242254.39542651817,231477.5
675150.9,605279.4329218755,569463.5
115313.5,106487.39925320446,94053.1
7194.3,20571.820434605295,21188.0
0.0,-857.2587472080486,36608.0
12622.47875,22240.672840292274,14700.0
109.966,-132.91563614358893,0.0
209616.35551,207451.71489516695,213955.7
34239.54927,33729.67221238994,34020.8
0.5015,11915.41969867103,0.0
730.91665,-1435.6453994771582,727.5
12622.47875,18068.034208633413,14700.0
171079.87495,196575.64980372353,201402.5
337380.8,346506.53377230826,337698.1
116685.96,127159.44088359104,105772.8
63873.996,86445.22729239421,73264.6
368.1,10699.085227361706,151.4
964185.6,1018505.4507510299,958267.0
91404.98,157726.9819774781,93313.6
13952.3,31211.906078027358,14693.7
925031.7,881757.2000560459,860176.0
61231.7,54004.02366746572,21232.3
84745.1,97670.77456013279,78768.3
191.1,8224.262508091459,135.3
6480.4,4878.206893553084,16091.4
688261.7,678290.8579495987,654100.7
1.0,17623.346625206992,0.0
35887.078,48688.600177334476,54499.6
11645.24621,14492.760306725046,13722.2
8944.8,15460.581419765425,0.0
1044878.22206,1207862.8758232049,1043309.5
411052.19293,337772.251078894,414805.3
67823.166,121892.97940578987,63355.3
143873.31603,244175.7148647441,127007.8
2023565.49422,2350117.821270751,1893574.2
203122.0316,229672.77901355765,201401.9
129964.24869,234442.60889782707,118916.2
1557287.96651,1638577.352812149,1400101.6
207530.63247,228130.66086234432,150410.0
262260.67257,259466.93489880435,248588.9
11218.83649,28255.248476098932,9356.8
