Year,Region,Acc-ID,y,Budget y,Budget y+1,Slack,Realized_1yr_lag,Realized_2yr_lag,ds,y(t-1),y(t-2),y(t-3),yhat
2022,GE,31,959861.9,579473.01,646101.2,-380388.89,622399.9,565127.19,2022-01-01,622399.9,565127.19,600819.3,327907.72
2022,GE,36,5531373.9,5402855.71,5784110.9,-128518.1900000004,5995519.26,5562531.27,2022-01-01,5995519.26,5562531.27,4897106.8,471895.53
2022,GE,37,82861.6,57739.09,51947.4,-25122.51000000001,77692.89,54822.71,2022-01-01,77692.89,54822.71,57539.9,23072.045
2022,GE,39,14519.2,15323.04,14786.8,803.8400000000001,15337.81,17317.33,2022-01-01,15337.81,17317.33,16485.0,16598.25
2022,GE,41,260338.0,261896.62,27784.4,1558.6199999999951,260453.95,182069.71,2022-01-01,260453.95,182069.71,105662.6,42054.93
2022,GE,42,437567.5,423148.02,424377.4,-14419.47999999998,411314.55,390030.95,2022-01-01,411314.55,390030.95,421547.0,305098.7
2022,GE,46,1614240.4,1372173.53,1481614.2,-242066.86999999988,1938067.79,1261526.72,2022-01-01,1938067.79,1261526.72,1207874.0,550738.06
2022,GE,47,82861.6,57739.09,51947.4,-25122.51000000001,77692.89,54822.71,2022-01-01,77692.89,54822.71,57539.9,14248.616
2022,GE,49,14519.2,15323.04,14786.8,803.8400000000001,15337.81,17317.33,2022-01-01,15337.81,17317.33,16485.0,10887.55
2022,GE,50,339398.3,522397.7218,436265.72125,182999.4218,378741.016,369930.862,2022-01-01,378741.016,369930.862,417763.7773,163159.52
2022,GE,52,42249.097,58141.948200000006,63543.26275,15892.851200000005,39129.938,40170.283,2022-01-01,39129.938,40170.283,32255.34567,38147.926
2022,GE,54,43853.588,30420.375,22390.232,-13433.213000000003,54524.978,47319.972,2022-01-01,54524.978,47319.972,33266.2742,30259.613
2022,GE,55,14011.604,17000.0,17000.0,2988.3960000000006,9218.96,709.613,2022-01-01,9218.96,709.613,8185.321,1212.8573
2022,GE,56,131805.901,173375.213,184402.755,41569.311999999976,118988.215,118288.146,2022-01-01,118988.215,118288.146,126383.44619,10902.299
2022,GE,60,12509.589,0.0,0.0,0.0,597.97906,2634.98,2022-01-01,597.97906,2634.98,6861.64754,271.58612
2022,GE,63,65671.283,39780.628,34705.892,-25890.655,24985.639,40717.884,2022-01-01,24985.639,40717.884,19640.6774,16021.25
2022,GE,64,9387.361,6016.25,5072.137,-3371.111000000001,8427.382,3659.165,2022-01-01,8427.382,3659.165,3509.91338,3620.473
2022,GL,30,82146.505,83575.1,88723.8,1428.5950000000012,80907.5,77629.2,2022-01-01,80907.5,77629.2,75223.6,85013.7
2022,GL,31,33650.825,33687.6,38707.8,36.775000000001455,35090.7,29864.5,2022-01-01,35090.7,29864.5,29935.2,22136.354
2022,GL,36,201766.781,203619.6,213947.1,1852.8190000000177,201531.2,197066.5,2022-01-01,201531.2,197066.5,195764.6,210754.3
2022,GL,37,26925.044,26545.7,26552.0,-379.34400000000096,44636.4,26560.7,2022-01-01,44636.4,26560.7,26964.6,10642.013
2022,GL,39,34740.68,29228.3,27991.0,-5512.380000000001,28670.2,28642.8,2022-01-01,28670.2,28642.8,33764.4,16248.86
2022,GL,41,27650.105,22795.0,10401.0,-4855.105,28999.8,22533.0,2022-01-01,28999.8,22533.0,16040.2,18713.58
2022,GL,42,25662.409,25985.9,31873.6,323.4910000000018,27460.6,25822.3,2022-01-01,27460.6,25822.3,26721.7,18515.826
2022,GL,46,143209.948,138508.0,146310.6,-4701.948000000004,146061.2,144176.4,2022-01-01,146061.2,144176.4,144869.1,99053.2
2022,GL,47,26925.045,26545.7,26552.0,-379.3449999999975,44636.4,26560.7,2022-01-01,44636.4,26560.7,26964.6,9079.335
2022,GL,49,34740.68,29228.3,27991.0,-5512.380000000001,28670.2,28642.8,2022-01-01,28670.2,28642.8,33764.4,1074.8248
2022,GL,50,19472.0,22260.0,24815.0,2788.0,17327.4,19498.9,2022-01-01,17327.4,19498.9,19030.1,3818.9382
2022,GL,52,1064.3,1783.0,2212.0,718.7,1562.1,1185.6,2022-01-01,1562.1,1185.6,746.2,577.27795
2022,GL,54,815.9,1990.0,1940.0,1174.1,3093.4,1589.1,2022-01-01,3093.4,1589.1,2202.9,3159.5574
2022,GL,56,13530.7,14821.0,15099.0,1290.2999999999993,22447.5,14377.3,2022-01-01,22447.5,14377.3,11686.0,12486.039
2022,GL,57,8066.4,12027.0,17635.0,3960.6,7843.3,4169.7,2022-01-01,7843.3,4169.7,4632.0,4653.4575
2022,GL,63,4990.2,4766.0,4057.0,-224.19999999999985,3924.4,3474.5,2022-01-01,3924.4,3474.5,4156.2,2627.3364
2022,GL,64,3216.2,1608.0,1613.0,-1608.1999999999998,2683.3,2847.5,2022-01-01,2683.3,2847.5,2342.4,2570.3506
2022,GL,67,8066.4,12027.0,17635.0,3960.6,7843.3,4169.7,2022-01-01,7843.3,4169.7,4632.1,5248.531
2022,GR,30,409456.8,423371.0,447200.0,13914.200000000012,406575.09,402211.5,2022-01-01,406575.09,402211.5,384756.4,39863.074
2022,GR,31,308094.7,331988.0,363633.0,23893.29999999999,326895.0,318392.6,2022-01-01,326895.0,318392.6,297169.4,133075.16
2022,GR,34,30498.3,4415.0,3203.0,-26083.3,8771.0,14449.8,2022-01-01,8771.0,14449.8,6125.4,232.25746
2022,GR,35,2681.8,270.0,376.0,-2411.8,4825.0,7383.7,2022-01-01,4825.0,7383.7,8512.4,101.02616
2022,GR,36,1127514.5,1234988.0,1293718.0,107473.5,1322768.0,1128060.7,2022-01-01,1322768.0,1128060.7,1076798.1,1066062.4
2022,GR,37,370419.3,378584.0,387322.0,8164.700000000012,378567.0,369676.8,2022-01-01,378567.0,369676.8,356866.4,15938.986
2022,GR,39,178115.5,197964.0,204118.0,19848.5,186916.0,185825.1,2022-01-01,186916.0,185825.1,177018.4,45977.36
2022,GR,41,141658.7,166168.0,129115.0,24509.29999999999,176568.0,134446.0,2022-01-01,176568.0,134446.0,101913.1,8997.183
2022,GR,42,203743.5,176743.0,192976.0,-27000.5,226694.0,171560.2,2022-01-01,226694.0,171560.2,161343.0,194451.36
2022,GR,45,1768.4,35053.0,30645.0,33284.6,48.0,7740.1,2022-01-01,48.0,7740.1,6581.9,-2.8834407
2022,GR,46,772087.9,757239.0,823361.0,-14848.900000000023,929968.0,740282.8,2022-01-01,929968.0,740282.8,746050.6,259998.12
2022,GR,47,370419.3,378584.0,387322.0,8164.700000000012,378567.0,369676.9,2022-01-01,378567.0,369676.9,356866.4,41721.188
2022,GR,49,178115.5,197964.0,204118.0,19848.5,186916.0,185825.1,2022-01-01,186916.0,185825.1,177018.4,173824.3
2022,GR,50,134522.2,160480.0,179396.0,25957.79999999999,132033.0,146703.2,2022-01-01,132033.0,146703.2,193984.8,57105.02
2022,GR,52,6972.6,14677.0,12579.0,7704.4,6417.0,7023.3,2022-01-01,6417.0,7023.3,5326.6,3746.3662
2022,GR,54,2452.3,9160.0,10360.0,6707.7,4427.0,5760.2,2022-01-01,4427.0,5760.2,4821.4,501.15753
