Canton,Year,Einwohner in 1000,Veränderung in %,pro km²,Altersverteilung in % 0–19,Altersverteilung in % 20–64,Altersverteilung in % 65 und mehr,Städtische Bevölkerung in %,Ausländer in %,Bevölkerungsbewegung (in ‰) Rohe Heiratsziffer,Bevölkerungsbewegung (in ‰) Rohe Scheidungsziffer,Bevölkerungsbewegung (in ‰) Rohe Geburtenziffer,Bevölkerungsbewegung (in ‰) Rohe Sterbeziffer,Anzahl Privathaushalte in 1000,Durchschnittliche Haushaltsgrösse in Personen,Deutsch,Französisch,Italienisch,Rätoromanisch,Englisch,Römisch-katholisch ,Evangelisch-reformiert,Ohne Religionszugehörigkeit,Siedlungsflächen in %,Veränderung in %,Landwirtschaftsflächen in %,Veränderung in %,Wald und Gehölze in %,Unproduktive Flächen in %,Nettoerwerbsquote (15-64-Jährige),Arbeitslosenquote (gemäss SECO),Bruttoinlandprodukt pro Einwohner in Fr.,Veränderung des kantonalen BIP in %,"Beschäftigte, Total in 1000",im 1. Sektor,im 2. Sektor,im 3. Sektor,"Arbeitsstätten, Total",im 1. Sektor,im 2. Sektor,im 3. Sektor,Anteil Biofläche an der gesamten landwirtschaftlichen Nutzfläche in %,Landwirtschaftliche Nutzfläche pro Betrieb in ha,Leerwohnungsziffer,Wohneigentumsquote,Durchschnittliche Wohnfläche pro Bewohner in m²,Neu gebaute Wohnungen pro 1000 Einwohner,Ankünfte in Hotels und Kurbetrieben in 1000,Logiernächte in Hotels und Kurbetrieben in 1000,Personenwagen pro 1000 Einwohner,Hauptverkehrsmittel der erwerbstätigen Pendler in % Öffentlicher Verkehr ,Hauptverkehrsmittel der erwerbstätigen Pendler in % Motorisierter Individualverkehr,Sozialhilfequote,Ärtze im ambulanten Sektor pro 100 000 Einwohner,Spitäler Betten pro 1000 Einwohner,Spitäler Hospitalisierungsrate der Akutpflege (pro 1000 Einwohner) ,Spitäler Durchschnittliche Spitalaufenthaltsdauer bei der Akutpflege in Tagen,Ohne nachobligatorische Ausbildung (ab 25 Jahren),Sekundarstufe II (ab 25 Jahren),Tertiärstufe (ab 25 Jahren),Hochschulabschlussquote,FDP,CVP,SP,SVP,EVP/CSP,GLP,BDP,PdA/Sol.,GPS,Kleine Rechtsparteien,gemäss Strafgesetzbuch (StGB) ,gemäss Betäubungsmittelgesetz (BetmG) ,gemäss Ausländergesetz (AuG)
SO,2019,271.432,6.3255041444,343.3892086786,19.0788116361,61.5878009962,19.3333873677,86.0996492676,22.3334021044,4.7959502508,1.7933969712,9.4476891988,9.0372416445,119.95,2.226369,88.4441862801,2.6313835618,4.8557215669,0.08459142147121637,3.6192988509,33.3235793804,20.9388252456,30.5904344294,13.856801245,24.3896900193,42.310563407,-5.7817474853,42.7420069082,1.0906284398,82.97,2.3,65395.87355,0.99369,140.921,4.261,37.618,99.042,18306.0,1447.0,3149.0,13710.0,13.5100872179,23.1987368925,2.9829869623,50.4,49.0,5.1010066887,210.324,413.644,579.6853486,21.66,63.53,3.696,163.5768811,2.5352095048,155.0296206785,5.22003868,19.87107035,51.99495884,28.13397081,23.12,21.2244,14.7994,20.0285,28.8292,1.2026,3.4502,3.4206,0.0,5.5553,0.5052,54.6798742582,5.7860533475,1.6107422404
BS,2019,193.908,4.8434712084,5247.848443843,17.0787177424,62.9432514388,19.9780308187,100.0,35.9763392949,5.3439730424,1.7985518557,10.6931143372,10.97219997,96.276,1.960177,78.1393009189,5.0308562455,6.3037530519,0.23473886905419167,10.5647367711,16.5476584833,15.8195001656,49.6270258996,71.0654407788,1.3107170393,12.0335316387,-5.6722689076,12.4121146566,4.4889129259,79.41,3.4,173184.6535,2.88586,190.681,0.061,36.969,153.651,17174.0,19.0,1513.0,15642.0,27.3634329175,32.9737923077,0.7140900374,14.9,41.0,2.147880532,719.857,1328.047,342.5855907,51.0,17.35,6.256,426.4909132,11.0333921963,162.2883016688,5.540454021,18.63339186,37.46900128,43.89760686,26.35,21.3624,6.447,33.3103,17.6484,2.3182,4.8028,1.1003,0.0,11.1801,0.459,113.4821567307,20.5521313513,12.7414927228
BL,2019,287.023,4.5986938966,554.4516777097,19.200203468,59.119652432,21.6801441,97.5831205165,22.5347794428,4.4495125269,1.7183360779,9.4089377924,8.5986654955,126.966,2.227675,87.4421700645,3.3244719336,5.0667085619,0.19172099820980432,5.8621673358,25.6134417649,29.9756483775,30.2489322909,17.4315293391,17.4235523748,40.506818094,-5.6727698052,41.3315563797,0.7300961873,79.38,2.3,68811.32737,0.17046,148.151,3.285,38.41,106.456,19512.0,971.0,3136.0,15405.0,15.1269647783,23.7167578714,0.7587253414,46.1,48.0,5.5996695277,142.125,281.82,516.7983083,37.05,47.18,3.014,237.61162,3.4545367685,182.4975698812,5.167153806,17.28334132,50.05029283,32.66636585,31.7,15.7953,9.0945,22.1689,29.7852,2.1876,2.7408,2.8278,0.0,14.1943,0.4474,38.7852561409,2.8989160575,0.8822788001
SH,2019,81.351,6.5417256011,272.8434397639,18.8098486804,60.1996287692,20.9905225504,89.7911519219,26.0181190151,4.7125585986,1.7764618801,9.215396003,9.1167036763,36.796,2.170725,88.3711430447,1.658764315413232,3.5947187978700126,0.0,3.793128601648552,23.3598366037,34.7319279306,25.1105113429,11.4030090809,14.5069000337,43.8896893744,-3.8884812913,43.3569011158,1.3504004289,80.65,3.1,87082.75367,4.18634,45.495,1.961,13.2,30.334,6571.0,613.0,968.0,4990.0,5.9948018544,27.437231993,2.4699010609,41.7,51.0,5.8369657798,91.907,153.023,561.8492243,29.72,54.85,2.713,185.6154196,3.5819414709,149.2790500424,5.2522005,18.81023319,50.6316683,30.5580985,26.42,12.9019,0.0,28.8134,45.2923,0.0,0.0,0.0,0.0,3.4235,5.1271,47.2458492739,13.656229494,4.9400141143
AR,2019,55.178,4.076051078,227.2195684401,20.2073290079,60.6002392258,19.1924317663,76.5921200478,16.3054115771,4.7942469037,1.6525623797,10.2422547488,9.1889732321,23.627,2.296737,91.2905539016,1.2313224537690954,2.0548225950151022,0.0,3.6962993546143985,27.6407570786,37.9799647971,21.6193311458,9.1840935287,21.912568306,54.7917009715,-2.8390016056,34.5010703112,1.5231351885,82.98,1.5,56236.83172,2.04541,26.74,1.69,7.626,17.424,5230.0,736.0,867.0,3627.0,20.8947951793,16.8477856135,2.178059862,51.8,50.0,6.4536237464,65.481,119.861,578.8841577,20.42,62.58,2.276,175.7947008,8.7476297129,163.217224256,4.143551616,16.77492163,52.83009404,30.39498433,27.09,33.5817,0.0,28.5521,36.0937,0.0,0.0,0.0,0.0,0.0,0.0,28.532954835,2.474797103,0.7278815009
AI,2019,16.105,2.6580826109,93.3731447124,21.6019869606,59.6895374107,18.7084756287,0.0,11.387767774,4.4225738134,1.1835056684,11.5858975956,7.5370624144,6.4,2.470781,93.6367055284,0.0,0.0,0.0,3.51464114328695,72.6664159458,7.559232794283565,10.831139526137646,4.716050815,39.5547945205,53.7212135275,-2.7296587927,31.9508092117,9.6119264458,82.41,1.0,62127.78229,2.4015,8.927,1.076,2.852,4.999,1903.0,487.0,308.0,1108.0,6.0947472801,15.3980645161,1.8886930244,55.1,49.0,3.0674846626,87.605,153.025,600.0124977,8.61,68.82,1.025,136.6035393,2.2026682769,150.8848183794,3.80591133,27.509095749401013,52.28502973,20.205874523027774,23.65,0.0,76.3081,18.0685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9956883084,2.8119727551,0.0
SG,2019,504.686,5.3828822715,258.6674183794,20.6367919855,61.3866839976,17.9765240169,82.4578054473,23.9616315888,4.9243575004,1.8009646181,10.3351938668,7.7161505027,218.057,2.278955,87.9709479504,1.1754518269,3.6993070044,0.42250606044025324,3.5434841049,44.2475181337,21.1617013482,18.4508586912,9.5571543238,24.196645756,46.4975649151,-4.3258853929,30.4988846375,13.4463961236,82.2,2.0,72884.02622,2.53352,299.061,11.115,86.615,201.331,38652.0,4156.0,6726.0,27770.0,12.5033768385,17.8523673178,2.1992116256,42.6,47.0,5.6585815475,462.301,979.164,554.7764211,21.96,60.54,2.241,194.7745727,4.5882373951,154.5753201,4.956254661,21.48484237,50.55996596,27.95546799,22.74,14.2935,16.5525,14.1798,35.7979,1.7509,4.8875,3.6347,0.0,5.746,1.2088,34.2989382193,9.2209363409,2.429599325
GR,2019,197.888,2.7343851397,27.8504065224,18.1415750323,60.9627668176,20.8956581501,44.7546086675,18.6484273933,4.5316838544,1.5476509592,8.6587530789,8.8307142966,90.936,2.141814,74.0946135499,1.5121832849000656,13.1036156273,15.4207183906,3.1166955688,42.662507916,31.3131432697,18.3196122182,1.9511611541,22.8118355776,28.7618578466,-6.0242903064,27.6409570725,41.6460239268,83.61,1.3,71914.22204,1.89901,127.709,7.036,26.636,94.037,20835.0,2528.0,3069.0,15238.0,63.5766842797,24.0585319672,1.5940705231,46.2,47.0,6.8307817507,1797.235,4853.359,568.0739053,17.42,53.62,1.365,179.3944049,5.4390389918,150.8277409444,4.979353654,19.53913014,53.61520062,26.84566924,28.49,13.2638,16.8097,17.6204,29.7324,0.0,7.8715,14.4785,0.0,0.0,0.0,31.8248544672,7.5677043786,0.8352315869
AG,2019,670.988,9.7343106567,480.970847341,20.260421945,62.3884480795,17.3511299755,85.0471245387,24.9302521058,5.119712241,1.7924987823,10.3623215557,7.0605867586,288.465,2.294902,87.0093813591,1.8469718273,5.3647581768,0.18866340197989376,4.528100306,32.1805094269,23.3444161171,27.7010042396,16.9899212935,23.4730848861,44.0592613697,-6.9038695986,36.3973075964,2.5535097404,83.07,2.7,61866.7792,0.40696,338.367,10.578,95.09,232.699,45550.0,3537.0,7327.0,34686.0,9.8484678003,18.4246160934,2.6493372732,49.1,50.0,7.6658890121,346.296,715.833,588.562721,24.64,62.9,2.261,167.0670712,4.5728886731,149.8715327249,5.018611994,18.09655584,49.92233676,31.9811074,22.67,15.1447,8.5885,16.0765,37.9949,3.3365,5.1764,5.1263,0.0,5.4699,1.1261,35.572496993,4.3288085829,1.9699696441
TG,2019,273.801,10.2063241616,317.2260777885,20.3523727086,62.3923944763,17.2552328151,67.1275853631,24.7197782331,5.1422379754,1.7446878845,10.317533195,7.2946318709,118.119,2.288082,89.566756243,1.164929759,4.330689738,0.20056408643027246,3.2492189378,31.1782569749,32.278080007,21.4992025518,12.2742080261,26.5357031494,51.9389617856,-4.8343281651,21.3895976843,14.397232504,83.13,2.1,60834.40661,3.29853,133.972,8.663,40.685,84.624,20590.0,2715.0,3598.0,14277.0,13.3013092524,19.2305978591,2.42316339,47.0,51.0,7.2206080866,199.209,407.575,629.934727,17.35,67.39,1.755,159.9701973,5.6948369619,150.0871070595,5.086477388,19.00334135,52.16985934,28.82679931,23.86,13.0075,13.1289,12.6932,39.8656,2.3463,6.1675,3.761,0.0,5.4374,3.4295,33.9072583475,5.7257054623,2.8185246889
TI,2019,353.709,5.9792720964,129.0423672853,18.3113802589,59.3824301898,22.3061895513,92.6931460607,27.8723470423,3.8102823959,1.8302913214,7.8352285887,9.1232113704,162.553,2.139548,10.4800271224,4.8145636812,88.7697850813,0.13795490563654614,3.4591069541,65.2719887788,3.9683172792,20.1467137321,5.6470797404,21.6282453856,12.9437283314,-16.134531214,50.693572762,30.7156191661,73.89,3.0,83415.82861,1.13661,230.736,3.244,51.599,175.893,39019.0,1223.0,5624.0,32172.0,20.044240489,12.7003309654,2.0210141923,40.5,48.0,6.4782665523,1185.118,2455.099,635.8716049,18.1,68.3,2.721,223.0647227,5.5299695512,164.5618290742,6.212140903,24.25704689,43.2991906,32.44376251,30.19,23.7298,20.0804,15.9328,11.3039,0.0,0.8482,0.0,0.5203,3.5281,21.6847,39.7093474427,10.6328042328,2.8980599647
VD,2019,793.129,11.1944661361,281.1427497882,21.9946566069,61.6425575159,16.3627858772,89.5824008453,33.539562921,4.3828990888,2.0355511673,11.0092138476,7.286664795,344.627,2.253352,5.7632386723,83.4222888895,5.4269326013,0.0605465429373408,8.613575519,29.059501612,22.7430649424,32.6209164765,9.3209970706,24.7780972622,42.4078749521,-5.1017493504,32.1370645132,16.1340634641,78.43,3.8,72232.42217,7.43315,438.748,13.236,72.156,353.356,58910.0,3858.0,7977.0,47075.0,7.9398751668,29.8650270397,1.0817011199,31.0,43.0,7.2019001638,1404.462,2889.576,528.3083298,32.52,56.28,4.721,242.9617376,4.7539054479,125.1511418697,6.042346546,24.32257671,36.68737045,38.99005284,28.25,26.8365,4.0533,22.2042,22.5585,1.0609,3.8918,1.8085,2.8771,11.2503,0.8272,64.8376319726,15.0964167671,5.1858892844
VS,2019,341.463,9.2038607668,65.4910249353,19.8630598337,60.8086381248,19.3283020415,78.6703098139,22.9544635876,4.1255349752,1.9187851416,9.5762952167,8.1070876044,148.173,2.259642,24.9045758048,68.1663482939,3.8832127022,0.057307439406950454,3.774557053,69.7828639526,5.3430539247,15.3250030669,3.5337440691,34.6288464343,18.9872472855,-10.5499499554,23.9763664238,53.5026422216,79.54,3.1,53275.97109,0.96526,173.42,9.715,37.645,126.06,28848.0,3184.0,4382.0,21282.0,17.8724743575,12.6323682679,2.3656177396,57.3,45.0,9.9345836709,1685.209,3923.26,640.5258627,13.86,69.73,1.723,165.7573441,3.9927389,138.5801682759,5.797477187,28.0958652,44.80622777,27.0975043,27.46,18.1378,39.7915,13.2567,22.1426,1.4139,0.0,0.0,0.0,4.8868,0.0,36.0845106965,9.3550251197,3.2048258131
NE,2019,177.964,3.4163349508,248.3033820739,21.3183565215,59.8812119305,18.800431548,89.9035760041,25.3719853454,3.9603849315,2.0082405177,9.861695056,9.0426919398,80.923,2.157953,5.5251175738,87.5797153727,6.0607504305,0.06789386710588106,4.1890981358,21.3960484316,20.1308114804,44.8468307822,8.3526537531,18.4131471992,41.6947124374,-2.4582276266,38.4787973974,11.4738364121,78.82,4.6,85275.5279,-1.12942,103.967,2.478,33.832,67.657,13547.0,907.0,2425.0,10215.0,7.6818422385,39.056197026,2.0382259924,31.6,44.0,3.0318853274,132.21,231.545,544.5631052,25.13,62.28,7.539,228.6979389,3.4889771459,140.1912746398,5.014291425,27.20134382,40.5318247,32.26762382,33.2,24.4252,3.5698,23.6589,20.3845,0.0,3.3845,0.9583,12.2215,9.3088,0.0,65.7848314638,11.581087211,2.4192599976
GE,2019,495.249,8.2002993129,2014.6814742495,21.1214964594,62.465345715,16.4131578257,100.0,40.0957901985,4.4903749392,2.3315017776,11.0502623447,6.7873509936,200.082,2.361397,4.5804481078,80.7872743248,6.5270601033,0.06952638804627517,11.8637685404,32.3502646388,8.8604317901,41.3398778268,33.3557665061,14.7890758352,39.533153868,-9.546191248,12.3937376027,14.7173420232,75.31,4.5,98350.17602,1.11005,346.423,1.737,46.105,298.581,40054.0,421.0,4462.0,35171.0,9.5128241372,29.4468848168,0.5271172038,18.8,37.0,4.1032644574,1445.514,3054.435,452.917528,46.01,35.54,5.945,390.510632,4.87196464,128.525246896,6.148074136,25.48831349,29.70557324,44.80611327,30.24,20.5118,12.0521,19.9357,17.6318,0.5886,2.2692,1.0251,6.0605,11.4676,8.1087,102.797819923,15.7030094541,17.9296622842
JU,2019,73.29,4.652159013,87.4050398922,21.2129894938,58.2030290626,20.5839814436,53.2978578251,14.6964115159,4.016064257,2.4451547687,9.4937573423,9.0702947846,31.66,2.273531,6.1282753868,90.2078855399,3.225753523553251,0.0,1.44702848376458,67.3486800007,8.7649925345,14.4879977686,6.695603439,37.5888262681,48.7365998498,-1.5608816091,43.5160563313,1.0517403799,76.04,3.7,62341.06003,-0.08675,42.019,3.055,15.426,23.538,6331.0,1078.0,1225.0,4028.0,16.2402622925,39.5919313418,2.5567659798,52.8,47.0,5.221071144,63.837,103.669,589.1934028,15.45,72.71,3.214,150.0886888,4.716597791,164.5654250239,5.289074166,30.28351754,45.22248919,24.49399327,32.06,16.7815,27.6328,23.7114,12.8474,6.6153,0.0,0.0,3.7786,7.2752,0.0,37.3348650201,5.0053335521,2.8719126939
