Canton,Year,Einwohner in 1000,Veränderung in %,pro km²,Altersverteilung in % 0–19,Altersverteilung in % 20–64,Altersverteilung in % 65 und mehr,Städtische Bevölkerung in %,Ausländer in %,Bevölkerungsbewegung (in ‰) Rohe Heiratsziffer,Bevölkerungsbewegung (in ‰) Rohe Scheidungsziffer,Bevölkerungsbewegung (in ‰) Rohe Geburtenziffer,Bevölkerungsbewegung (in ‰) Rohe Sterbeziffer,Anzahl Privathaushalte in 1000,Durchschnittliche Haushaltsgrösse in Personen,Deutsch,Französisch,Italienisch,Rätoromanisch,Englisch,Römisch-katholisch ,Evangelisch-reformiert,Ohne Religionszugehörigkeit,Siedlungsflächen in %,Veränderung in %,Landwirtschaftsflächen in %,Veränderung in %,Wald und Gehölze in %,Unproduktive Flächen in %,Nettoerwerbsquote (15-64-Jährige),Arbeitslosenquote (gemäss SECO),Bruttoinlandprodukt pro Einwohner in Fr.,Veränderung des kantonalen BIP in %,"Beschäftigte, Total in 1000",im 1. Sektor,im 2. Sektor,im 3. Sektor,"Arbeitsstätten, Total",im 1. Sektor,im 2. Sektor,im 3. Sektor,Anteil Biofläche an der gesamten landwirtschaftlichen Nutzfläche in %,Landwirtschaftliche Nutzfläche pro Betrieb in ha,Leerwohnungsziffer,Wohneigentumsquote,Durchschnittliche Wohnfläche pro Bewohner in m²,Neu gebaute Wohnungen pro 1000 Einwohner,Ankünfte in Hotels und Kurbetrieben in 1000,Logiernächte in Hotels und Kurbetrieben in 1000,Personenwagen pro 1000 Einwohner,Hauptverkehrsmittel der erwerbstätigen Pendler in % Öffentlicher Verkehr ,Hauptverkehrsmittel der erwerbstätigen Pendler in % Motorisierter Individualverkehr,Sozialhilfequote,Ärtze im ambulanten Sektor pro 100 000 Einwohner,Spitäler Betten pro 1000 Einwohner,Spitäler Hospitalisierungsrate der Akutpflege (pro 1000 Einwohner) ,Spitäler Durchschnittliche Spitalaufenthaltsdauer bei der Akutpflege in Tagen,Ohne nachobligatorische Ausbildung (ab 25 Jahren),Sekundarstufe II (ab 25 Jahren),Tertiärstufe (ab 25 Jahren),Hochschulabschlussquote,FDP,CVP,SP,SVP,EVP/CSP,GLP,BDP,PdA/Sol.,GPS,Kleine Rechtsparteien,gemäss Strafgesetzbuch (StGB) ,gemäss Betäubungsmittelgesetz (BetmG) ,gemäss Ausländergesetz (AuG)
SO,2018,269.441,5.5455884427,340.870390284,19.1923278194,61.6832627551,19.1244094254,86.1431630672,21.9717860311,4.9714570437,2.0341171838,9.6704543546,8.4649133447,118.616,2.2352296486,88.8,2.9,4.8,0.2,3.6,33.7,20.8,30.7,13.856801245,24.3896900193,42.310563407,-5.7817474853,42.7420069082,1.0906284398,82.0,2.82,66024.42757,0.9,140.078,4.249,38.583,97.246,18314.0,1451.0,3172.0,13691.0,12.3442988715,23.0942392962,2.7924780734,51.1,49.3,7.0603337612,203.374,391.309,582.0965550376,21.5,57.8,3.7,164.4144729,2.541327062,158.7174928834,5.146212878,21.4,50.3,28.2,23.73,21.2244,14.7994,20.0285,28.8292,1.2026,3.4502,3.4206,0.0,5.5553,0.5052,53.0482174628,7.3643672725,1.9931085737
BS,2018,193.07,4.3903757772,5225.1691474966,16.9026777853,63.0035738333,20.0937483814,100.0,35.7611229088,4.9572991553,2.1460844352,10.7875818097,10.3303047388,96.378,1.9497914462,77.8,5.1,6.5,0.1,9.9,17.9,17.4,47.5,71.0654407788,1.3107170393,12.0335316387,-5.6722689076,12.4121146566,4.4889129259,79.3,3.76,168891.3493,1.2,190.753,0.098,36.953,153.702,17379.0,22.0,1569.0,15788.0,27.0493136048,33.1161538462,0.5009771808,16.5,41.2,4.0663757644,649.102,1217.677,343.8485639959,46.0,14.3,6.3,425.234371,10.9428868752,173.6727611747,5.710895087,19.5,36.6,43.9,22.67,21.3624,6.447,33.3103,17.6484,2.3182,4.8028,1.1003,0.0,11.1801,0.459,110.09451717,19.3309247877,13.7109849492
BL,2018,285.624,4.0888616784,551.749183843,19.2189731955,59.3661597065,21.414867098,97.56287987,22.2789401451,4.7077023143,2.0040256304,9.1692962178,8.5505093565,126.029,2.2328511692,87.3,3.6,5.1,0.2,5.6,26.0,31.4,28.9,17.4315293391,17.4235523748,40.506818094,-5.6727698052,41.3315563797,0.7300961873,79.8,2.91,68730.24447,0.8,147.868,3.286,38.573,106.009,19504.0,995.0,3154.0,15355.0,14.9919922817,23.7623378705,0.5844657809,46.5,47.5,5.9244927286,144.012,282.219,517.7081604768,35.2,41.4,2.9,233.8739042,3.5113609571,173.7564070246,5.152824337,17.8,49.2,33.0,29.79,15.7953,9.0945,22.1689,29.7852,2.1876,2.7408,2.8278,0.0,14.1943,0.4474,42.1069727537,2.4149898846,0.6425850278
SH,2018,80.769,5.7795065221,270.8914676684,18.8723396353,60.4353155295,20.6923448353,89.7943517934,25.8515024329,4.9687120575,1.9675601631,9.4393076181,9.3147784938,36.487,2.173239784,87.8,2.0,4.1,0.0,4.2,22.6,36.1,25.1,11.4030090809,14.5069000337,43.8896893744,-3.8884812913,43.3569011158,1.3504004289,81.6,3.22,86477.91325,2.9,45.376,1.937,13.331,30.108,6617.0,606.0,993.0,5018.0,5.9176389526,27.1619097222,2.0438273994,43.6,50.5,4.9601683451,91.677,156.406,563.279723433,26.4,50.3,2.6,188.1910139,3.5781054613,150.0451906053,5.511019284,16.2,53.3,30.6,26.9,12.9019,0.0,28.8134,45.2923,0.0,0.0,0.0,0.0,3.4235,5.1271,46.0944937121,12.5256776392,4.7347061476
AR,2018,54.954,3.6535450893,226.2971503871,20.2805983186,60.839975252,18.8794264294,76.5331004113,16.2135604324,5.2604180936,1.5890846325,10.7034895933,9.2422623451,23.441,2.3036559874,92.0,1.4,2.6,0.4,3.6,27.8,38.7,21.0,9.1840935287,21.912568306,54.7917009715,-2.8390016056,34.5010703112,1.5231351885,83.3,1.77,56527.21813,1.1,26.566,1.715,7.659,17.192,5146.0,736.0,862.0,3548.0,19.2224055378,16.6322517483,2.0159318007,49.9,50.1,4.2718589003,67.261,123.19,574.6841941221,17.3,58.1,2.2,171.0521527,9.1640977017,162.6633184118,4.227294669,20.5,51.7,27.8,31.73,33.5817,0.0,28.5521,36.0937,0.0,0.0,0.0,0.0,0.0,0.0,31.626423189,3.116806923,0.495022276
AI,2018,16.003,2.0079041305,92.7817717996,21.9396363182,59.5325876398,18.527776042,0.0,11.0791726551,4.4406917472,1.0632642212,11.6333614786,9.6944678988,6.307,2.487236404,93.4,0.0,0.0,0.0,2.6,70.6,11.9,9.0,4.716050815,39.5547945205,53.7212135275,-2.7296587927,31.9508092117,9.6119264458,83.3,0.94,61569.80218,1.9,8.893,1.067,2.88,4.946,1867.0,490.0,308.0,1069.0,5.2349710271,15.2484434968,2.3625047631,54.50000000000001,48.6,9.1398522599,86.534,156.189,591.9619381495,6.7,63.5,0.8,137.4742236,2.2550416603,149.9718802724,4.523554604,24.6,49.5,25.8,29.74,0.0,76.3081,18.0685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6781019156,1.3772380118,0.0
SG,2018,502.552,4.9372842744,257.5736763877,20.7488976265,61.5566150369,17.6944873366,82.4810168898,23.8230073704,5.3293823887,1.9049197448,10.7586033384,7.6775853445,215.902,2.2903076396,88.4,1.2,3.5,0.3,3.2,45.3,21.1,17.8,9.5571543238,24.196645756,46.4975649151,-4.3258853929,30.4988846375,13.4463961236,81.9,2.37,72479.03802,0.9,296.359,11.577,86.742,198.04,38479.0,4244.0,6754.0,27481.0,11.5924853347,17.750136646,1.8417030308,41.9,47.0,4.8350415277,449.878,964.72,552.972057748,20.3,53.7,2.2,190.6270396,4.6484981096,156.3639185597,5.150717854,22.1,49.9,28.0,22.01,14.2935,16.5525,14.1798,35.7979,1.7509,4.8875,3.6347,0.0,5.746,1.2088,35.9372025688,9.7081542484,2.9956017753
GR,2018,197.55,2.5589110222,27.8028370012,18.2632245001,61.2513287775,20.4854467223,44.7754998734,18.5360668185,4.6985995535,1.7353359042,9.1637913538,8.2403085042,90.136,2.1550878672,74.9,1.1,13.1,15.1,3.1,42.5,33.2,16.4,1.9511611541,22.8118355776,28.7618578466,-6.0242903064,27.6409570725,41.6460239268,82.7,1.52,71240.11302,-1.0,126.659,6.926,26.477,93.256,20805.0,2598.0,3039.0,15168.0,62.5761508048,23.6591361945,1.7076338166,45.0,46.4,9.9282844209,1684.581,4627.447,563.175830324,16.9,48.0,1.4,175.1455328,5.9940417666,153.6066818527,5.266764879,21.2,51.7,27.1,27.4,13.2638,16.8097,17.6204,29.7324,0.0,7.8715,14.4785,0.0,0.0,0.0,34.942271502,6.7850058491,0.8900869742
AG,2018,663.462,8.5034981503,475.5761359645,20.320681516,62.6264955642,17.0528229198,85.0975639901,24.6811422508,5.0290896087,1.9648677397,10.5972271677,7.2293163126,284.235,2.3015392193,87.3,2.1,5.2,0.2,4.5,32.8,24.7,26.4,16.9899212935,23.4730848861,44.0592613697,-6.9038695986,36.3973075964,2.5535097404,82.9,3.15,61688.66956,-0.5,334.846,10.966,96.456,227.424,45233.0,3607.0,7359.0,34267.0,8.6029284505,18.076511837,2.342025982,49.6,49.6,7.402761311,331.791,702.784,589.9598424293,22.4,56.5,2.2,167.454956,4.5149492631,150.6702719975,5.079497303,18.3,50.6,31.1,22.61,15.1447,8.5885,16.0765,37.9949,3.3365,5.1764,5.1263,0.0,5.4699,1.1261,50.1518338624,4.8999885264,4.3048915746
TG,2018,270.709,8.9617781069,313.6436838873,20.483249541,62.5749420965,16.9418083625,67.1806256903,24.5026947756,5.1733941851,1.8731254808,10.6515429128,7.3141090204,116.06,2.3022746855,89.4,1.3,4.3,0.3,3.3,31.7,32.2,21.3,12.2742080261,26.5357031494,51.9389617856,-4.8343281651,21.3895976843,14.397232504,82.6,2.25,60408.83333,1.2,132.757,8.947,40.454,83.356,20528.0,2754.0,3634.0,14140.0,12.0349567097,18.8914559387,1.9985230315,47.9,50.9,8.2077859918,199.412,417.581,624.5956870796,15.8,60.4,1.7,161.427954,5.7434487919,151.1216841701,5.19284476,19.0,52.0,29.0,22.47,13.0075,13.1289,12.6932,39.8656,2.3463,6.1675,3.761,0.0,5.4374,3.4295,38.5971603678,5.9193281207,3.574780596
TI,2018,354.375,6.1788208645,129.2853416416,18.3573897707,59.6235626102,22.019047619,91.9827865961,28.0908641975,4.1482555382,1.8773333937,7.9453959319,8.4607423537,162.123,2.1504474997,10.7,5.1,88.8,0.1,3.6,66.6,3.8,19.6,5.6470797404,21.6282453856,12.9437283314,-16.134531214,50.693572762,30.7156191661,73.5,3.38,82478.7576,0.4,228.694,3.31,52.839,172.545,38574.0,1246.0,5634.0,31694.0,17.6610568677,13.0605873532,1.5910724099,40.0,47.2,7.0806316878,1090.383,2280.339,638.0666352224,15.6,61.9,2.8,218.9770723,5.4384595358,164.2271604938,6.438821804,24.8,44.1,31.0,29.05,23.7298,20.0804,15.9328,11.3039,0.0,0.8482,0.0,0.5203,3.5281,21.6847,47.893710967,8.5638137669,3.4010899399
VD,2018,784.822,10.0298479842,278.1981432709,22.0035880747,61.6499027805,16.3465091447,89.5680804055,33.6209994113,4.5590218126,2.3000470406,11.2050282725,6.9476309323,339.882,2.2594724051,6.0,83.4,5.3,0.1,8.5,30.1,23.5,31.0,9.3209970706,24.7780972622,42.4078749521,-5.1017493504,32.1370645132,16.1340634641,78.3,4.52,68256.57127,1.1,434.853,13.231,72.967,348.655,57925.0,3887.0,7897.0,46141.0,6.2644807215,30.122932974,0.9123490553,31.7,42.4,5.7899656972,1336.545,2795.567,530.4878285301,27.6,51.9,4.8,243.7495381,4.7502748636,127.7066646959,6.111417506,25.2,36.8,38.0,25.94,26.8365,4.0533,22.2042,22.5585,1.0609,3.8918,1.8085,2.8771,11.2503,0.8272,70.5294883548,15.9308100392,6.6808291107
VS,2018,339.176,8.4724514206,65.0523889073,19.9716371441,61.0046111753,19.0237516805,75.4779229662,23.2127273156,4.3445275549,2.0151969559,9.7025806375,7.7407271305,145.807,2.2784708553,25.9,67.8,4.2,0.1,3.1,71.1,5.8,13.9,3.5337440691,34.6288464343,18.9872472855,-10.5499499554,23.9763664238,53.5026422216,78.8,3.58,53383.42653,1.6,172.34,9.69,37.935,124.715,28501.0,3425.0,4274.0,20802.0,18.6114072668,12.4345712106,2.2458227696,56.8,44.7,9.654568419,1548.138,3668.372,636.3227443878,13.7,62.0,1.8,156.2610562,3.9298068702,138.3175696394,5.896523804,29.9,44.3,25.8,27.39,18.1378,39.7915,13.2567,22.1426,1.4139,0.0,0.0,0.0,4.8868,0.0,40.7690291216,10.3158810352,3.1010199704
NE,2018,178.567,3.7667431792,249.1447148119,21.3421292848,60.0200484972,18.637822218,89.7803065516,25.5864745446,4.026085445,2.5177052434,10.1156798645,8.8091646714,80.867,2.1670397072,5.6,87.6,6.1,0.1,3.7,21.5,20.9,44.4,8.3526537531,18.4131471992,41.6947124374,-2.4582276266,38.4787973974,11.4738364121,79.3,5.6,87581.60868,4.4,105.492,2.458,35.227,67.807,13423.0,913.0,2477.0,10033.0,7.4234132032,38.4353192029,1.5325345192,31.8,44.2,2.7399259995,130.223,227.789,544.2683330807,24.0,55.9,7.4,220.0854581,3.5435720335,138.8274429206,5.269705555,27.9,41.6,30.4,28.89,24.4252,3.5698,23.6589,20.3845,0.0,3.3845,0.9583,12.2215,9.3088,0.0,75.0896932743,11.2179757112,3.0262707249
GE,2018,489.524,6.9495209901,1991.3920755024,21.1339995588,62.3812111357,16.4847893055,100.0,40.2192742337,4.8200685649,2.3114979574,11.0052757991,6.6101451358,197.492,2.3603892816,4.5,81.0,6.8,0.1,11.5,33.3,9.2,40.3,33.3557665061,14.7890758352,39.533153868,-9.546191248,12.3937376027,14.7173420232,75.7,5.28,98436.03372,-0.9,341.903,1.72,46.295,293.888,39610.0,412.0,4413.0,34785.0,7.814817157,28.86218509,0.5083837579,18.5,36.7,4.2249801954,1380.258,2928.195,457.4799478479,40.7,32.7,5.7,376.4881804,5.2168108162,129.1397357433,6.109302127,25.6,30.7,43.7,28.01,20.5118,12.0521,19.9357,17.6318,0.5886,2.2692,1.0251,6.0605,11.4676,8.1087,107.1469831001,17.826198178,16.7967718511
JU,2018,73.122,4.4122686772,87.2046844999,21.4613932879,58.3641038265,20.1745028856,53.1782500479,14.5660676677,3.7970172168,2.2206382279,9.3760280733,9.691303871,31.143,2.3077095977,7.5,89.9,2.8,0.0,1.9,68.8,8.3,14.5,6.695603439,37.5888262681,48.7365998498,-1.5608816091,43.5160563313,1.0517403799,77.3,4.61,63476.62274,-1.0,42.071,3.077,15.86,23.134,6319.0,1082.0,1218.0,4019.0,13.5132956788,39.6286839373,2.2845468053,55.00000000000001,46.5,3.9845016625,63.429,106.42,584.9660630376,14.0,64.6,3.0,143.5956347,5.156738578,159.8287793003,5.466683851,30.9,45.1,24.0,32.55,16.7815,27.6328,23.7114,12.8474,6.6153,0.0,0.0,3.7786,7.2752,0.0,46.3026572504,3.6959687835,3.915803358
