Canton,Year,Einwohner in 1000,Veränderung in %,pro km²,Altersverteilung in % 0–19,Altersverteilung in % 20–64,Altersverteilung in % 65 und mehr,Städtische Bevölkerung in %,Ausländer in %,Bevölkerungsbewegung (in ‰) Rohe Heiratsziffer,Bevölkerungsbewegung (in ‰) Rohe Scheidungsziffer,Bevölkerungsbewegung (in ‰) Rohe Geburtenziffer,Bevölkerungsbewegung (in ‰) Rohe Sterbeziffer,Anzahl Privathaushalte in 1000,Durchschnittliche Haushaltsgrösse in Personen,Deutsch,Französisch,Italienisch,Rätoromanisch,Englisch,Römisch-katholisch ,Evangelisch-reformiert,Ohne Religionszugehörigkeit,Siedlungsflächen in %,Veränderung in %,Landwirtschaftsflächen in %,Veränderung in %,Wald und Gehölze in %,Unproduktive Flächen in %,Nettoerwerbsquote (15-64-Jährige),Arbeitslosenquote (gemäss SECO),Bruttoinlandprodukt pro Einwohner in Fr.,Veränderung des kantonalen BIP in %,"Beschäftigte, Total in 1000",im 1. Sektor,im 2. Sektor,im 3. Sektor,"Arbeitsstätten, Total",im 1. Sektor,im 2. Sektor,im 3. Sektor,Anteil Biofläche an der gesamten landwirtschaftlichen Nutzfläche in %,Landwirtschaftliche Nutzfläche pro Betrieb in ha,Leerwohnungsziffer,Wohneigentumsquote,Durchschnittliche Wohnfläche pro Bewohner in m²,Neu gebaute Wohnungen pro 1000 Einwohner,Ankünfte in Hotels und Kurbetrieben in 1000,Logiernächte in Hotels und Kurbetrieben in 1000,Personenwagen pro 1000 Einwohner,Hauptverkehrsmittel der erwerbstätigen Pendler in % Öffentlicher Verkehr ,Hauptverkehrsmittel der erwerbstätigen Pendler in % Motorisierter Individualverkehr,Sozialhilfequote,Ärtze im ambulanten Sektor pro 100 000 Einwohner,Spitäler Betten pro 1000 Einwohner,Spitäler Hospitalisierungsrate der Akutpflege (pro 1000 Einwohner) ,Spitäler Durchschnittliche Spitalaufenthaltsdauer bei der Akutpflege in Tagen,Ohne nachobligatorische Ausbildung (ab 25 Jahren),Sekundarstufe II (ab 25 Jahren),Tertiärstufe (ab 25 Jahren),Hochschulabschlussquote,FDP,CVP,SP,SVP,EVP/CSP,GLP,BDP,PdA/Sol.,GPS,Kleine Rechtsparteien,gemäss Strafgesetzbuch (StGB) ,gemäss Betäubungsmittelgesetz (BetmG) ,gemäss Ausländergesetz (AuG)
SO,2015,261.437,2.410256812,330.7277764425,19.5048902795,61.9617728172,18.5333369033,77.6095196931,20.3414206864,4.6013212475,2.1931172223,9.1143032724,8.7801505608,114.506,2.2425172946,89.87749986277058,2.6151354911898705,4.425191663769601,0.10201877756024373,2.524106636415201,34.9806963936106,24.560865826212652,26.581340457065487,13.858142212,24.3896900193,42.3005401576,-5.7817474853,42.7470873234,1.094230307,80.0584284137,2.477512779,60178.070372787,2.2507099675,136.229,4.458,39.636,92.135,17817.0,1599.0,3154.0,13064.0,11.0782946548,21.7978101889,2.1289674975,48.6,48.66,5.7659005797,197.057,383.914,572.0467597181,18.590402867973317,57.67388557491699,3.46455,166.0055768694,2.9769767091,94.1095251135,6.59,21.60882440666411,52.990114619285016,23.80054540031531,21.9,18.409755019,17.862173433,18.2994944497,24.3289759794,1.4620766781,4.9733271938,4.3633284622,0.0,7.4941800751,0.4857089055,69.4762093928,8.4733669388,3.016009534
BS,2015,189.335,2.370911057,5117.1621621622,16.6039031347,62.8985660337,20.4975308316,100.0,34.2551562046,4.9846055845,2.1870686909,10.0541458754,10.876950844,96.444,1.9068163909,80.15539781463978,5.6466645327709895,5.4816014259444055,0.15095656894679696,8.59646149887343,19.868451607639347,17.845644028543994,43.82519628702152,70.8929053143,1.3107170393,12.1122201241,-5.6722689076,12.4629080119,4.5319665498,76.1812429012,3.5754887791,156794.791399,3.4645380025,186.525,0.12,36.085,150.32,16627.0,22.0,1518.0,15087.0,23.5087471118,38.5581818182,0.2306251353,14.9,41.97,1.4405762305,574.307,1105.862,356.4359076964,46.54982596221212,17.339279161060016,6.07016,424.6441492593,11.6656269814,156.996131786,6.4,21.005476064299593,39.36336336336336,37.57639992934111,22.5,12.3081213409,6.5276682668,29.1218700246,16.5232160678,2.4982122171,5.8257270905,2.2308795413,0.0,13.4382731693,0.5119256511,128.264639189,18.2579698546,6.0184073629
BL,2015,278.656,1.5495400942,538.4032769148,19.3945222784,59.8914073266,20.714070395,91.7740870464,20.6885909508,4.5353597758,2.010111799,8.5735951282,8.5880045318,122.474,2.2441742737,88.50262344754388,3.347998390838048,5.658600885039074,0.13365579341099537,4.237745119018069,28.235228663625236,33.32848302248547,25.665277195264956,17.4370072654,17.4235523748,40.5163085485,-5.6727698052,41.3317359716,0.7149482146,79.5342700632,2.6885596156,70270.5286017,1.6935012702,141.866,3.261,38.649,99.956,18654.0,1019.0,3063.0,14572.0,13.8712565951,22.9880021254,0.3171184553,45.2,47.0,2.8856897992,144.957,284.92,514.296459425,34.42704075046259,42.81523875095027,2.60327,232.1859209922,4.5413428043,94.1826952632,6.33,18.667275440870352,51.33684851341267,28.599622952751268,28.3,11.4510630555,8.2443330133,24.443908658,26.9459408124,3.286214794,5.0012180852,6.3522430142,0.0,13.599532039,0.6755465284,56.0648303844,3.6161526306,1.0233711945
SH,2015,78.783,3.1785321389,264.2394767734,19.0574108627,60.8862318013,20.056357336,76.0773263267,24.6664889634,4.3384501525,2.0161033062,9.3659482704,9.3276678278,35.375,2.1843392226,88.7642496091319,1.7683935700299034,4.292718468707783,0.0,3.5762534343265684,22.295420391930662,39.451114922813034,22.448731765813083,11.3969849246,14.5069000337,43.8860971524,-3.8884812913,43.3534338358,1.3634840871,81.742730524,3.0141780728,77429.98210631,3.9938707847,44.905,1.884,13.867,29.154,6488.0,624.0,1000.0,4864.0,4.3185367914,26.2234789916,1.1548277866,42.5,49.79,4.0792765057,71.789,128.849,551.9081521391,28.307958311320302,47.31040776139474,2.40523,191.6657146846,3.7807551424,114.6687191328,6.61,19.833136366041664,51.25853279946378,27.922318452013474,28.9,12.2932854157,5.2279742355,34.5626824799,39.8618612901,0.0,0.0,0.0,0.0,0.0,3.7831763477,42.65281252,11.6605734077,6.3113334616
AR,2015,53.691,1.2712903408,221.0779873178,20.6496433294,61.0195377251,18.3308189454,53.2472853923,14.985751802,4.2192123515,2.1656134193,9.2972024382,9.5959077374,22.537,2.3367351466,92.19590958019376,0.9921088984571225,2.697793326157158,0.0,2.0640463984571227,31.375583064226767,40.276282741298886,16.155364190886257,9.1833374496,21.912568306,54.7995389808,-2.8390016056,34.4899975303,1.5271260394,83.0365405648,1.808473744,49328.814276181,2.7169761835,25.541,1.728,7.455,16.358,5030.0,758.0,850.0,3422.0,18.3814649623,15.8837730871,1.81279792,45.6,49.24,4.079493993,60.911,123.831,555.7094202627,16.77480721540918,51.6560790841458,1.99109,160.1758209011,9.346742634,94.8201654254,5.27,23.34515992374497,51.89578479135776,23.705253124338064,27.4,51.5102790858,10.5662110945,0.0,30.5041920294,0.0,0.0,0.0,0.0,6.397151717,0.0,39.0920318874,3.6678019387,0.8608106591
AI,2015,15.778,0.5736868944,91.4560630652,22.8862973761,59.2850804918,17.8286221321,0.0,10.4829509444,4.508652167,1.5240514367,11.4303857755,8.7632957612,6.093,2.5381585426,95.1240244185148,0.6060151456610772,0.9352935630940422,0.0,2.4477586739819177,78.33243180588826,8.368750482961131,7.201916389768951,4.7246376812,39.5547945205,53.7101449275,-2.7296587927,31.9652173913,9.6,81.9662650602,1.1317289444,50739.305738103,2.4839307437,8.382,1.088,2.669,4.625,1846.0,522.0,302.0,1022.0,5.091312341,14.3701609658,1.1153427639,52.8,45.1,4.8991537825,91.19,160.101,560.4122924222,8.225873127340824,61.29447565543071,1.10708,107.7449613386,2.8678483555,53.4453139912,5.8,22.212853663106614,56.90462806820311,19.467865842233465,22.0,0.0,76.0960078374,20.3281900563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5413883057,2.7358910734,0.3817522428
SG,2015,491.699,2.6710822769,252.0563885685,21.1153571596,61.9273173222,16.9573255183,65.6324295962,22.9052733481,5.1861592077,1.9146694947,10.4458809574,7.6178099001,208.191,2.3209840963,89.34760347667786,1.2241091878682344,3.588972381484761,0.347519379461481,2.4645431295047664,47.387050018056165,22.182866923575418,15.116721989443326,9.5791058777,24.196645756,46.6148263349,-4.3258853929,30.5685156385,13.2375521489,80.8256863964,2.2934700718,65649.074944672,3.1300949237,285.21,11.696,87.948,185.566,37012.0,4428.0,6688.0,25896.0,10.6700476247,16.7743955014,1.6265787079,41.0,46.15,6.4283661151,448.262,1023.554,543.7933724798,20.193242305021986,53.45907583121191,2.21492,185.0725748883,4.5446568142,125.2289245678,6.61,22.755384380898786,50.73775104639302,24.486476029685907,21.7,12.2636746516,20.3269643236,16.6806995232,31.530923014,1.8261640299,5.9714956159,3.7888729478,0.0,6.3876690113,1.2235368826,44.8938529134,8.1139900628,2.8435921652
GR,2015,194.959,1.2137825055,27.437991173,18.6008340215,62.2038479886,19.1953179899,50.2223544438,17.7057740345,4.4229696127,1.6817570504,9.0722306939,8.8510822132,84.061,2.1924083919,74.63063479700126,1.2644825236101644,12.043009444065817,15.192654074578911,2.491237464706455,43.84127640930776,34.73189076039334,13.997541622042645,1.9511199623,22.8118355776,28.7612506421,-6.0242903064,27.6403735319,41.6472558637,81.7247811074,1.6683077616,59914.221352959,1.2057889758,125.799,7.089,26.706,92.004,20340.0,2620.0,2957.0,14763.0,58.9902818309,22.1517689822,1.1943043717,43.3,45.17,9.2357673267,1765.956,5160.975,546.6481023102,18.026875189796538,44.772054357728514,1.19895,174.3956421607,6.678788598,130.9715346535,5.82,22.850488725784256,52.015244010021526,23.796887681287274,27.2,11.903467855,16.7007622154,15.5911433308,24.472409368,0.0,8.235186311,20.4329768809,0.0,2.1572941684,0.5067598706,42.1978135314,8.4570957096,1.1396452145
AG,2015,636.362,4.0715264626,456.1473177165,20.5414528209,63.0548335696,16.4037136095,66.043069825,23.3269742694,4.942620966,1.9340002627,10.1653712663,7.2121433692,270.762,2.3148456802,88.4701109079504,2.01567621055923,5.178373616987201,0.2047707387571522,3.527052044942792,34.942200885051925,27.524886127259105,22.55509648438766,16.993282471,23.4730848861,44.0621460475,-6.9038695986,36.3936201284,2.5509513531,81.3862746381,2.9041259634,65174.189569158,1.9492950258,322.176,10.571,96.56,215.045,43490.0,3643.0,7352.0,32495.0,7.4948601015,17.4841456055,1.6721764944,49.2,48.97,7.2974782415,316.801,698.621,581.4566263908,22.182142101178297,55.467555680989676,2.03239,162.0147023235,4.6213912099,119.7612140147,5.48,19.625774555773557,51.36665447330208,27.486947557447376,21.2,11.4806967332,10.5927393344,18.0368900702,34.7529923639,3.2210780969,5.666632015,6.1445981691,0.0,7.301882956,1.5513792793,54.6593553735,7.6386010776,3.9866738929
TG,2015,260.278,4.7632464459,301.6212207247,20.9829490007,62.8889110874,16.1281399119,50.1041194415,23.3765435419,4.8906950944,1.7851230709,9.638115669,7.6129109704,109.961,2.3350551559,90.61806285781049,1.2314522724617363,3.8756864119640144,0.18549963780815515,2.387194765743662,33.22490945203879,35.70276901507185,16.91459282626475,12.2861727573,26.5357031494,51.9714997931,-4.8343281651,21.4155237317,14.3268037179,81.2678423887,2.4826661588,56288.285023805,3.7300094824,129.708,8.756,40.16,80.792,19928.0,2885.0,3614.0,13429.0,10.572850937,17.9133644524,1.5258225519,46.1,49.89,7.8528411907,199.801,421.006,606.5539219321,15.723508761895229,57.29514467315378,1.63965,158.6764920585,5.5677347652,103.1797762018,6.37,20.789190085385062,52.61101439663986,25.029705159026225,23.0,11.2502761292,14.3746493493,12.083504813,38.6709149764,2.9304467019,5.2141512375,4.9578116421,0.0,7.0365897515,3.4816553992,46.1412964994,9.160347055,2.638429744
TI,2015,346.539,3.8309768002,126.4062710881,18.6599488081,60.0754893389,21.2645618531,88.4154453034,27.2309898742,4.6033731915,2.0372251308,8.2593349811,8.8841615191,156.25,2.1785216,10.774846914743287,5.088179878640104,87.65897315120112,0.1764756171898811,3.0797151644454295,69.25410767227287,4.402759690781635,16.755215981823724,5.6466580858,21.6282453856,12.9445396557,-16.134531214,50.6915653912,30.7172368674,71.9826196714,4.2356947361,66611.037873158,1.3861647373,212.679,3.397,51.394,157.888,33311.0,1263.0,5009.0,27039.0,14.553840861,12.6621604938,0.8263834204,38.8,46.76,5.4938943721,1114.519,2405.434,629.6055635559,14.75501409799436,60.85213065914774,2.41005,208.9230937932,5.4824351431,165.4929577465,7.02,26.256873217689968,45.343148839627545,25.89883568873974,27.5,24.8468089453,19.9629617338,16.6004481016,9.7079953192,0.0,0.0,0.0,1.2228359795,6.7404430138,17.5322503381,65.373537986,9.10282978,3.945535223
VD,2015,749.373,5.0599973923,265.4837441146,22.3230620799,61.5559941444,16.1209437757,74.2692891257,32.8114303558,4.433424163,2.3198306429,11.1529800927,7.2924368264,323.577,2.2612515723,6.808630478914132,83.84073410366834,5.27829790943395,0.05281097400496532,7.386633184530046,31.39453210781561,26.641767400848565,26.901432769467778,9.3220840273,24.7780972622,42.4078080976,-5.1017493504,32.1436465808,16.1264612942,78.0039146224,4.8782482669,67159.33139052,2.5984524365,414.575,13.57,72.469,328.536,56190.0,4087.0,7993.0,44110.0,4.8096006735,28.4115621973,0.6810045209,31.2,42.57,5.5844849092,1219.956,2602.503,533.4469930116,25.703881514333716,50.717741050398054,5.02658,238.5994691562,4.8260942007,135.5418897646,6.28,25.724582917019184,38.57794284211208,33.83834120813221,25.3,16.2795049167,4.6270595724,25.1451819744,22.9496566273,1.0642774691,5.1012939451,0.8311850694,3.9211012332,11.5674440308,1.7139351648,106.9467669632,21.5004711611,7.9702487622
VS,2015,327.011,4.5819421525,62.7222055992,20.4103225885,61.4737730535,18.115904358,57.4628988016,22.2432884521,4.6428246625,1.9483832581,9.6864243622,8.1049044074,134.153,2.337352391,26.547296413285235,67.39584696185261,3.8472609012578736,0.09448799506569726,2.5815374838794085,74.87094181634674,6.251985869951218,11.08236921294133,3.5339808055,34.6288464343,18.9879450733,-10.5499499554,23.976441404,53.5016327171,78.1908820531,4.1853715328,53866.881436761,-0.6704309517,167.043,9.642,38.619,118.782,27949.0,3676.0,4217.0,20056.0,19.4023722562,10.8471518862,1.8765480353,57.2,43.16,8.3205898077,1483.301,3887.712,625.9246826551,12.734965622375011,58.483028964315714,1.68494,155.3464562354,4.3811755858,137.1576343043,6.31,31.0941680159558,44.408705860788274,22.854848494106044,25.8,18.813469329,39.8801754923,14.6339710693,19.6766047816,0.7205785506,0.0,0.6313210611,0.0,4.993188436,0.0,53.1498265637,11.7520172069,1.544763965
NE,2015,176.402,2.5086439841,246.0519158077,21.7021348964,60.0208614415,18.2770036621,73.4379428805,24.9282887949,4.2398477302,2.8778536341,9.7790036358,9.0039777066,79.436,2.1844377864,5.985760806655184,88.34784912870361,6.206809988354823,0.08991943210582469,3.271806815566883,24.408153019029754,23.719204780798705,39.3007314845161,8.3443329266,18.4131471992,41.6531765995,-2.4582276266,38.4417104575,11.5607800164,78.6571735342,5.2798611018,71125.600564705,8.1867270621,102.82,2.381,35.558,64.881,13264.0,922.0,2515.0,9827.0,6.63709723,37.5349008264,1.0432876712,30.4,43.55,3.0706829978,139.443,239.265,543.6140105641,22.240562652504664,53.377828812018564,7.25162,199.5442228546,4.0428043541,116.7833449821,5.93,27.63336772967749,41.65806758062667,28.729136979345814,29.4,26.8237597603,3.4898875565,24.7247991652,21.3940056667,0.0,0.0,1.4841102688,10.4283354299,11.6551021525,0.0,91.6965523563,12.3629363979,2.744136485
