Canton,Year,Einwohner in 1000,Veränderung in %,pro km²,Altersverteilung in % 0–19,Altersverteilung in % 20–64,Altersverteilung in % 65 und mehr,Städtische Bevölkerung in %,Ausländer in %,Bevölkerungsbewegung (in ‰) Rohe Heiratsziffer,Bevölkerungsbewegung (in ‰) Rohe Scheidungsziffer,Bevölkerungsbewegung (in ‰) Rohe Geburtenziffer,Bevölkerungsbewegung (in ‰) Rohe Sterbeziffer,Anzahl Privathaushalte in 1000,Durchschnittliche Haushaltsgrösse in Personen,Deutsch,Französisch,Italienisch,Rätoromanisch,Englisch,Römisch-katholisch ,Evangelisch-reformiert,Ohne Religionszugehörigkeit,Siedlungsflächen in %,Veränderung in %,Landwirtschaftsflächen in %,Veränderung in %,Wald und Gehölze in %,Unproduktive Flächen in %,Nettoerwerbsquote (15-64-Jährige),Arbeitslosenquote (gemäss SECO),Bruttoinlandprodukt pro Einwohner in Fr.,Veränderung des kantonalen BIP in %,"Beschäftigte, Total in 1000",im 1. Sektor,im 2. Sektor,im 3. Sektor,"Arbeitsstätten, Total",im 1. Sektor,im 2. Sektor,im 3. Sektor,Anteil Biofläche an der gesamten landwirtschaftlichen Nutzfläche in %,Landwirtschaftliche Nutzfläche pro Betrieb in ha,Leerwohnungsziffer,Wohneigentumsquote,Durchschnittliche Wohnfläche pro Bewohner in m²,Neu gebaute Wohnungen pro 1000 Einwohner,Ankünfte in Hotels und Kurbetrieben in 1000,Logiernächte in Hotels und Kurbetrieben in 1000,Personenwagen pro 1000 Einwohner,Hauptverkehrsmittel der erwerbstätigen Pendler in % Öffentlicher Verkehr ,Hauptverkehrsmittel der erwerbstätigen Pendler in % Motorisierter Individualverkehr,Sozialhilfequote,Ärtze im ambulanten Sektor pro 100 000 Einwohner,Spitäler Betten pro 1000 Einwohner,Spitäler Hospitalisierungsrate der Akutpflege (pro 1000 Einwohner) ,Spitäler Durchschnittliche Spitalaufenthaltsdauer bei der Akutpflege in Tagen,Ohne nachobligatorische Ausbildung (ab 25 Jahren),Sekundarstufe II (ab 25 Jahren),Tertiärstufe (ab 25 Jahren),Hochschulabschlussquote,FDP,CVP,SP,SVP,EVP/CSP,GLP,BDP,PdA/Sol.,GPS,Kleine Rechtsparteien,gemäss Strafgesetzbuch (StGB) ,gemäss Betäubungsmittelgesetz (BetmG) ,gemäss Ausländergesetz (AuG)
SO,2020,273.194,7.0157158302,345.6183186792,19.0542252026,61.3864140501,19.5593607473,85.972971588,22.6194572355,4.6968011075,2.1152130086,9.7644989406,9.0484112033,121.266,2.217439,88.45085190039319,2.6989951944080386,4.81127129750983,0.10498939711664483,3.833551769331586,33.1821756225,20.5251201398,31.2970729576,13.856801245,24.3896900193,42.310563407,-5.7817474853,42.7420069082,1.0906284398,80.64267629247719,1.8775,65459.0,0.6101,143.195,4.231,37.523,101.441,18318.0,1438.0,3089.0,13791.0,15.3288498658,23.1132503671,3.3988277898,50.4,49.6384297673,5.5856384143,226.395,431.28,579.3753132,21.66,63.53,3.5784,161.0577099,2.5124200466,158.6418442572,5.192612299,19.240692661052243,52.2072411438376,28.552066195110154,24.5,18.520253856,14.198910536,18.440053101,25.909276062,1.199423399,6.807988839,1.988767673,0.0,11.41721066,0.602560937,51.9909222199,6.4509711456,1.5878746795
BS,2020,194.766,5.3073803731,5271.0690121786,17.2437694464,62.8785311605,19.8776993931,100.0,36.4021441114,5.2949258247,1.8575978841,10.6773285581,10.6876199591,96.431,1.963611,77.27694054817225,5.354654553267242,6.181516834965164,0.1598551425677542,10.98308830299868,16.7938368988,16.182437617,49.3625118934,71.0654407788,1.3107170393,12.0335316387,-5.6722689076,12.4121146566,4.4889129259,77.34703786271172,2.9783,185826.0,6.4501,190.966,0.058,36.445,154.463,17093.0,18.0,1495.0,15580.0,40.445801426,32.6516538462,1.0158064545,14.9,40.9872781035,1.9267623142,742.186,1386.499,341.1875735,51.0,17.35,6.2262,440.0151977,11.1320377581,172.714950248,5.55497087,18.65310259674062,36.62907437635742,44.71782302690194,26.05,21.376396421,4.570072075,32.650037138,12.350466749,2.017789091,5.698406596,0.367651176,0.0,17.695032417,0.282176943,106.3236173856,18.7563174289,16.1262041793
BL,2020,288.132,5.0028425242,556.5939691309,19.2023100523,58.8608693238,21.9368206239,97.6198409063,22.8145433343,4.3257904391,2.0550981909,9.1210195513,8.505533291,127.664,2.223767,87.0942787407438,3.49811773466264,5.202498655524759,0.17051532288090018,6.141149216067514,25.4945600463,30.2482108137,30.4488478881,17.4315293391,17.4235523748,40.506818094,-5.6727698052,41.3315563797,0.7300961873,79.59646487707641,1.8526,71065.0,2.7789,149.179,3.202,39.181,106.796,19625.0,970.0,3149.0,15506.0,16.2523999877,23.6080388767,1.0572187777,46.1,47.7253958006,5.1781362911,141.623,284.89,517.0665765,37.05,47.18,2.9823,245.026585,3.3986515694,171.5429039468,5.067459,15.585939640466323,50.941665743343556,33.47239461619012,31.62,16.519484699,8.488285778,21.795546877,25.14782189,3.49671446,5.257595869,1.182940787,0.0,17.995692413,0.0,34.1645094644,2.4736693575,0.5783508639
SH,2020,81.991,7.3799046571,274.9991614959,18.7959654108,60.0468344087,21.1572001805,89.7976607189,26.0577380444,4.7507683266,1.6162407709,9.4525596601,9.4770481566,37.252,2.162112,87.90627141628148,1.5995683935783964,4.06380776016681,0.08278948980038203,4.561030022892638,22.5485192692,35.3261107304,25.3947886441,11.4030090809,14.5069000337,43.8896893744,-3.8884812913,43.3569011158,1.3504004289,80.15447921954721,2.8844,85895.0,0.7939,45.92,1.948,13.34,30.632,6569.0,608.0,960.0,5001.0,6.5519213132,29.0291027574,2.5618083353,41.7,50.7204615936,6.7600193143,93.949,154.698,561.8861477,29.72,54.85,2.7424,191.4844312,3.5433892427,143.2352331353,5.297937357,18.07923010184161,50.61694583756147,31.303824060596913,23.42,11.034767528,2.142208275,26.15575192,39.451647535,1.879593691,5.949293914,0.0,0.0,6.829630853,0.0,46.3423928409,8.7276124448,5.0521812885
AR,2020,55.234,4.1816775751,227.4501729534,20.1470108991,60.1441141326,19.7088749683,76.6086106384,16.3196581816,4.5284932797,1.97442307,10.7234720864,8.3143136616,23.767,2.286448,91.741362805674,1.1382912061613437,2.4323383517535464,0.24678637629449135,3.713775998607606,28.4918631973,37.9536158733,21.3493168567,9.1840935287,21.912568306,54.7917009715,-2.8390016056,34.5010703112,1.5231351885,82.64283776676025,1.5748,56038.0,0.2018,26.898,1.718,7.687,17.493,5164.0,734.0,849.0,3581.0,23.7176426557,16.9594811159,2.2985741282,51.8,50.682253078,3.9123630673,69.236,121.708,580.1043894,20.42,62.58,2.3198,175.6164681,8.9757599178,163.8483542745,4.174455487,19.137846048351477,49.976663190336275,30.885490761312205,28.89,48.436899423,0.0,0.0,49.455477258,0.0,0.0,0.0,0.0,0.0,0.0,28.7433397369,3.4434013556,0.616187611
AI,2020,16.145,2.913054564,93.6050556586,21.2078042738,59.64694952,19.1452462063,0.0,11.2976153608,3.5968992248,1.5503875969,10.480620155,8.496124031,6.463,2.45892,93.83804143126177,0.6311039548022599,1.5637697928436913,0.0,3.6347483239171376,72.5122410546,9.747645951,9.7702448211,4.716050815,39.5547945205,53.7212135275,-2.7296587927,31.9508092117,9.6119264458,83.2910028824365,1.0729,61633.0,0.0763,8.912,1.042,2.806,5.064,1898.0,479.0,301.0,1118.0,6.0976121768,15.4998264642,2.0223325062,55.1,49.2784714815,3.9367618572,96.06,159.514,604.5327538,8.61,68.82,0.9997,123.8773614,2.0234433664,150.4490554351,3.837634409,20.63731742895264,53.340369853662565,26.0223127173847,27.63,0.0,61.271471578,8.730299274,29.077386223,0.0,0.0,0.0,0.0,0.0,0.0,21.0493635517,0.9313877678,0.0
SG,2020,507.697,6.0116055936,260.2239876986,20.5335071903,61.2174190511,18.2490737586,82.4271169615,24.1092620205,5.2075153376,1.8016896767,10.6046822201,7.6650832738,220.28,2.26913,88.02358605007397,1.2052290815331408,3.5400482377062827,0.32586616177233135,3.6087893477443878,43.9674324125,20.9065739336,19.0643597562,9.5571543238,24.196645756,46.4975649151,-4.3258853929,30.4988846375,13.4463961236,80.77911531795336,1.8355,73059.0,0.9659,301.259,11.227,87.522,202.51,38739.0,4133.0,6716.0,27890.0,13.3957143016,18.0768375949,2.1797159929,42.6,47.4987109722,5.5456947739,476.59,983.647,556.2270402,21.96,60.54,2.1679,195.3921335,4.5277086727,153.107069768,4.954525955,19.442005752680394,51.95295870128231,28.605035546037293,22.54,14.994611338,18.780428983,12.690110486,31.319242422,1.56428209,7.31853147,0.636465038,0.0,10.535650584,1.179099528,36.5236998847,9.8794101679,2.8869435649
GR,2020,198.379,2.989289849,27.9195089925,17.9893033033,60.684850715,21.3258459817,44.8343826716,18.6420941733,4.3102251765,1.7210618093,9.0545011318,9.0292656214,91.447,2.134034,74.49853171032066,1.4588168427035475,13.344266565623077,15.307511959456258,3.3077961445554873,41.9747312083,31.9560223559,18.1606119452,1.9511611541,22.8118355776,28.7618578466,-6.0242903064,27.6409570725,41.6460239268,80.9367108278129,1.1453,70909.0,-0.7022,128.531,7.067,26.711,94.753,20731.0,2474.0,3040.0,15217.0,65.1691665431,24.5968819579,1.6827102669,46.2,46.9612394602,6.5603644647,1926.828,5132.212,572.5460867,17.42,53.62,1.3513,188.5280196,5.6941925254,152.5211841979,5.121227535,19.184395088742736,53.30234803104209,27.513256880215145,27.2,13.630094131,16.348576979,17.118767695,29.938917101,0.0,8.347304851,9.099865528,0.0,5.516473716,0.0,34.4032988357,6.8372008409,1.0106727038
AG,2020,678.207,10.9149159561,486.1350440829,20.2364469845,62.1128947357,17.6506582798,85.0340677699,25.1286111762,4.9674064905,1.8796393405,10.2950277758,7.0857066621,292.608,2.288246,86.88004088094141,2.0227846925174298,5.214106783591877,0.1899319961263164,4.797614325482335,32.1605077241,23.5415616948,27.9975485729,16.9899212935,23.4730848861,44.0592613697,-6.9038695986,36.3973075964,2.5535097404,81.26038115748362,2.4715,62337.0,0.7677,341.51,10.581,94.013,236.916,45625.0,3454.0,7273.0,34898.0,10.314144852,18.7142233313,2.5857891179,49.1,49.7911130913,8.5611534647,360.553,725.507,588.7407822,24.64,62.9,2.1936,170.7443303,4.5427436579,146.9433373587,5.003741763,17.70549376623136,50.5708848374863,31.723621396282326,24.56,13.554601603,9.894579191,16.466316447,31.528317065,3.643545177,8.505534944,3.068081119,0.0,9.781515892,0.996939655,37.3747369551,5.146142703,2.0313329001
TG,2020,276.472,11.2814155303,320.3169895264,20.3185132672,62.0844063775,17.5970803553,67.0715298475,24.869787899,4.9211936621,1.7700305121,10.7982764919,7.5126346377,119.717,2.280269,89.40502481796514,1.246802090394245,4.230205759517197,0.19378744888811142,3.4067303697548814,31.5920669976,31.4704917674,21.7777097501,12.2742080261,26.5357031494,51.9389617856,-4.8343281651,21.3895976843,14.397232504,80.75325642519105,1.891,60143.0,-0.2797,136.06,8.691,40.825,86.544,20675.0,2675.0,3584.0,14416.0,14.3683690487,19.3262468542,2.6512117706,47.0,51.4435133198,9.4788130428,207.915,425.687,631.1700834,17.35,67.39,1.5898,161.3183252,5.6251033088,151.5741196215,5.073255053,18.3493581538327,53.25167285623281,28.398968989934453,23.43,11.453251962,12.691685861,12.642046443,36.674715675,2.667306876,8.147823404,2.274830727,0.0,10.599175615,2.849163437,35.6828499531,4.6201438271,2.7903477343
TI,2020,353.343,5.8696101608,129.0628104728,18.140447101,59.2483790538,22.6111738452,92.7651035962,27.7993337918,3.6998693165,1.9234794612,7.2300198571,8.9158930319,163.485,2.125253,10.602235126838798,4.978539061565652,88.52969316837867,0.10844925783689688,3.6662990179793495,65.0545493203,3.8613078548,20.8470094216,5.6470797404,21.6282453856,12.9437283314,-16.134531214,50.693572762,30.7156191661,71.8513719934292,2.7882,80532.0,-2.678,232.674,3.341,51.254,178.079,38886.0,1200.0,5502.0,32184.0,20.651717978,12.5634608974,2.2904965502,40.5,47.9010936527,7.1619047619,1098.2,2270.801,635.1718503,18.1,68.3,2.7294,228.1069669,5.3092887081,164.2539968246,6.41675712,22.771764711685623,44.47488220909474,32.75335307921959,31.52,20.528249984,18.196590564,14.068040661,11.658416492,0.0,0.989424016,0.0,0.829912675,12.112355204,17.982277049,38.3309443639,9.7226816394,2.4144141088
VD,2020,799.145,12.0378924996,283.2802796132,21.9822435228,61.5751834773,16.4425729999,89.6191554724,33.1938509282,4.1839532643,1.9669981423,10.9729858052,7.2223750435,349.758,2.239543,5.892957363220463,83.06140024026382,5.374086448594518,0.055794071946183375,8.77797859889392,29.1278917854,22.8477911653,32.7134505998,9.3209970706,24.7780972622,42.4078749521,-5.1017493504,32.1370645132,16.1340634641,76.76330995166694,3.4026,68102.0,-5.3943,447.141,13.442,72.999,360.7,60526.0,3876.0,8099.0,48551.0,8.6419564509,29.5261338043,1.0964096956,31.0,42.8009966919,6.188664436,1451.998,2912.563,526.0027057,32.52,56.28,4.55853,243.0097166,4.6958371697,127.1646572274,5.791335422,22.626202050970118,37.978625996071,39.3951719529589,27.39,23.339751958,2.425096478,20.387705362,17.378684016,1.300073599,8.372753395,0.376039244,4.068433365,19.677598961,0.403892911,61.5334958122,10.1925411881,4.438117885
VS,2020,343.955,10.0008315104,65.9674607452,19.7714817345,60.6183948482,19.6101234173,78.7931560815,22.6994810368,4.3535477621,2.080482275,9.7050267136,7.948434386,150.387,2.244589,25.29497542747776,67.6589151634546,4.1545439886707,0.052938186610954924,3.6767644192682227,70.0001402141,5.4658964238,15.4501924439,3.5337440691,34.6288464343,18.9872472855,-10.5499499554,23.9763664238,53.5026422216,77.796523739133,2.7177,54083.0,2.1563,176.69,10.127,37.409,129.154,29268.0,3122.0,4397.0,21749.0,18.6186652216,13.3781269231,2.0908906914,57.3,45.5453551499,8.4941151497,1761.447,4129.344,645.0449976,13.86,69.73,1.7996,180.5468739,3.9107536974,138.9367795206,6.028074475,27.298218099318646,45.274030056647504,27.427751844033846,29.88,16.481001968,34.784426029,15.066706393,19.775916248,1.030498026,0.796211111,0.0,0.0,10.588353818,0.0,32.533539505,9.9161548982,3.5875043563
NE,2020,176.85,2.7689804457,246.742193822,21.1258128357,59.8314956178,19.0426915465,87.8252756573,25.2796154934,3.5793401613,2.3110700254,9.3344682002,9.0244466115,81.046,2.142339,5.3465306094663685,87.66363283616634,5.989829746969006,0.06842114650201839,4.039510139619739,21.0763858161,19.8326741503,46.0554530664,8.3526537531,18.4131471992,41.6947124374,-2.4582276266,38.4787973974,11.4738364121,76.67623906617732,3.5073,86584.0,2.5987,105.379,2.486,33.838,69.055,13602.0,885.0,2423.0,10294.0,8.4942411235,39.6047222362,2.3909352005,31.6,44.7634264339,3.4888865244,135.174,226.838,544.9922456,25.13,62.28,7.1953,238.6202997,3.3961293723,136.1945151258,4.97829248,25.955002637820407,42.527054656477624,31.51794270570199,34.29,22.348833882,4.172843039,16.634139362,12.658749463,0.0,9.067391615,0.0,14.123909,20.808127057,0.0,57.7083005552,10.3504079477,2.3825043267
GE,2020,499.48,9.1246736506,2032.0585842148,21.1241691359,62.4673660607,16.4084648034,100.0,40.029630816,4.7610957356,2.4288022165,10.7627303517,6.8058737606,200.19,2.377481,4.528772753963594,80.60775102759835,6.657369348209043,0.06349758566814866,12.010580068786176,32.4776130358,8.9736599279,41.4523215334,33.3557665061,14.7890758352,39.533153868,-9.546191248,12.3937376027,14.7173420232,74.74470085690538,3.948,100464.0,2.12894525,351.698,1.826,46.564,303.308,40837.0,418.0,4542.0,35877.0,11.3578529337,29.3100259067,0.5368303999,18.8,36.3947128125,4.0386171056,1570.657,3232.871,445.2124083,46.01,35.54,5.9441,399.2151838,4.7585488908,126.3994554337,6.166024093,23.593730755612267,31.36328505207617,45.04298419231155,31.87,17.927960388,7.663163239,14.730241151,13.650933183,0.702389197,5.444836554,0.372319085,7.42261666,24.611560716,5.486574451,100.2828880018,13.5164331478,16.6643446024
