Referenz-ID,HRM2-ID,HRM2-Bezeichnung,Rechnung 2021,Budget 2022,Anpassung Budget 2022,Budgetplus 2022,Rechnung 2022,Budget 2023,Source,Kanton,Year,Compte,Adaptation Budget**,Compte.1
HRM2_neu_ER3406,3406,Verzinsung langfristige Finanzverbindlichkeiten,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0341,341,Realisierte Kursverluste,0.7,0.8,0.0,0.8,1.3,0.8,HRM2_KT_AR,AR,2022,,,
HRM2_ER0342,342,Kapitalbeschaffungs- und Verwaltungskosten,26.7,26.5,0.0,26.5,26.7,26.5,HRM2_KT_AR,AR,2022,,,
HRM2_ER0343,343,Liegenschaftenaufwand FV,575.1,704.3,0.0,704.3,454.4,881.7,HRM2_KT_AR,AR,2022,,,
HRM2_ER0344,344,Wertberichtigungen Anlagen FV,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0349,349,Verschiedener Finanzaufwand,505.0,237.9,0.0,237.9,364.6,292.8,HRM2_KT_AR,AR,2022,,,
HRM2_neu_ER0044,44,Finanzertrag,8436.0,7407.0,0.0,7407.0,10047.2,9835.3,HRM2_KT_AR,AR,2022,,,
HRM2_ER0440,440,Zinsertrag,74.6,71.1,0.0,71.1,80.2,815.7,HRM2_KT_AR,AR,2022,,,
HRM2_ER0441,441,Realisierte Gewinne FV,0.9,0.0,0.0,0.0,245.7,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0442,442,Beteiligungsertrag FV,247.4,150.0,0.0,150.0,0.0,200.0,HRM2_KT_AR,AR,2022,,,
HRM2_neu_ER4420,4420,Dividenden auf Beteiligungen FV,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0443,443,Liegenschaftenertrag FV,1191.3,1176.8,0.0,1176.8,1450.9,1213.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0444,444,Wertberichtigungen Anlagen FV,503.8,0.0,0.0,0.0,475.4,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0445,445,Finanzertrag aus Darlehen und Beteiligungen VV,20.3,27.1,0.0,27.1,30.5,96.6,HRM2_KT_AR,AR,2022,,,
HRM2_ER0446,446,Finanzertrag von öffentlichen Unternehmungen,1600.7,1396.0,0.0,1396.0,2946.1,2678.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0447,447,Liegenschaftenertrag VV,4699.9,4427.7,0.0,4427.7,4660.0,4673.7,HRM2_KT_AR,AR,2022,,,
HRM2_ER0448,448,Erträge von gemieteten Liegenschaften,85.7,146.9,0.0,146.9,146.9,146.9,HRM2_KT_AR,AR,2022,,,
HRM2_ER0449,449,übriger Finanzertrag,11.4,11.4,0.0,11.4,11.4,11.4,HRM2_KT_AR,AR,2022,,,
HRM2_ER4490,davon 4490,Aufwertungen Verwaltungsvermögen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ERGFI,,Ergebnis aus Finanzierung,6836.2,5863.4,0.0,5863.4,8714.0,8428.5,HRM2_KT_AR,AR,2022,,,
HRM2_ERGOP,,Operatives Ergebnis,13781.700000000059,9037.9,-100.0,8937.9,37756.09999999998,-7619.800000000047,HRM2_KT_AR,AR,2022,,,
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,241.7,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0380,380,a.o. Personalaufwand,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0381,381,a.o. Sach- und Betriebsaufwand,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0383,383,Zusätzliche Abschreibungen Sachanlagen und immat. Anlagen VV,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_neu_ER0384,384,a.o. Finanzaufwand ,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER3840,3840,a.o. Finanzaufwand (Geldwirksam),0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER3841,3841,a.o. Finanzaufwand (Wertberichtigungen),0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0386,386,a.o.Transferaufwand (Geldwirksam),0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0387,387,"Zusätzlich Abschreibungen Darlehen, Beteiligungen, Invest.-Beiträge VV",0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0389,389,Einlagen in das Eigenkapital,241.7,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,26665.5,10398.7,0.0,10398.7,10732.8,10378.7,HRM2_KT_AR,AR,2022,,,
HRM2_ER4800,4800 + 4801,a.o. Direkte Steuern natürliche und juristische Personen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER4803,4802 + 4803,a.o. übrige direkte Steuern; a.o. Besitz- und Aufwandsteuern,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0481,481,"a.o. Regalien, Konzessionen",0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0482,482,a.o. Entgelte,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0483,483,a.o. verschiedene Erträge,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0484,484,a.o. Finanzerträge,16131.9,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0485,485,a.o. Entnahmen aus Fonds und Spezialfinanzierungen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0486,486,a.o. Transfererträge,101.6,95.0,0.0,95.0,84.8,75.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0487,487,Zusätzliche Auflösung passivierter Investitionsbeiträge,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0489,489,Entnahmen aus dem Eigenkapital,10431.9,10303.7,0.0,10303.7,10648.0,10303.7,HRM2_KT_AR,AR,2022,,,
HRM2_ER4895,davon 4895,Entnahmen aus Aufwertungsreserven,10303.7,10303.7,0.0,10303.7,10303.7,10303.7,HRM2_KT_AR,AR,2022,,,
HRM2_ERGAO,,Ausserordentliches Ergebnis,26423.8,10398.7,0.0,10398.7,10732.8,10378.7,HRM2_KT_AR,AR,2022,,,
HRM2_ERGER,,Gesamtergebnis Erfolgsrechung,40205.50000000006,19436.6,-100.0,19336.6,48488.89999999998,2758.899999999954,HRM2_KT_AR,AR,2022,,,
HRM2_ER0003,3,Aufwand,528194.3999999999,517455.29999999993,100.0,517555.29999999993,517422.00000000006,554391.0,HRM2_KT_AR,AR,2022,,,
HRM2_ER0004,4,Ertrag,568399.9,536891.8999999999,0.0,536891.8999999999,565910.9,557149.8999999999,HRM2_KT_AR,AR,2022,,,
HRM2_HK9010,9010,"Abschluss Spezialfinanzierungen und Fonds im EK, Ertragsüberschuss",1074.8,4.0,0.0,4.0,2813.0,4.0,HRM2_KT_AR,AR,2022,,,
HRM2_HK9011,9011,"Abschluss Spezialfinanzierungen und Fonds im EK, Aufwandüberschuss",1803.1,3487.7,0.0,3487.7,1525.9,3578.9,HRM2_KT_AR,AR,2022,,,
HRM2_IR0050,50,Sachanlagen,29937.7,28379.0,0.0,28379.0,19819.6,30089.5,HRM2_KT_AR,AR,2022,,,
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0052,52,Immaterielle Anlagen,1119.3,2793.0,0.0,2793.0,2440.1,3614.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0054,54,Darlehen,3357.0,2493.3,0.0,2493.3,3329.1,28796.5,HRM2_KT_AR,AR,2022,,,
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,368.1,290.0,0.0,290.0,135.9,232.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0056,56,Eigene Investitionsbeiträge,4244.3,4246.0,0.0,4246.0,5309.9,6090.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,3753.6,3690.0,0.0,3690.0,3978.1,3886.0,HRM2_KT_AR,AR,2022,,,
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0580,580,a.o. Investitionen für Sachanlagen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0582,582,a.o. Investitionen für immaterielle Anlagen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0584,584,a.o. Investitionen für Darlehen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0585,585,a.o. Investitionen für Beteiligungen und Grundkapitalien,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0586,586,a.o. eigene Investitionsbeiträge,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0589,589,Übrige a.o. Investitionen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0005,5,Investitionsausgaben gesamt,42780.0,41891.3,0.0,41891.3,35012.7,72708.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0062,62,Abgang immaterielle Anlagen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,2675.7,7800.0,0.0,7800.0,3585.3,7800.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0064,64,Rückzahlung von Darlehen,1697.6,384.3,0.0,384.3,3197.2,839.2,HRM2_KT_AR,AR,2022,,,
HRM2_IR0065,65,Übertragung von Beteiligungen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,3753.6,3690.0,0.0,3690.0,3978.1,3886.0,HRM2_KT_AR,AR,2022,,,
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0680,680 + 682 + 689,"a.o. Investitionseinnahmen für Sachanlagen, immaterielle Anlagen und übrige Anlagen",0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0683,683 bis 686,a.o. Investitionsbeiträge für eigene Rechnung; Rückzahlungen von Darlehen; Übertragung von Beteiligungen; Rückzahlung von eigenen Beiträgen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_IR0006,6,Investitionseinnahmen gesamt,8126.9,11874.3,0.0,11874.3,10760.6,12525.2,HRM2_KT_AR,AR,2022,,,
HRM2_IRNI,HRM2-Tabelle 18.19,Nettoinvestition,34653.100000000006,30017.000000000004,0.0,30017.000000000004,24252.1,60182.8,HRM2_KT_AR,AR,2022,,,
HRM2_IRNIDB,Nettoinv. II,Nettoinvestition ohne Darlehen und Beteiligungen,32625.600000000006,27618.000000000004,0.0,27618.000000000004,23984.3,31993.500000000004,HRM2_KT_AR,AR,2022,,,
HRM2_BI0010,10,Finanzvermögen,211335.09999999998,168318.69999999998,0.0,168318.69999999998,241493.09999999998,159032.5,HRM2_KT_AR,AR,2022,,,
HRM2_BIUV,10 kf. FV,Umlaufvermögen (kurzfristiges Finanzvermögen),174511.8,131840.69999999998,0.0,131840.69999999998,204512.3,122209.2,HRM2_KT_AR,AR,2022,,,
HRM2_BI0100,100+101,"Flüssige Mittel, Forderungen",139040.8,111019.3,0.0,111019.3,176406.3,86738.2,HRM2_KT_AR,AR,2022,,,
HRM2_BI0102,102,Kurzfr. Finanzanlagen,500.0,0.0,0.0,0.0,2500.0,500.0,HRM2_KT_AR,AR,2022,,,
HRM2_BI0104,104,Aktive Rechnungsabgrenzungen (Transit. Aktiven),34944.3,20768.0,0.0,20768.0,25515.7,34944.3,HRM2_KT_AR,AR,2022,,,
HRM2_BI0106,106,Vorräte und angefangene Arbeiten,26.7,53.4,0.0,53.4,90.3,26.7,HRM2_KT_AR,AR,2022,,,
HRM2_BIAVFV,10 lf. FV,Anlagevermögen FV (langfristiges Finanzvermögen),36823.299999999996,36478.0,0.0,36478.0,36980.799999999996,36823.299999999996,HRM2_KT_AR,AR,2022,,,
HRM2_BI0107,107,Langfristige Finanzanlagen FV,1032.7,1069.2,0.0,1069.2,896.2,1032.7,HRM2_KT_AR,AR,2022,,,
HRM2_BI0108,108,Sachanlagen FV,35790.6,35408.8,0.0,35408.8,36084.6,35790.6,HRM2_KT_AR,AR,2022,,,
HRM2_BI0109,109,Forderungen gegenüber Spezialfinanzierungen und Fonds im FK,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_BI0014,14,Verwaltungsvermögen,186335.19999999998,198139.90000000002,0.0,198139.90000000002,189769.09999999998,224205.8,HRM2_KT_AR,AR,2022,,,
HRM2_BI0140,140+142,"Sachanlagen, Immaterielle Anlagen",106978.5,116016.6,0.0,116016.6,110342.3,117840.9,HRM2_KT_AR,AR,2022,,,
HRM2_BI0144,144,Darlehen,9862.0,13259.8,0.0,13259.8,9993.9,39905.8,HRM2_KT_AR,AR,2022,,,
HRM2_BI0145,145,Beteiligungen / Grundkapitalien,30906.8,29296.4,0.0,29296.4,29648.7,24231.8,HRM2_KT_AR,AR,2022,,,
HRM2_BI0146,146,Investitionsbeiträge,38587.9,39567.1,0.0,39567.1,39784.2,42227.3,HRM2_KT_AR,AR,2022,,,
HRM2_BI1480,1480+1482,"Kum. zusätzliche Abschreibungen Sachanlagen, Immaterielle Anlagen (negative Vorzeichen)",0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_BI1484,1484,Kum. zusätzliche Abschreibungen Darlehen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_BI1485,1485,Kum. zusätzliche Abschreibungen Beteiligungen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_BI1486,1486,Kum. zusätzliche Abschreibungen Investitionsbeiträge,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_BI1489,1489,Nicht zugeteilte kum. zusätzliche Abschreibungen,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_BI0001,1,Aktiven,397670.29999999993,366458.6,0.0,366458.6,431262.19999999995,383238.3,HRM2_KT_AR,AR,2022,,,
HRM2_BI0020,20,Fremdkapital,220781.7,178312.0,0.0,178312.0,216589.5,190709.10000000003,HRM2_KT_AR,AR,2022,,,
HRM2_BIKFK,20 kf. FK,Kurzfristiges Fremdkapital,102255.50000000001,91345.3,0.0,91345.3,128510.99999999999,102255.50000000001,HRM2_KT_AR,AR,2022,,,
HRM2_BI0200,200,Laufende Verbindlichkeiten,69808.1,53938.7,0.0,53938.7,88845.4,69808.1,HRM2_KT_AR,AR,2022,,,
HRM2_BI0201,201,Kurzfristige Finanzverbindlichkeiten,1700.0,1700.0,0.0,1700.0,2100.0,1700.0,HRM2_KT_AR,AR,2022,,,
HRM2_BI2016,davon 2016,derivative Finanzinstrumente,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_BI0204,204,Passive Rechnungsabgrenzungen (Transit. Passiven),26315.1,31333.0,0.0,31333.0,32619.2,26315.1,HRM2_KT_AR,AR,2022,,,
HRM2_BI0205,205,Kurzfristige Rückstellungen,4432.3,4373.6,0.0,4373.6,4946.4,4432.3,HRM2_KT_AR,AR,2022,,,
HRM2_BILFK,20 lf. FK,Langfristiges Fremdkapital,118526.2,86966.7,0.0,86966.7,88078.50000000001,88453.6,HRM2_KT_AR,AR,2022,,,
HRM2_BI0206,206,Langfristige Finanzverbindlichkeiten,111093.1,81104.5,0.0,81104.5,80881.6,81093.1,HRM2_KT_AR,AR,2022,,,
HRM2_BI2066,davon 2066,Langfristige derivative Finanzinstrumente,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_BI2068,davon 2068,passivierte Investitionsbeiträge,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_AR,AR,2022,,,
HRM2_BI0208,208,Langfristige Rückstellungen,1668.4,1453.9,0.0,1453.9,1334.8,1668.4,HRM2_KT_AR,AR,2022,,,
HRM2_BI0209,209,Verbindlichkeiten gegenüber Spezialfinanzierungen und Fonds im FK,5764.7,4408.3,0.0,4408.3,5862.1,5692.1,HRM2_KT_AR,AR,2022,,,
HRM2_BI0029,29,Eigenkapital,176888.7,188146.6,0.0,188146.6,214672.5,192529.3,HRM2_KT_AR,AR,2022,,,
HRM2_BI0299,davon 299,Bilanzüberschuss (- Bilanzfehlbetrag),112714.0,123800.2,0.0,123800.2,159915.7,155678.0,HRM2_KT_AR,AR,2022,,,
HRM2_BI0002,2,Passiven,397670.4,366458.6,0.0,366458.6,431262.0,383238.4,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_23,HRM2-Tabelle 18.23,Selbstfinanzierung,70230.30000000006,32431.000000000004,0.0,32331.000000000004,59024.49999999997,15858.699999999953,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_8,HRM2-Tabelle 18.8,Selbstfinanzierungsanteil,0.14251845243844938,0.0704866821661587,0.0,0.07026933863014022,0.12106561617126252,0.03326100324751309,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_2_1,HRM2-Tabelle 18.2,Selbstfinanzierungsgrad inkl. Darlehen und Beteiligungen der Investitionsrechnung,2.026667166862418,1.080421094712996,0.0,1.0770896491987874,2.433789238870035,0.2635088430581487,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_2_2,HRM2-Tabelle 18.2,Selbstfinanzierungsgrad ohne Darlehen und Beteiligungen der Investitionsrechnung,2.152613285272916,1.1742704033601274,0.0,1.1706495763632414,2.4609640473142838,0.4956850610280198,HRM2_KT_AR,AR,2022,,,
HRM2_KZFEI,Nettoinvestition - Selbstfinanzierung,Finanzierungsergebnis inkl. Darlehen und Beteiligungen der Investitionsrechnung,35577.200000000055,2414.0,0.0,2314.0,34772.39999999997,-44324.10000000005,HRM2_KT_AR,AR,2022,,,
HRM2_KZFEO,Nettoinvestition ohne Darl./Bet. - Selbstfin.,Finanzierungsergebnis ohne Darlehen und Beteiligungen der Investitionsrechnung,37604.700000000055,4813.0,0.0,4713.0,35040.19999999997,-16134.80000000005,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_10,HRM2-Tabelle 18.10,Bruttoschulden,182601.2,136743.2,0.0,136743.2,171827.0,152601.2,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_4,HRM2-Tabelle 18.4,Bruttoverschuldungsanteil,0.3705528872495741,0.29720250614484517,0.0,0.29720250614484517,0.35243571110063676,0.32005580588411475,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_20,HRM2-Tabelle 18.20,Nettoschulden I,9446.600000000035,9993.300000000017,0.0,9993.300000000017,-24903.599999999977,31676.600000000035,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_21,HRM2-Tabelle 18.21,Nettoschulden II,-31322.300000000017,-32562.899999999965,0.0,-32562.899999999965,-64546.00000000003,-32461.099999999977,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_7_1,HRM2-Tabelle 18.7,Nettoschuld I in Fr. je Einwohner,169.82346384784157,179.00478263206006,0.0,179.00478263206006,-442.6283703321895,568.3226581983249,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_7_2,HRM2-Tabelle 18.7,Nettoschuld II in Fr. je Einwohner,-563.0874051702444,-583.2822827664028,0.0,-583.2822827664028,-1147.219309315181,-582.3976891472447,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_1,HRM2-Tabelle 18.1,Nettoverschuldungsquotient,0.044959616968012615,0.04808169745958438,0.0,0.04808169745958438,-0.11185490608241022,0.14243715994424225,HRM2_KT_AR,AR,2022,,,
HRM2_KZSG29,SG 29,Eigenkapital,176888.7,188146.6,0.0,188146.6,214672.5,192529.3,HRM2_KT_AR,AR,2022,,,
HRM2_KZSG299,SG 299  in % Laufender Aufwand,Eigenkapitaldeckungsgrad,0.24911296300634708,0.2809398079491314,0.0,0.2808760687396558,0.363943706463042,0.32840917169493417,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_6,HRM2-Tabelle 18.6,Kapitaldienstanteil,0.08254427327060897,0.052105721981538414,0.0,0.052105721981538414,0.04353312354602091,0.04858119496069175,HRM2_KT_AR,AR,2022,,,
HRM2_KZSG44,SG 44 - SG 34,Ergebnis aus Finanzierung,6836.2,5863.4,0.0,5863.4,8714.0,8428.5,HRM2_KT_AR,AR,2022,,,
HRM2_KZSG10,Ertrag FV in % SG 10,Bruttorendite des Finanzvermögens,0.009548816074565938,0.008305078401865033,0.0,0.008305078401865033,0.009326146378509367,0.014014116611384464,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_22,HRM2-Tabelle 18.22,Nettozinsaufwand,417.70000000000005,503.0,0.0,503.0,405.90000000000003,-610.7,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_3,HRM2-Tabelle 18.3,Zinsbelastungsanteil,0.0008476392324045356,0.001093237986173039,0.0,0.001093237986173039,0.0008325446823592827,-0.0012808423567667153,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_9,HRM2-Tabelle 18.9,Bruttoinvestitionen,39026.4,38201.3,0.0,38201.3,31034.6,68822.0,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_13,HRM2-Tabelle 18.13,Investitionseinnahmen,4373.299999999999,8184.3,0.0,8184.3,6782.5,8639.2,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_5,HRM2-Tabelle 18.5,Investitionsanteil,0.08651786349666832,0.08390015255252038,0.0,0.08388172990738632,0.06914557162969757,0.13265858427603902,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_24,HRM2-Tabelle 18.24,Ständige Wohnbevölkerung am Jahresende ,55626.0,55827.0,0.0,55827.0,56263.0,55737.0,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_18,HRM2-Tabelle 18.18,Laufender Ertrag,492780.4,460101.1,0.0,460101.1,487541.4,476795.6,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_16,HRM2-Tabelle 18.16,Laufender Aufwand,452461.39999999997,440664.49999999994,0.0,440764.49999999994,439396.80000000005,474036.7,HRM2_KT_AR,AR,2022,,,
HRM2_KZGA,,Gesamtaufwand,491487.8,478865.79999999993,0.0,478965.79999999993,470431.4,542858.7,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_14,HRM2-Tabelle 18.14,Kapitaldienst,40676.2,23973.9,0.0,23973.9,21224.2,23163.3,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_17,HRM2-Tabelle 18.17,Laufende Einnahmen,480207.70000000007,448324.3,0.0,448324.3,473855.99999999994,464808.1,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_12,HRM2-Tabelle 18.12,Gesamteinnahmen,484581.00000000006,456508.6,0.0,456508.6,480638.49999999994,473447.3,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_15,HRM2-Tabelle 18.15,Laufende Ausgaben,412052.7,417117.3,0.0,417217.3,417795.30000000005,449968.4,HRM2_KT_AR,AR,2022,,,
HRM2_KZ18_11,HRM2-Tabelle 18.11,Gesamtausgaben,451079.10000000003,455318.6,0.0,455418.6,448829.9,518790.4,HRM2_KT_AR,AR,2022,,,
HRM2_KZEFRLZ,,Ergebnis Finanzrechnung Laufende Zahlungen,68155.00000000006,31207.0,0.0,31107.0,56060.699999999895,14839.699999999953,HRM2_KT_AR,AR,2022,,,
HRM2_KZEFRG,,Ergebnis Finanzrechnung Gesamt,33501.90000000002,1190.0,0.0,1090.0,31808.59999999992,-45343.100000000035,HRM2_KT_AR,AR,2022,,,
HRM2_ER0030,30,Personalaufwand,3079322.4,3196887.4,-2101.3,3194786.1,3150201.2,3305027.9,HRM2_KT_BE,BE,2022,,,
HRM2_ER0031,31,Sach- und übriger Betriebsaufwand,969183.3,1024521.5,4936.1,1029457.6,906239.3,956747.2,HRM2_KT_BE,BE,2022,,,
HRM2_ER0314,davon 314,baulicher und betrieblicher Unterhalt,80899.1,68581.8,-74.4,68507.40000000001,66124.4,69182.0,HRM2_KT_BE,BE,2022,,,
HRM2_ER0318,davon 3180,Wertberichtigungen auf Forderungen,964.9,-26.0,16.0,-10.0,-10408.2,208.5,HRM2_KT_BE,BE,2022,,,
HRM2_neu_ER0033,33,Abschreibungen VV,283650.1,286510.7,1293.7,287804.4,282257.7,284574.6,HRM2_KT_BE,BE,2022,,,
HRM2_ER0330,330,Abschreibungen Sachanlagen VV,271099.3,271899.0,1293.7,273192.7,266580.1,261955.8,HRM2_KT_BE,BE,2022,,,
HRM2_ER0332,332,Abschreibungen Immaterielle Anlagen VV,12550.8,14611.7,0.0,14611.7,15677.6,22618.8,HRM2_KT_BE,BE,2022,,,
HRM2_ER0339,339,Abtragung Bilanzfehlbetrag,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_BE,BE,2022,,,
HRM2_neu_ER0035,35,Einlagen in Fonds und Spezialfinanzierungen,125093.0,70980.7,0.0,70980.7,95074.8,72212.2,HRM2_KT_BE,BE,2022,,,
HRM2_ER0350,350,Einlagen in Fonds und Spezialfinanzierungen im FK,120701.1,66000.0,0.0,66000.0,85797.0,67240.0,HRM2_KT_BE,BE,2022,,,
HRM2_ER0351,351,Einlagen in Fonds und Spezialfinanzierungen im EK,4391.8,4980.7,0.0,4980.7,9277.8,4972.2,HRM2_KT_BE,BE,2022,,,
HRM2_ER0036,36,Transferaufwand,6885855.5,6673730.4,-14.2,6673716.2,6606185.5,7046237.4,HRM2_KT_BE,BE,2022,,,
HRM2_ER3634,davon 3634,Beiträge an öffentliche Unternehmungen,1925136.2,2014625.5,0.0,2014625.5,1996175.0,2040383.3,HRM2_KT_BE,BE,2022,,,
HRM2_ER3635,davon 3635,Beiträge an private Unternehmungen,2216650.7,1614090.9,0.0,1614090.9,1873861.5,2140385.6,HRM2_KT_BE,BE,2022,,,
HRM2_neu_ER0364,364,Wertberichtigungen Darlehen VV,89.7,0.0,0.0,0.0,1844.2,0.0,HRM2_KT_BE,BE,2022,,,
HRM2_neu_ER0365,365,Wertberichtigungen Beteiligungen VV,0.0,0.0,0.0,0.0,0.0,0.0,HRM2_KT_BE,BE,2022,,,
