Year,Region,Acc-ID,Realized,Budget y,Budget y+1,Slack
2019,OW,4,314851.2,309151.2,318628.0999999999,-5700.0
2019,OW,5,52389.8,65793.7,92464.2,13403.899999999994
2019,OW,6,37719.6,47415.600000000006,67609.1,9696.000000000007
2019,OW,1,173957.3,0.0,0.0,0.0
2019,OW,2,173957.10000000003,0.0,0.0,0.0
2019,SG,3,5504127.300000001,5374514.3,5381254.899999999,-129613.00000000092
2019,SG,4,5622484.000000001,5386159.3,5407224.499999999,-236324.70000000112
2019,SG,5,439611.3000000001,452795.7,334771.3,13184.399999999963
2019,SG,6,93487.4,33536.7,25802.1,-59950.7
2019,SG,1,3788373.5,0.0,0.0,0.0
2019,SG,2,3788373.6,0.0,0.0,0.0
2019,SH,3,830210.0,749377.0,793170.0,-80833.0
2019,SH,4,836202.0,754664.0,791155.8,-81538.0
2019,SH,5,20449.0,39773.0,51907.0,19324.0
2019,SH,6,12251.0,9130.0,21340.0,-3121.0
2019,SH,1,956832.0,916512.093,906311.0,-40319.90699999989
2019,SH,2,956832.0,916511.892,906311.574,-40320.10800000001
2019,SO,3,2241623.77949,2260721.459,2330335.75709,19097.679509999696
2019,SO,4,2343561.70194,2277394.426,2319918.6995400004,-66167.27594000008
2019,SO,5,160381.87227999998,180154.3,170701.65099999998,19772.42772000004
2019,SO,6,22906.87684,34511.4,21797.697,11604.52316
2019,SO,1,3022346.0,0.0,0.0,0.0
2019,SO,2,3022346.0,0.0,0.0,0.0
2019,SZ,3,1526283.6999999995,1578418.2999999998,1561727.9,52134.60000000009
2019,SZ,4,1646165.9999999995,1565208.4,1558459.8,-80957.59999999963
2019,SZ,5,46118.0,60425.0,55927.4,14307.0
2019,SZ,6,13816.9,9903.0,12381.7,-3913.9
2019,SZ,1,1250075.4,0.0,0.0,0.0
2019,SZ,2,1250075.3,0.0,0.0,0.0
2019,TG,3,2176175.4,2149085.0,2212822.9,-27090.399999999907
2019,TG,4,2246151.0,2173804.0,2235339.0,-72347.0
2019,TG,5,81887.0,99193.0,93861.0,17306.0
2019,TG,6,29854.0,30769.0,31400.0,915.0
2019,TG,1,1881897.0,0.0,0.0,0.0
2019,TG,2,1881898.0,0.0,0.0,0.0
2019,TI,3,3764719.2,3827340.0,3934620.1,62620.80000000028
2019,TI,4,3824992.8,3839165.1,3938762.9,14172.299999999814
2019,TI,5,390096.3,420543.7,416042.2,30447.400000000023
2019,TI,6,119759.9,140250.7,143331.59999999998,20490.800000000017
2019,TI,1,7033857.1,0.0,0.0,0.0
2019,TI,2,7033857.1000000015,0.0,0.0,0.0
2019,UR,3,414002.367,413733.79999999993,429252.558,-268.5670000000973
2019,UR,4,420823.741,409475.47,420055.3399999999,-11348.271000000066
2019,UR,5,58273.308000000005,68159.45000000001,94913.4,9886.142000000007
2019,UR,6,27045.64,19994.55,31196.85,-7051.09
2019,UR,1,471640.332,454040.0,517810.41292337846,-17600.331999999995
2019,UR,2,471640.33,454040.0,517810.41337,-17600.330000000016
2019,VD,3,10514550.8,9771720.8,10123628.0,-742829.9999999981
2019,VD,4,10568848.9,9771831.3,10123704.1,-797017.5999999978
2019,VD,5,340770.50000000006,470887.0,477223.0,130116.49999999994
2019,VD,6,92933.0,50602.0,49494.0,-42331.0
2019,VD,1,9352538.0,0.0,0.0,0.0
2019,VD,2,9352537.9,0.0,0.0,0.0
2019,VS,3,4021211.62745,3637249.4,3716598.9,-383962.2274499992
2019,VS,4,4030333.51326,3626370.4,3716602.2,-403963.1132599991
2019,VS,5,427109.21718,505180.29999999993,472849.9,78071.08281999995
2019,VS,6,268582.19257,304919.0,282814.4,36336.807430000044
2019,VS,1,4402010.59963,0.0,0.0,0.0
2019,VS,2,4402010.59963,0.0,0.0,0.0
2019,ZG,3,1480366.11,1514852.2099999995,1536926.53,34486.09999999986
2019,ZG,4,1655765.5099999998,1485392.7699999998,1684917.61,-170372.74
2019,ZG,5,98614.51,106787.5,108153.5,8172.990000000005
2019,ZG,6,14530.12,12122.0,9448.0,-2408.119999999999
2019,ZG,1,2252963.34,0.0,0.0,0.0
2019,ZG,2,2252963.34,0.0,0.0,0.0
2019,ZH,3,15811930.5674,15602607.678649995,16289442.0,-209322.88875000365
2019,ZH,4,16378111.159999998,15751028.785920002,16350396.0,-627082.3740799967
2019,ZH,5,1213350.85,1373479.26,1431144.0,160128.40999999992
2019,ZH,6,176418.03999999998,88022.016,113594.0,-88396.02399999998
2019,ZH,1,22475142.54,0.0,0.0,0.0
2019,ZH,2,22475142.53,0.0,0.0,0.0
2012,ZH,3,14157694.85,13731495.356,14217405.07,-426199.4940000009
2012,ZH,4,14263321.5,13649713.363,14234972.458999995,-613608.1370000001
2012,ZH,5,859016.0,1043746.4,984577.3,184730.3999999999
2012,ZH,6,340407.0,96574.0,208288.5,-243833.0
2012,ZH,1,21925666.270000003,0.0,0.0,0.0
2012,ZH,2,21925665.958,0.0,0.0,0.0
2012,BE,3,10555811.94592,10589257.65268,10425762.08286,33445.70676000044
2012,BE,4,10366890.26712,10606621.90615,10434937.57074,239731.6390300002
2012,BE,5,1283239.5,1022260.5165,999911.9086,-260978.9835000001
2012,BE,6,445537.55645,429672.8,408211.753,-15864.756449999986
2012,LU,3,3542683.4307,3478507.7441100003,3575638.242000001,-64175.68658999959
2012,LU,4,3485292.508,3471804.0220000003,3564514.748,-13488.485999999568
2012,LU,5,208277.83653,230180.77905,190430.131,21902.94252000001
2012,LU,6,68369.16133999999,84314.615,50949.3,15945.453660000014
2012,LU,1,6173510.6952,0.0,0.0,0.0
2012,LU,2,6173510.6952,0.0,0.0,0.0
2012,UR,3,382755.132,383553.75099999993,389780.819,798.6189999999478
2012,UR,4,387390.096,386152.762,395125.498,-1237.3340000000317
2012,UR,5,55411.064,68358.9,71233.2,12947.835999999996
2012,UR,6,34967.36,41734.4,43436.7,6767.039999999994
2012,UR,1,342544.402,0.0,0.0,0.0
2012,UR,2,342544.403,0.0,0.0,0.0
2012,SZ,3,1284622.0,1262466.6,1325452.0,-22155.40000000014
2012,SZ,4,1189802.0,1169503.1,1224784.0,-20298.899999999907
2012,SZ,5,91784.0,112402.2,125727.0,20618.20000000001
2012,SZ,6,36476.0,35617.3,38939.0,-858.6999999999971
2012,OW,3,282249.0,291579.0,291634.0,9330.0
