Region,Acc-ID,MSE,MAE,RMSE
BS,34.0,10745172291.526703,103658.92287462138,103658.92287462138
BS,36.0,182490621001.93454,427189.20983790606,427189.20983790606
BS,39.0,262182728.412311,16192.057571918122,16192.057571918122
BS,40.0,296494380769.5476,544512.9757586569,544512.9757586569
BS,41.0,26460744826.95012,162667.5899709285,162667.5899709285
BS,42.0,2286444929.1705647,47816.785014998284,47816.785014998284
BS,43.0,7975144460.923896,89303.66431969013,89303.66431969013
BS,44.0,71372082452.481,267155.53981244896,267155.53981244896
BS,46.0,2201638010.6952543,46921.61560192972,46921.61560192972
BS,49.0,262182723.0761712,16192.057407141663,16192.057407141663
BS,50.0,410581973.48106086,20262.822446072532,20262.822446072532
BS,51.0,191926.76361439042,438.0944688242371,438.0944688242371
BS,52.0,11884194.911032518,3447.346067779172,3447.346067779172
BS,54.0,5790481371.025483,76095.21253683101,76095.21253683101
BS,55.0,9357246215.791956,96732.86006209036,96732.86006209036
BS,56.0,11591519.968727108,3404.63213412655,3404.63213412655
BS,60.0,267080879.824707,16342.609333417568,16342.609333417568
BS,61.0,15798205.267004387,3974.6956194159557,3974.6956194159557
BS,63.0,102957110.25279401,10146.778318894821,10146.778318894821
BS,64.0,22761718.488434922,4770.924280308263,4770.924280308263
FR,30.0,91063845915.87909,301767.86760004633,301767.86760004633
FR,31.0,593867852.5211467,24369.40402474272,24369.40402474272
FR,33.0,43238547.64695394,6575.602455057175,6575.602455057175
FR,34.0,182663.68052838516,427.3917178986803,427.3917178986803
FR,35.0,1378799672.262548,37132.19185912068,37132.19185912068
FR,36.0,2906017344.38845,53907.48875980452,53907.48875980452
FR,37.0,21457683.08586416,4632.243850000144,4632.243850000144
FR,38.0,691433689.3599856,26295.126722645502,26295.126722645502
FR,39.0,14435098.658617238,3799.35503192545,3799.35503192545
FR,40.0,3358293610.083885,57950.786104106344,57950.786104106344
FR,41.0,142213764.31547016,11925.341266205767,11925.341266205767
FR,42.0,401622532.34686625,20040.52225733816,20040.52225733816
FR,43.0,2716569.5385366846,1648.2019107308074,1648.2019107308074
FR,44.0,1525345281.081577,39055.6690005635,39055.6690005635
FR,45.0,19011082608.022823,137880.682504921,137880.682504921
FR,46.0,15172263320.062263,123175.74160548928,123175.74160548928
FR,47.0,4175907.7962510744,2043.5038038259372,2043.5038038259372
FR,49.0,14435098.658617238,3799.35503192545,3799.35503192545
FR,50.0,87653199.22930837,9362.328728970606,9362.328728970606
FR,54.0,32899029.705416106,5735.767577701881,5735.767577701881
FR,55.0,2439601938.2302012,49392.326714077775,49392.326714077775
FR,56.0,907890551.331241,30131.222201086384,30131.222201086384
FR,57.0,37761414.08869066,6145.031658884327,6145.031658884327
FR,63.0,3566.710521697281,59.72194338513509,59.72194338513509
FR,64.0,18417223.06331703,4291.529222004323,4291.529222004323
FR,66.0,2656.585685152723,51.54207684167105,51.54207684167105
FR,67.0,75880485.5600603,8710.940566899782,8710.940566899782
GE,30.0,2554215245.7313333,50539.24460982112,50539.24460982112
GE,31.0,184482582012.09344,429514.3560023267,429514.3560023267
GE,33.0,3698702362.273053,60816.95785118698,60816.95785118698
GE,34.0,371972446.1384738,19286.587208173296,19286.587208173296
GE,36.0,128877495856.9855,358995.1195448004,358995.1195448004
GE,37.0,11784332909.811518,108555.66733161156,108555.66733161156
GE,38.0,197448374967.20837,444351.63436990796,444351.63436990796
GE,39.0,7633159.789397136,2762.817364466413,2762.817364466413
GE,40.0,1628717715411.6833,1276212.2532759523,1276212.2532759523
GE,41.0,782089915.5914332,27965.870549500745,27965.870549500745
GE,42.0,794006849.3575761,28178.12714425102,28178.12714425102
GE,43.0,404081463.5450206,20101.77762151946,20101.77762151946
GE,44.0,18540235700.694653,136162.53412996783,136162.53412996783
GE,46.0,5658209250.04928,75221.06918975082,75221.06918975082
GE,47.0,11784332909.811878,108555.66733161322,108555.66733161322
GE,49.0,7633159.789396875,2762.8173644663657,2762.8173644663657
GE,50.0,1953964656.4808154,44203.67243205948,44203.67243205948
GE,52.0,8409756.7233939,2899.9580554542335,2899.9580554542335
GE,54.0,469856461.7063792,21676.17267200045,21676.17267200045
GE,55.0,272576140.6032876,16509.88009051815,16509.88009051815
GE,56.0,46584182.355612576,6825.260607157252,6825.260607157252
GE,60.0,1289840919.67725,35914.35534263771,35914.35534263771
GE,63.0,1895408039.2336845,43536.28416888245,43536.28416888245
GE,64.0,8323806.804976453,2885.100830989526,2885.100830989526
GL,30.0,5748447.572660874,2397.5920363274636,2397.5920363274636
GL,31.0,692252673.496811,26310.69504016971,26310.69504016971
GL,33.0,1167584288.075185,34169.932514934604,34169.932514934604
GL,34.0,3798166332.989749,61629.26523162311,61629.26523162311
GL,35.0,3213125.8577062357,1792.519416270361,1792.519416270361
GL,36.0,1238725691.998371,35195.535114533646,35195.535114533646
GL,37.0,3193500644.571356,56511.06656727827,56511.06656727827
GL,38.0,2495157.0863665375,1579.6066239309512,1579.6066239309512
GL,39.0,66076533.086189926,8128.747325768585,8128.747325768585
GL,40.0,315720932.427704,17768.537712138947,17768.537712138947
GL,41.0,23106494.726428192,4806.92154361065,4806.92154361065
GL,42.0,53221111.471197754,7295.280081751334,7295.280081751334
GL,43.0,1145092.9863586184,1070.090176741483,1070.090176741483
GL,44.0,6197059.140042873,2489.389310662933,2489.389310662933
GL,45.0,5050463.512997282,2247.3236333464038,2247.3236333464038
GL,46.0,43299773.27628622,6580.256322992762,6580.256322992762
GL,47.0,148581134.36476007,12189.386135682144,12189.386135682144
GL,48.0,43362975.735708855,6585.057003223955,6585.057003223955
GL,49.0,39675556.892319344,6298.853617311594,6298.853617311594
GL,50.0,383408.1560845911,619.1996092413101,619.1996092413101
GL,52.0,19084.358419759727,138.146148769192,138.146148769192
GL,54.0,6533941.092026403,2556.157485763818,2556.157485763818
GL,56.0,16978763.234845452,4120.529484768365,4120.529484768365
GL,57.0,7108982.395019766,2666.2675025247872,2666.2675025247872
GL,63.0,1014383.0154092604,1007.1658331224608,1007.1658331224608
GL,64.0,19191.879291550133,138.53475842383432,138.53475842383432
GL,67.0,7108295.086764795,2666.1386098184757,2666.1386098184757
GR,30.0,20399065.164873872,4516.532427080965,4516.532427080965
GR,31.0,59828031.351897754,7734.858198564325,7734.858198564325
GR,33.0,636739.1790795068,797.959384354559,797.959384354559
GR,34.0,7515686221.450536,86693.05751587341,86693.05751587341
GR,35.0,5295998.343428213,2301.30361826253,2301.30361826253
GR,36.0,90586098449.78764,300975.2455764222,300975.2455764222
GR,37.0,84367499.86904082,9185.178270945034,9185.178270945034
GR,38.0,2767670013.1374793,52608.64960381971,52608.64960381971
GR,39.0,2200776289.9861336,46912.43214741838,46912.43214741838
GR,40.0,3822624730.7819433,61827.378488675575,61827.378488675575
GR,41.0,146934042.04761562,12121.635287683574,12121.635287683574
GR,42.0,1014560.9152321396,1007.254146296822,1007.254146296822
GR,43.0,501078758.9545882,22384.788561757472,22384.788561757472
GR,44.0,3224953219.2579546,56788.67157504175,56788.67157504175
GR,45.0,789218.2725606929,888.3795768480345,888.3795768480345
GR,46.0,33706570675.031647,183593.49300841696,183593.49300841696
GR,47.0,507270734.9731674,22522.671577172354,22522.671577172354
GR,48.0,292129786.1341803,17091.80464825702,17091.80464825702
GR,49.0,2200776289.9861336,46912.43214741838,46912.43214741838
GR,50.0,849585092.9828478,29147.643009047024,29147.643009047024
GR,52.0,1515819.5359300824,1231.1862312136545,1231.1862312136545
GR,54.0,17085871.884634543,4133.506003943207,4133.506003943207
GR,56.0,60570836.079405054,7782.726776612748,7782.726776612748
GR,57.0,193802824.2811679,13921.30828195281,13921.30828195281
GR,60.0,7435043.185996485,2726.7275599143536,2726.7275599143536
GR,61.0,3959191.9564346974,1989.7718352702395,1989.7718352702395
GR,62.0,35899721.487533614,5991.637629858269,5991.637629858269
GR,63.0,357839442.1875408,18916.644580568216,18916.644580568216
GR,64.0,103807571.66631962,10188.600083736706,10188.600083736706
GR,67.0,1668171.4916625498,1291.5771334545025,1291.5771334545025
JU,30.0,365486243.44058836,19117.694511645183,19117.694511645183
JU,31.0,201888.98077115713,449.32057683925086,449.32057683925086
JU,33.0,757307.4781869727,870.2341513563879,870.2341513563879
JU,34.0,1062805.0057140042,1030.9243452911587,1030.9243452911587
JU,35.0,1954918.1782889043,1398.183885720653,1398.183885720653
JU,36.0,223213594.9581307,14940.334499539516,14940.334499539516
JU,37.0,11257389.050781315,3355.2032800981397,3355.2032800981397
JU,39.0,1333807.3988290452,1154.9057965172074,1154.9057965172074
JU,40.0,481577737.6601226,21944.879531683982,21944.879531683982
JU,41.0,18246936.63188104,4271.643317492817,4271.643317492817
JU,42.0,5697474.261028318,2386.938260832969,2386.938260832969
JU,43.0,1945398.4399986651,1394.775408443476,1394.775408443476
JU,44.0,271722.1701638567,521.2697671684564,521.2697671684564
JU,45.0,76232837.09123239,8731.141797682156,8731.141797682156
JU,46.0,572069323.2552228,23917.970717751596,23917.970717751596
JU,47.0,11257389.050781315,3355.2032800981397,3355.2032800981397
JU,48.0,14010044.75597703,3742.9994330719624,3742.9994330719624
JU,49.0,1333807.3988290452,1154.9057965172074,1154.9057965172074
JU,50.0,31012988.510257013,5568.930643333333,5568.930643333333
JU,54.0,74289.95412246953,272.5618354107367,272.5618354107367
JU,55.0,20461551.765726846,4523.444679193816,4523.444679193816
JU,56.0,6892.62025562334,83.02180590437274,83.02180590437274
JU,57.0,2057374.1977049054,1434.3549761843842,1434.3549761843842
JU,58.0,48.8202489442786,6.987148842287432,6.987148842287432
JU,60.0,273.8469850877595,16.548322727326763,16.548322727326763
JU,63.0,265427.93755022663,515.1969890733317,515.1969890733317
JU,64.0,116137.95503455799,340.79019210440606,340.79019210440606
JU,66.0,4969.012838055682,70.49122525574145,70.49122525574145
JU,67.0,2057374.1977049054,1434.3549761843842,1434.3549761843842
LU,10.0,4726504290.291148,68749.57665535947,68749.57665535947
LU,14.0,2056721654.9860194,45351.09320607409,45351.09320607409
LU,20.0,9523904823.1997,97590.49555771146,97590.49555771146
LU,29.0,6689983341.242695,81792.31835106947,81792.31835106947
LU,30.0,875445201.7995487,29587.923242423567,29587.923242423567
LU,31.0,854680197.9927903,29234.914024036232,29234.914024036232
LU,33.0,98039.4116993486,313.1124585501966,313.1124585501966
LU,34.0,7814415973.029826,88399.18536406218,88399.18536406218
LU,35.0,34103386.53097311,5839.810487590596,5839.810487590596
LU,36.0,23391163420.228436,152941.6994159161,152941.6994159161
LU,37.0,69781897.68125743,8353.55599019109,8353.55599019109
LU,38.0,23235466255.962185,152431.8413454426,152431.8413454426
LU,39.0,6754397062.381435,82185.13893874874,82185.13893874874
LU,40.0,41826078971.4827,204514.2512674427,204514.2512674427
LU,41.0,11569295295.831957,107560.65868072749,107560.65868072749
LU,42.0,45403745.823610276,6738.230169978633,6738.230169978633
LU,43.0,496719330.13845336,22287.201038678082,22287.201038678082
LU,44.0,3062920647.3427916,55343.659504434574,55343.659504434574
LU,45.0,3410535.390255619,1846.7634906115127,1846.7634906115127
LU,46.0,14804510414.111803,121673.78688161145,121673.78688161145
LU,47.0,41147346.23227697,6414.619726240751,6414.619726240751
LU,49.0,6752784629.512314,82175.32859388099,82175.32859388099
LU,50.0,5469670290.237598,73957.21932467174,73957.21932467174
LU,51.0,255259518.81627208,15976.843205598285,15976.843205598285
LU,52.0,2004364.3931481016,1415.755767478311,1415.755767478311
LU,54.0,2621724.604860111,1619.1740502058792,1619.1740502058792
LU,56.0,72445508.3711496,8511.492722851239,8511.492722851239
LU,57.0,10011.453047388819,100.05724884979008,100.05724884979008
LU,60.0,641061.5469246276,800.6631919381755,800.6631919381755
LU,61.0,192737248.48434767,13882.984134700568,13882.984134700568
LU,63.0,82565883.38319609,9086.577099392052,9086.577099392052
LU,64.0,5913614.614467849,2431.792469448791,2431.792469448791
LU,66.0,15338089.17906746,3916.3872611205675,3916.3872611205675
LU,67.0,1191202.0842724459,1091.4220468143594,1091.4220468143594
NE,30.0,85563764.95486963,9250.068375686184,9250.068375686184
NE,31.0,207118378.28934348,14391.607911881962,14391.607911881962
NE,33.0,2190583157.586413,46803.66606993957,46803.66606993957
NE,34.0,6243256877.508744,79014.28274374668,79014.28274374668
NE,35.0,704613578.0527713,26544.55835105891,26544.55835105891
NE,36.0,121148972681.68372,348064.60992419743,348064.60992419743
NE,37.0,756822502.2538233,27510.40716263253,27510.40716263253
NE,38.0,1340837853.9097803,36617.45285939179,36617.45285939179
NE,39.0,651111.4746465455,806.9147877233045,806.9147877233045
NE,40.0,3608480666.3858824,60070.630647479324,60070.630647479324
NE,41.0,647540890.0363548,25446.824753519933,25446.824753519933
NE,42.0,5431555245.359103,73699.08578374024,73699.08578374024
NE,43.0,6716.517529667043,81.95436248099941,81.95436248099941
NE,44.0,950048150.7981204,30822.85111403746,30822.85111403746
NE,45.0,480714544.4614375,21925.20340752709,21925.20340752709
NE,46.0,5441762559.327108,73768.30321572477,73768.30321572477
NE,47.0,622161102.9732727,24943.157437928196,24943.157437928196
NE,48.0,852385700.7191995,29195.645235534692,29195.645235534692
NE,49.0,651111.4746508666,806.914787725982,806.914787725982
NE,50.0,431226704.59057856,20765.998762173193,20765.998762173193
NE,52.0,89027.90790208594,298.375447887533,298.375447887533
NE,54.0,40189072.63464526,6339.485202652126,6339.485202652126
NE,55.0,419724711.8376305,20487.184087561436,20487.184087561436
NE,56.0,9512655.232703585,3084.259268074522,3084.259268074522
NE,57.0,953319.7907944017,976.3809660139846,976.3809660139846
NE,60.0,2953875.306034342,1718.684178676915,1718.684178676915
NE,63.0,5867905.810017302,2422.3760670088577,2422.3760670088577
NE,64.0,10225569.041565793,3197.7443677639076,3197.7443677639076
NE,66.0,16920104.689590916,4113.405485676183,4113.405485676183
NE,67.0,329479.26615853753,574.0028450787831,574.0028450787831
NE,68.0,136389.5641812336,369.3095777003808,369.3095777003808
NW,10.0,3042267561.9961004,55156.75445488159,55156.75445488159
NW,14.0,1976326.616117433,1405.8188418560312,1405.8188418560312
NW,20.0,411513647.2527121,20285.799152429565,20285.799152429565
NW,29.0,2614524451.1219053,51132.420743808965,51132.420743808965
NW,30.0,6554721.467259421,2560.2190272043954,2560.2190272043954
NW,31.0,1935784668.4575891,43997.55298261017,43997.55298261017
NW,33.0,475552.95165738673,689.6034742207921,689.6034742207921
NW,34.0,655205262.6322292,25596.977607370547,25596.977607370547
NW,35.0,9114452.78591374,3019.015201338632,3019.015201338632
NW,36.0,3174711403.2612553,56344.57740777949,56344.57740777949
NW,37.0,126899932.50579168,11264.987017559837,11264.987017559837
NW,38.0,231904691.2614259,15228.417227716935,15228.417227716935
NW,39.0,1937308.873617346,1391.8724343909344,1391.8724343909344
NW,40.0,1192001275.4057064,34525.37147382641,34525.37147382641
NW,41.0,41558525.11972736,6446.5901932515735,6446.5901932515735
NW,42.0,2962271.0988281234,1721.1249515442287,1721.1249515442287
NW,43.0,14880901.030035637,3857.577093207035,3857.577093207035
NW,44.0,71628160.87746496,8463.34218128187,8463.34218128187
NW,45.0,285926.0425177667,534.7205274886749,534.7205274886749
NW,46.0,39063861.573075615,6250.108924896878,6250.108924896878
NW,47.0,151984108.16059914,12328.183489898223,12328.183489898223
NW,49.0,1913.7638481042552,43.74658670232748,43.74658670232748
NW,50.0,4466811.308397815,2113.483216966204,2113.483216966204
NW,52.0,622440.237954954,788.9488183367499,788.9488183367499
NW,54.0,94587006.00074221,9725.58512382377,9725.58512382377
NW,56.0,157800.98909510864,397.2417262764684,397.2417262764684
NW,57.0,45335.518659242734,212.92139079773722,212.92139079773722
NW,60.0,1675.1828056070763,40.928997124374746,40.928997124374746
NW,63.0,3863165.9282331904,1965.49381281987,1965.49381281987
NW,64.0,264019.86127338023,513.8286302585525,513.8286302585525
NW,67.0,45335.518659242734,212.92139079773722,212.92139079773722
OW,30.0,1700485.604483741,1304.026688562677,1304.026688562677
OW,31.0,571429.4697493138,755.9295402015414,755.9295402015414
OW,33.0,109429.22271772867,330.80088076927586,330.80088076927586
OW,34.0,67491195.40629816,8215.302514594223,8215.302514594223
OW,35.0,6388295.579370265,2527.5077802788787,2527.5077802788787
OW,36.0,1280481025.1322386,35783.80953912312,35783.80953912312
OW,37.0,78538811.23642136,8862.212547463605,8862.212547463605
OW,38.0,97530150.3267929,9875.735432199108,9875.735432199108
OW,39.0,144240.44523348514,379.7900014922525,379.7900014922525
OW,40.0,271673478.55464107,16482.520394485822,16482.520394485822
OW,41.0,41586294.793243594,6448.743660066168,6448.743660066168
OW,42.0,80385.91727100623,283.5241035097479,283.5241035097479
OW,43.0,7877633.270275339,2806.7121815881546,2806.7121815881546
OW,44.0,21158.60680705017,145.45998352485185,145.45998352485185
OW,45.0,1200929.2036983697,1095.8691544606818,1095.8691544606818
OW,46.0,75035635.36669487,8662.311202369427,8662.311202369427
OW,47.0,111596155.73203829,10563.90816563824,10563.90816563824
OW,49.0,159847.00580093777,399.8087115120652,399.8087115120652
OW,50.0,204016509.4206827,14283.434790717627,14283.434790717627
OW,51.0,47720827.46181653,6908.026307261469,6908.026307261469
OW,52.0,38198.33217132837,195.44393613343027,195.44393613343027
OW,54.0,25658.277570459926,160.18201387939885,160.18201387939885
OW,56.0,1143890.616345729,1069.5282213881637,1069.5282213881637
OW,57.0,619800.4463635052,787.2740605173685,787.2740605173685
OW,61.0,35073350.488199025,5922.275786232774,5922.275786232774
OW,63.0,2926489.264712592,1710.6984727626877,1710.6984727626877
OW,64.0,3423286.852365952,1850.2126505799142,1850.2126505799142
OW,67.0,2297279.9061230314,1515.678035112679,1515.678035112679
OW,68.0,96899607.7449772,9843.759837835196,9843.759837835196
SG,30.0,756072726.9811057,27496.776665294892,27496.776665294892
SG,31.0,286648867.5400873,16930.707827497565,16930.707827497565
SG,33.0,28807054.27923979,5367.220349421084,5367.220349421084
SG,34.0,17075559166.41788,130673.48302703911,130673.48302703911
SG,35.0,390742171.22268516,19767.199377319113,19767.199377319113
SG,36.0,344883875062.6197,587268.1457925499,587268.1457925499
SG,37.0,21751994811.290146,147485.57492612675,147485.57492612675
SG,38.0,5833219699.113235,76375.51766838138,76375.51766838138
SG,39.0,384942686.3574703,19619.95632914279,19619.95632914279
SG,40.0,8709555547.140934,93324.99958286062,93324.99958286062
SG,41.0,11570540075.13962,107566.44493121273,107566.44493121273
SG,42.0,722941596.72903,26887.57327705552,26887.57327705552
SG,43.0,892481293.8710558,29874.42541491059,29874.42541491059
SG,44.0,3732969752.327876,61098.03394813843,61098.03394813843
SG,45.0,1095116380.7222662,33092.54267538634,33092.54267538634
