Region,Acc-ID,y,Realized_1yr_lag,Realized_2yr_lag,ds
GR,62,35175.83333333333,0.0,0.0,2013-01-01
GR,61,680.5,3488.0,0.0,2013-01-01
GR,60,680.5,653.0,0.0,2013-01-01
GR,58,68055.33333333333,66872.0,75878.0,2013-01-01
AG,49,208133.1,227324.201,321373.372,2013-01-01
GR,57,68055.33333333333,94057.0,0.0,2013-01-01
GR,54,10181.0,6081.0,0.0,2013-01-01
GR,50,158866.0,153059.0,0.0,2013-01-01
GR,49,152978.0,152978.0,0.0,2013-01-01
GR,45,21838.0,297962.25,29994.0,2013-01-01
GR,47,293819.25,394104.0,0.0,2013-01-01
GR,46,293819.25,781173.0,297962.25,2013-01-01
GR,45,293819.25,21838.0,297962.25,2013-01-01
GR,44,293819.25,297962.25,293094.0,2013-01-01
GR,43,131345.0,130588.0,112591.0,2013-01-01
GR,56,68055.33333333333,110109.0,0.0,2013-01-01
GL,31,30713.6,29960.2,0.0,2013-01-01
AG,50,214353.2,248796.235,256157.646,2013-01-01
AG,56,23927.63333333333,27279.875,19523.296266666664,2013-01-01
TG,67,1219.0,967.0,0.0,2013-01-01
TG,66,954.0,605.0,,2013-01-01
TG,63,34088.0,45044.0,,2013-01-01
TG,60,471.0,0.0,899.0,2013-01-01
TG,57,1219.0,0.0,967.0,2013-01-01
TG,56,18181.0,0.0,26145.0,2013-01-01
TG,54,274.0,0.0,343.0,2013-01-01
TG,50,109138.0,0.0,128288.0,2013-01-01
TG,49,140780.0,0.0,139141.0,2013-01-01
TG,47,271558.0,0.0,263702.0,2013-01-01
TG,46,464492.0,0.0,445951.0,2013-01-01
ZH,31,2856763.26085,2742025.9,2693614.8,2013-01-01
ZH,63,39170.72198,56404.0,,2013-01-01
ZH,62,180.65885,477.0,,2013-01-01
ZH,61,129.146,18926.0,,2013-01-01
ZH,60,11221.70909,69934.0,,2013-01-01
ZH,57,31354.210850000003,42564.0,34695.4,2013-01-01
ZH,56,208015.25093,226384.0,,2013-01-01
ZH,54,12106.4688,14124.0,,2013-01-01
ZH,52,26002.60139,22315.0,,2013-01-01
ZH,51,172.7887,721.0,,2013-01-01
ZH,50,619146.24438,552906.0,,2013-01-01
ZH,47,657872.87695,653620.4,628099.29,2013-01-01
ZH,46,3647671.65311,3432659.2,3022311.99,2013-01-01
ZH,42,2641740.38603,2723747.2,2614914.8,2013-01-01
ZH,41,200029.33756,201024.7,373468.06,2013-01-01
ZH,37,657872.8769500001,653620.4,628148.3,2013-01-01
ZH,36,5246448.092970001,5213950.72,4197364.68,2013-01-01
ZH,30,4727960.2232,4782409.41,7369400.9,2013-01-01
TG,42,145836.0,0.0,140277.0,2013-01-01
TG,41,34702.0,38393.0,0.0,2013-01-01
TG,39,140780.0,0.0,139142.0,2013-01-01
AG,67,11260.233333333332,14627.733166666669,15270.338591666668,2013-01-01
AG,66,11260.233333333332,14627.733166666669,15270.338591666668,2013-01-01
AG,65,11260.233333333332,14627.733166666669,15270.338591666668,2013-01-01
AG,64,11260.233333333332,14627.733166666669,15270.338591666668,2013-01-01
AG,63,11260.233333333332,14627.733166666669,15270.338591666668,2013-01-01
AG,62,11260.233333333332,14627.733166666669,15270.338591666668,2013-01-01
AG,61,6631.65,2099.3845,4337.21,2013-01-01
AG,60,6631.65,2099.3845,4337.21,2013-01-01
AG,58,23927.63333333333,27279.875,19523.296266666664,2013-01-01
AG,57,23927.63333333333,27279.875,19523.296266666664,2013-01-01
TG,37,271578.0,263703.0,0.0,2013-01-01
TG,36,927553.0,928719.0,0.0,2013-01-01
TG,31,143877.0,140502.0,0.0,2013-01-01
TG,30,369165.0,362410.0,0.0,2013-01-01
GL,36,168459.4,160428.8,0.0,2013-01-01
OW,67,10787.0,14516.0,0.0,2013-01-01
GL,39,9797.9,11007.8,0.0,2013-01-01
AR,54,5609.0,83745.5,0.0,2013-01-01
AR,50,35272.3,46550.9,0.0,2013-01-01
AR,49,38124.1,40426.6,0.0,2013-01-01
AR,45,2396.9,4173.7,49683.350000000006,2013-01-01
AR,47,48125.775,49683.350000000006,0.0,2013-01-01
AR,46,48125.775,49683.350000000006,0.0,2013-01-01
AR,45,48125.775,2396.9,4173.7,2013-01-01
AR,44,48125.775,49683.350000000006,51304.25,2013-01-01
AR,43,14296.9,15542.2,18117.5,2013-01-01
AR,41,14296.9,15542.2,0.0,2013-01-01
AR,42,17644.600000000002,65874.1,0.0,2013-01-01
AR,39,38124.1,40426.6,0.0,2013-01-01
AR,35,2055.8,67106.9,53345.5,2013-01-01
AR,37,68024.575,67106.9,0.0,2013-01-01
AR,36,68024.575,67106.9,0.0,2013-01-01
AR,35,68024.575,2055.8,67106.9,2013-01-01
AR,34,68024.575,676.5,67106.9,2013-01-01
AR,34,949.6,68024.575,676.5,2013-01-01
AR,31,37528.2,37974.1,0.0,2013-01-01
AR,56,2635.633333333333,2233.333333333333,0.0,2013-01-01
AR,30,76948.3,77785.7,0.0,2013-01-01
AR,57,2635.633333333333,2233.333333333333,0.0,2013-01-01
AR,60,980.6,4741.65,0.0,2013-01-01
AR,50,34264.9,35272.3,46550.9,2013-01-01
AR,49,38124.1,38124.1,40426.6,2013-01-01
AR,47,35999.2,48125.775,49683.350000000006,2013-01-01
AR,46,156503.9,48125.775,49683.350000000006,2013-01-01
AR,42,19535.9,17644.600000000002,65874.1,2013-01-01
AR,41,3149.9,14296.9,15542.2,2013-01-01
AR,39,38124.1,38124.1,40426.6,2013-01-01
AR,37,35999.2,68024.575,67106.9,2013-01-01
AR,36,240498.8,68024.575,67106.9,2013-01-01
AR,31,36706.3,37528.2,37974.1,2013-01-01
AR,30,76948.3,76948.3,77785.7,2013-01-01
AR,67,2078.866666666667,0.0,1875.15,2013-01-01
AR,66,2078.866666666667,0.0,1875.15,2013-01-01
AR,65,2078.866666666667,0.0,1875.15,2013-01-01
AR,64,2078.866666666667,1875.15,0.0,2013-01-01
AR,63,2078.866666666667,1875.15,0.0,2013-01-01
AR,62,2078.866666666667,1875.15,0.0,2013-01-01
AR,61,980.6,4741.65,0.0,2013-01-01
AR,58,2635.633333333333,2233.333333333333,1904.3333333333333,2013-01-01
SH,67,2230.7166666666662,2178.266568333333,2457.6448,2013-01-01
SH,66,2230.7166666666662,2178.266568333333,2457.6448,2013-01-01
SH,65,2230.7166666666662,2178.266568333333,2457.6448,2013-01-01
SH,34,94426.225,3541.71876,93156.990915,2013-01-01
SH,34,1827.0,94426.225,3541.71876,2013-01-01
SH,31,66324.6,62393.44514,63333.51936,2013-01-01
SH,30,172680.2,171751.77202,174480.07003,2013-01-01
BL,65,1000.0,0.0,,2013-01-01
BL,63,81635.3,75106.7,,2013-01-01
BL,56,44790.8,0.0,,2013-01-01
BL,55,18825.6,0.0,,2013-01-01
SH,35,94426.225,93156.990915,6448.216,2013-01-01
SH,36,94426.225,93156.990915,91167.4943175,2013-01-01
SH,37,94426.225,93156.990915,91167.4943175,2013-01-01
SH,35,6590.2,94426.225,93156.990915,2013-01-01
SH,64,2230.7166666666662,2178.266568333333,2457.6448,2013-01-01
SH,63,2230.7166666666662,2178.266568333333,2457.6448,2013-01-01
SH,62,2230.7166666666662,2178.266568333333,2457.6448,2013-01-01
SH,58,7148.133333333333,5626.154749999999,5031.088833333333,2013-01-01
SH,57,7148.133333333333,5626.154749999999,5031.088833333333,2013-01-01
SH,56,7148.133333333333,5626.154749999999,5031.088833333333,2013-01-01
SH,54,63.2,9907.05,84.85,2013-01-01
AR,52,1007.4,0.0,,2013-01-01
GL,37,25662.6,25377.8,0.0,2013-01-01
SH,45,9157.8,46361.47798,8765.94387,2013-01-01
SH,47,48313.9,46361.47798,48978.4453775,2013-01-01
SH,46,48313.9,46361.47798,48978.4453775,2013-01-01
SH,45,48313.9,9157.8,46361.47798,2013-01-01
SH,44,48313.9,46361.47798,48978.4453775,2013-01-01
SH,43,36641.15,35464.526,34254.36786,2013-01-01
SH,41,36641.15,35464.526,34254.36786,2013-01-01
SH,42,56320.5,61263.65747,66738.64693,2013-01-01
SH,39,20794.2,20388.97265,20953.86166,2013-01-01
SH,49,20794.2,20388.97265,20953.86166,2013-01-01
BL,54,1753.3,3690.0,,2013-01-01
AR,54,5109.0,5609.0,83745.5,2013-01-01
AR,56,5372.1,2635.633333333333,2233.333333333333,2013-01-01
SG,57,6170.653333333333,0.0,14907.866666666663,2013-01-01
SG,56,6170.653333333333,0.0,14907.866666666663,2013-01-01
SG,54,7551.48807,16812.1,10301.80575,2013-01-01
SG,50,122936.52635,149642.2,160446.88902999996,2013-01-01
SG,49,390685.80796,385875.5,384776.57993,2013-01-01
SG,45,178296.57104,385141.075,293267.9,2013-01-01
SG,47,383104.1396625,385141.075,381034.1891875,2013-01-01
SG,46,383104.1396625,385141.075,381034.1891875,2013-01-01
SG,45,383104.1396625,178296.57104,385141.075,2013-01-01
SG,44,383104.1396625,385141.075,381034.1891875,2013-01-01
SG,43,171010.29846000002,156515.95,196860.32206000003,2013-01-01
SG,41,171010.29846000002,156515.95,196860.32206000003,2013-01-01
SG,42,173927.48338,182204.1,241418.93614,2013-01-01
SG,39,390685.80796,385875.5,384776.52356,2013-01-01
SG,35,24836.2928,68802.5,690541.825,2013-01-01
SG,37,690782.99647,690541.825,652749.9212524999,2013-01-01
SG,36,690782.99647,690541.825,652749.9212524999,2013-01-01
SG,35,690782.99647,24836.2928,68802.5,2013-01-01
SG,34,690782.99647,690541.825,24792.4,2013-01-01
SG,58,6170.653333333333,14907.866666666663,9215.3232,2013-01-01
SG,34,24702.00747,690782.99647,690541.825,2013-01-01
SG,60,109.05,0.0,94.1,2013-01-01
SG,62,5650.102016666666,0.0,6160.699999999999,2013-01-01
SG,67,5650.102016666666,0.0,6160.699999999999,2013-01-01
SG,66,5650.102016666666,0.0,6160.699999999999,2013-01-01
SG,65,5650.102016666666,0.0,6160.699999999999,2013-01-01
SG,64,5650.102016666666,0.0,6160.699999999999,2013-01-01
SG,63,5650.102016666666,0.0,6160.699999999999,2013-01-01
SG,61,109.05,0.0,94.1,2013-01-01
SG,31,437494.69335,0.0,432611.6,2013-01-01
SG,30,693891.84975,0.0,694170.4,2013-01-01
AI,67,233.81666666666663,270.3333333333333,522.5333333333333,2013-01-01
AI,36,25610.575,25240.075,24825.075,2013-01-01
AI,35,25610.575,3303.9,25240.075,2013-01-01
AI,34,25610.575,25240.075,15.1,2013-01-01
AI,34,17.0,25610.575,25240.075,2013-01-01
AI,31,11412.4,10701.6,10357.6,2013-01-01
AI,30,21493.8,21094.3,20042.7,2013-01-01
AR,67,2534.8,2078.866666666667,0.0,2013-01-01
AR,64,4691.2,2078.866666666667,1875.15,2013-01-01
AR,63,4495.6,2078.866666666667,1875.15,2013-01-01
AR,61,751.6,980.6,4741.65,2013-01-01
AR,60,1961.2,980.6,4741.65,2013-01-01
AR,57,2534.8,2635.633333333333,2233.333333333333,2013-01-01
AI,37,25610.575,25240.075,24825.075,2013-01-01
AI,35,1794.6,25610.575,3303.9,2013-01-01
AI,39,6868.6,7017.2,6776.2,2013-01-01
AI,42,13407.7,13358.0,15066.4,2013-01-01
AI,66,233.81666666666663,270.3333333333333,522.5333333333333,2013-01-01
AI,65,233.81666666666663,270.3333333333333,522.5333333333333,2013-01-01
AI,64,233.81666666666663,270.3333333333333,522.5333333333333,2013-01-01
AI,63,233.81666666666663,270.3333333333333,522.5333333333333,2013-01-01
AI,62,233.81666666666663,270.3333333333333,522.5333333333333,2013-01-01
AI,58,1730.1333333333332,2653.4666666666662,1218.7666666666669,2013-01-01
AI,57,1730.1333333333332,2653.4666666666662,1218.7666666666669,2013-01-01
AR,55,500.0,0.0,,2013-01-01
AI,56,1730.1333333333332,2653.4666666666662,1218.7666666666669,2013-01-01
AI,50,4528.5,2592.3,8842.4,2013-01-01
AI,49,6868.6,7017.2,6776.2,2013-01-01
AI,45,1503.6,1220.8,15828.925,2013-01-01
AI,47,15704.9,15828.925,15633.775,2013-01-01
AI,46,15704.9,15828.925,15633.775,2013-01-01
AI,45,15704.9,1503.6,1220.8,2013-01-01
AI,44,15704.9,15828.925,15633.775,2013-01-01
AI,43,6318.3,6474.35,6384.5,2013-01-01
AI,41,6318.3,6474.35,6384.5,2013-01-01
SH,50,17808.9,21401.85909,29403.51675,2013-01-01
BL,50,234629.2,186363.0,,2013-01-01
FR,50,126747.0,,,2013-01-01
FR,49,26574.0,,,2013-01-01
FR,47,223175.0,,,2013-01-01
FR,46,1402509.0,,,2013-01-01
FR,42,222705.0,,,2013-01-01
FR,41,59150.0,,,2013-01-01
FR,39,26574.0,,,2013-01-01
FR,37,221888.0,,,2013-01-01
FR,36,1321565.0,,,2013-01-01
FR,30,1179831.0,,,2013-01-01
ZG,67,3446.216,0.0,3824.31,2013-01-01
FR,54,7858.0,,,2013-01-01
FR,55,460.0,,,2013-01-01
FR,57,15303.0,,,2013-01-01
SO,42,164330.27,165052.49,0.0,2013-01-01
SO,41,30715.17,30600.6,0.0,2013-01-01
SO,37,82443.16,84628.8,0.0,2013-01-01
SO,36,1188370.9,1167535.2,0.0,2013-01-01
SO,31,173441.1,174701.4,0.0,2013-01-01
SO,30,421357.6,417071.0,0.0,2013-01-01
FR,67,15303.0,,,2013-01-01
FR,66,294.0,,,2013-01-01
FR,65,46.0,,,2013-01-01
FR,64,8537.0,,,2013-01-01
FR,63,21335.0,,,2013-01-01
FR,56,37229.0,,,2013-01-01
ZG,64,2924.405,0.0,9781.74,2013-01-01
ZG,63,5649.811,0.0,12788.62,2013-01-01
GL,64,397.9,475.9,0.0,2013-01-01
GL,63,9630.6,7288.4,0.0,2013-01-01
GL,57,6350.5,3940.3,0.0,2013-01-01
GL,56,9214.3,8914.0,0.0,2013-01-01
GL,54,9.2,10.0,0.0,2013-01-01
GL,52,900.3,1248.6,,2013-01-01
GL,50,12517.4,11228.8,0.0,2013-01-01
GL,49,9797.9,11007.8,0.0,2013-01-01
GL,47,25662.6,25377.8,0.081694836556752,2013-01-01
GL,46,128935.2,122530.0,0.0,2013-01-01
GL,42,33573.8,33444.5,0.0,2013-01-01
GL,41,13756.4,12378.2,0.0,2013-01-01
GL,67,6350.5,3940.4,0.0,2013-01-01
ZG,61,19.782,0.0,0.0,2013-01-01
ZG,60,242.268,0.0,12.34,2013-01-01
ZG,57,3446.216,0.0,3824.31,2013-01-01
ZG,56,6936.347,0.0,29962.8,2013-01-01
ZG,55,1308.001,0.001,,2013-01-01
ZG,54,5301.4,0.0,3148.6,2013-01-01
ZG,50,72328.173,70084.25,0.0,2013-01-01
SO,46,659967.45,609371.8,0.0,2013-01-01
ZG,49,3883.136,3127.625,0.0,2013-01-01
ZG,46,452133.215,478479.591,0.0,2013-01-01
ZG,42,66466.86,64760.51,0.0,2013-01-01
ZG,41,11850.907,11625.44,0.0,2013-01-01
ZG,39,3883.136,3127.63,0.0,2013-01-01
ZG,37,80720.513,77529.92,0.0,2013-01-01
ZG,36,806788.307,757703.91,0.0,2013-01-01
ZG,31,107035.078,110727.85,0.0,2013-01-01
ZG,30,303651.545,295886.69,0.0,2013-01-01
ZG,47,80720.513,77529.916,0.0,2013-01-01
SO,47,82443.16,84628.8,0.0,2013-01-01
FR,31,319170.0,,,2013-01-01
SO,50,149931.245,149803.4,0.0,2013-01-01
BS,56,20367.886,2083.3033333333333,0.0,2013-01-01
BS,55,49980.848,0.0,,2013-01-01
BS,54,135742.097,366912.816,0.0,2013-01-01
BS,52,1621.048,0.0,,2013-01-01
BS,50,269657.194,250676.72,0.0,2013-01-01
BS,49,241796.32,240007.13,0.0,2013-01-01
BS,46,530459.423,125005.725,0.0,2013-01-01
BS,42,419027.673,257739.266,0.0,2013-01-01
BS,41,33373.541,247004.2685,0.0,2013-01-01
BS,39,241796.32,240007.13,0.0,2013-01-01
BS,36,1859675.805,0.0,439113.264,2013-01-01
BS,31,450967.045,0.0,475598.764,2013-01-01
BS,30,1126092.175,0.0,1041370.473,2013-01-01
BS,67,19511.303333333333,7371.660499999999,0.0,2013-01-01
BS,66,19511.303333333333,7371.660499999999,0.0,2013-01-01
BS,65,19511.303333333333,7371.660499999999,0.0,2013-01-01
BS,64,19511.303333333333,7371.660499999999,0.0,2013-01-01
BS,60,112743.995,3386.6695,0.0,2013-01-01
BL,49,178.9,175.8,15681.8,2013-01-01
BL,47,95811.4,92390.5,92134.8,2013-01-01
BL,46,446531.3,450409.9,455875.1,2013-01-01
BL,42,137046.9,142207.4,456341.5,2013-01-01
BL,41,31173.5,30735.8,65525.3,2013-01-01
BL,39,178.9,175.9,15672.5,2013-01-01
BL,37,95811.4,92390.5,92134.8,2013-01-01
BL,36,1403759.5,1393313.0,1167975.4,2013-01-01
BL,31,250980.2,236174.2,407193.4,2013-01-01
BS,64,94700.0,19511.303333333333,7371.660499999999,2013-01-01
BS,63,22367.82,7371.660499999999,0.0,2013-01-01
BS,63,19511.303333333333,22367.82,7371.660499999999,2013-01-01
BL,30,632209.9,633135.5,1047746.1,2013-01-01
BS,61,56371.9975,0.0,3386.6695,2013-01-01
BS,31,494999.947,450967.045,0.0,2013-01-01
BS,30,1126092.175,1126092.175,0.0,2013-01-01
SO,67,4176.052,3711.34,0.0,2013-01-01
SO,65,1027.0,0.0,0.0,2013-01-01
BS,34,59922.035,58585.833,439113.264,2013-01-01
SO,64,3822.9,3653.52,0.0,2013-01-01
SO,60,11908.48,332.2,0.0,2013-01-01
SO,56,5737.1,6011.4,0.0,2013-01-01
SO,55,268.0,0.0,,2013-01-01
SO,54,13209.995,14618.351,0.0,2013-01-01
BS,62,19511.303333333333,0.0,7371.660499999999,2013-01-01
SO,63,43322.26,43652.985,0.0,2013-01-01
BS,34,459388.37225,59922.035,58585.833,2013-01-01
SO,57,4176.052,3711.34,0.0,2013-01-01
BS,36,459388.37225,1859675.805,0.0,2013-01-01
BS,60,56371.9975,112743.995,3386.6695,2013-01-01
BS,35,459388.37225,439113.264,89542.549,2013-01-01
BS,58,6789.295333333333,2083.3033333333333,5766.783333333333,2013-01-01
BS,57,6789.295333333333,0.0,2083.3033333333333,2013-01-01
BS,54,185722.945,135742.097,366912.816,2013-01-01
BS,50,271278.242,269657.194,250676.72,2013-01-01
BS,49,241796.32,241796.32,240007.13,2013-01-01
BS,45,177.481,125005.725,18750.727,2013-01-01
BS,47,130469.37,0.0,125005.725,2013-01-01
BS,56,6789.295333333333,20367.886,2083.3033333333333,2013-01-01
BS,45,130469.37,177.481,125005.725,2013-01-01
BS,44,130469.37,125005.725,137761.42,2013-01-01
BS,43,233709.9545,247004.2685,598724.87,2013-01-01
BS,37,459388.37225,0.0,0.0,2013-01-01
BS,41,233709.9545,33373.541,247004.2685,2013-01-01
BS,42,384939.413,419027.673,257739.266,2013-01-01
BS,39,241796.32,241796.32,240007.13,2013-01-01
BS,35,154.594,459388.37225,439113.264,2013-01-01
BS,46,130469.37,530459.423,125005.725,2013-01-01
BE,42,140422.4,261060.5,221671.71039,2014-01-01
BE,58,107872.5,116416.26666666666,123780.33333333331,2014-01-01
BE,57,107872.5,116416.26666666666,123780.33333333331,2014-01-01
BE,56,107872.5,116416.26666666666,123780.33333333331,2014-01-01
BE,54,11089.6,29327.1,12732.1,2014-01-01
BE,50,605130.8,653561.3,899166.4,2014-01-01
BE,49,59580.6,106503.5,120316.52358,2014-01-01
BE,45,1000740.1,218172.3,1005932.925,2014-01-01
BE,45,111011.9,1000740.1,218172.3,2014-01-01
BE,47,1000740.1,1005932.925,1000954.579365,2014-01-01
BE,46,1000740.1,1005932.925,1000954.579365,2014-01-01
BE,44,1000740.1,1005932.925,1000954.579365,2014-01-01
BE,43,443811.9,443777.25,472992.248295,2014-01-01
BE,60,1125.95,5394.0,1152.628225,2014-01-01
BE,41,443811.9,443777.25,472992.248295,2014-01-01
BE,39,59580.6,106503.5,120316.52358,2014-01-01
BE,61,1125.95,5394.0,1152.628225,2014-01-01
LU,36,1720108.85972,1715778.43158,1656856.02,2014-01-01
BE,63,69143.79999999999,78349.38333333333,73872.04999999999,2014-01-01
LU,49,435222.33745,434725.15945,414769.869,2014-01-01
LU,50,123517.31783,122014.36591,130063.7399,2014-01-01
BE,35,16829.8,1338446.8,27216.9,2014-01-01
LU,47,475799.8227,464650.73231,448243.063,2014-01-01
LU,46,1212650.1201,1221854.13097,1175686.892,2014-01-01
LU,42,205868.44239,203958.65096,205721.673,2014-01-01
LU,41,28702.9215,59048.1341,57851.743,2014-01-01
LU,39,435222.33745,434725.15945,414769.869,2014-01-01
LU,37,475799.8227,464650.73231,448243.063,2014-01-01
LU,31,208624.38522,225901.65071,219817.70624,2014-01-01
LU,30,614555.92936,612285.1072,627218.83746,2014-01-01
BE,67,69143.79999999999,78349.38333333333,73872.04999999999,2014-01-01
BE,66,69143.79999999999,78349.38333333333,73872.04999999999,2014-01-01
BE,65,69143.79999999999,78349.38333333333,73872.04999999999,2014-01-01
BE,64,69143.79999999999,78349.38333333333,73872.04999999999,2014-01-01
BE,62,69143.79999999999,78349.38333333333,73872.04999999999,2014-01-01
BE,37,1395299.975,1338446.8,1316410.0362925,2014-01-01
ZH,54,12386.517,12106.4688,14124.0,2014-01-01
BE,35,1395299.975,16829.8,1338446.8,2014-01-01
ZH,52,35102.23831,26002.60139,22315.0,2014-01-01
ZH,51,1248.44475,172.7887,721.0,2014-01-01
ZH,50,711709.76681,619146.24438,552906.0,2014-01-01
ZH,47,633057.6747699999,657872.87695,653620.4,2014-01-01
ZH,46,3654454.801,3647671.65311,3432659.2,2014-01-01
ZH,42,2805375.68841,2641740.38603,2723747.2,2014-01-01
ZH,41,85588.66412999999,200029.33756,201024.7,2014-01-01
ZH,37,633057.6747699999,657872.8769500001,653620.4,2014-01-01
ZH,36,5145992.16537,5246448.092970001,5213950.72,2014-01-01
ZH,31,2943690.2917,2856763.26085,2742025.9,2014-01-01
ZH,30,4958624.94034,4727960.2232,4782409.41,2014-01-01
VD,30,2463959.31513,,,2014-01-01
LU,51,4217.82563,17580.7119,22291.50294,2014-01-01
ZH,55,21137.607,0.0,2.0,2014-01-01
BE,36,1395299.975,1338446.8,1316410.0362925,2014-01-01
ZH,56,197149.08351,208015.25093,226384.0,2014-01-01
ZH,60,733.0319599999999,11221.70909,69934.0,2014-01-01
BE,34,1395299.975,107407.3,1338446.8,2014-01-01
BE,34,102758.4,1395299.975,107407.3,2014-01-01
BE,31,746748.8,797275.5,788684.24407,2014-01-01
BE,30,2978300.4,3171719.0,3545827.38345,2014-01-01
ZH,67,39130.2283,31354.210850000003,42564.0,2014-01-01
ZH,66,2064.3353,850.4333399999999,13086.0,2014-01-01
ZH,65,243.0,0.0,375.0,2014-01-01
ZH,64,460376.41415,211159.95454,138641.0,2014-01-01
ZH,63,73126.56423999999,39170.72198,56404.0,2014-01-01
ZH,62,240.4521,180.65885,477.0,2014-01-01
ZH,61,1248.44475,129.146,18926.0,2014-01-01
ZH,57,39130.2283,31354.210850000003,42564.0,2014-01-01
LU,52,4994.88873,7638.43315,10235.80115,2014-01-01
VD,31,877735.2436599999,,,2014-01-01
LU,55,100.0,0.0001,0.0,2014-01-01
AG,63,60823.16879,0.0,11260.233333333332,2014-01-01
AG,66,0.0,0.0,11260.233333333332,2014-01-01
AG,67,2670.03715,0.0,11260.233333333332,2014-01-01
TG,30,375615.0,369165.0,362410.0,2014-01-01
TG,31,146196.0,143877.0,140502.0,2014-01-01
TG,36,930674.0,927553.0,928719.0,2014-01-01
TG,37,270194.0,271578.0,263703.0,2014-01-01
TG,39,145109.0,140780.0,0.0,2014-01-01
TG,41,14102.0,34702.0,38393.0,2014-01-01
TG,42,144755.0,145836.0,0.0,2014-01-01
TG,46,462587.0,464492.0,0.0,2014-01-01
TG,47,270194.0,271558.0,0.0,2014-01-01
TG,49,145109.0,140780.0,0.0,2014-01-01
TG,50,87842.0,109138.0,0.0,2014-01-01
AG,61,80.02909,0.0,6631.65,2014-01-01
AG,57,2670.03715,0.0,23927.63333333333,2014-01-01
AG,63,10595.539171666667,60823.16879,0.0,2014-01-01
AG,64,10595.539171666667,0.0,0.0,2014-01-01
AG,65,10595.539171666667,0.0,0.0,2014-01-01
AG,66,10595.539171666667,0.0,0.0,2014-01-01
AG,67,10595.539171666667,2670.03715,0.0,2014-01-01
AG,30,1632056.36215,0.0,1623449.7,2014-01-01
AG,31,372969.30954,0.0,310293.2,2014-01-01
AG,36,2281100.78334,0.0,598406.175,2014-01-01
AG,37,254995.21963,0.0,598406.175,2014-01-01
AG,39,201908.9806,0.0,208133.1,2014-01-01
AG,41,65846.99031,0.0,180424.7,2014-01-01
AG,42,278563.59537,0.0,232604.3,2014-01-01
AG,46,1506000.9361,0.0,434513.275,2014-01-01
AG,47,254995.21963,0.0,434513.275,2014-01-01
AG,49,201908.9806,0.0,208133.1,2014-01-01
AG,50,194216.95009,0.0,214353.2,2014-01-01
AG,51,80.02909,0.0,,2014-01-01
AG,56,20269.29685,0.0,23927.63333333333,2014-01-01
AG,60,0.0,0.0,6631.65,2014-01-01
TG,54,401.0,274.0,0.0,2014-01-01
TG,56,17633.0,18181.0,0.0,2014-01-01
TI,45,238769.04708,2260.96243,207811.815895,2014-01-01
TI,46,238769.04708,207811.815895,204508.2551175,2014-01-01
TI,47,238769.04708,207811.815895,204508.2551175,2014-01-01
TI,45,9956.949669999998,238769.04708,2260.96243,2014-01-01
TI,49,194673.05239,198149.74989,191879.26281,2014-01-01
TI,50,149418.36301000003,176090.83320000002,196953.44793,2014-01-01
TI,54,43747.066,6073.762,23883.275,2014-01-01
TI,56,44529.08076666666,32252.292350000003,45734.69442,2014-01-01
TI,57,44529.08076666666,32252.292350000003,45734.69442,2014-01-01
TI,58,44529.08076666666,32252.292350000003,45734.69442,2014-01-01
TI,60,158.441225,32.6065,1441.188,2014-01-01
TI,61,158.441225,32.6065,1441.188,2014-01-01
TI,62,19659.16585833333,16594.97935833333,18665.96171333333,2014-01-01
TI,63,19659.16585833333,16594.97935833333,18665.96171333333,2014-01-01
TI,64,19659.16585833333,16594.97935833333,18665.96171333333,2014-01-01
TI,65,19659.16585833333,16594.97935833333,18665.96171333333,2014-01-01
TI,66,19659.16585833333,16594.97935833333,18665.96171333333,2014-01-01
TI,67,19659.16585833333,16594.97935833333,18665.96171333333,2014-01-01
TI,30,990458.6885900006,931140.12245,919950.93385,2014-01-01
TI,31,278511.61605,262304.53689,264786.53783,2014-01-01
TI,36,1799459.1465000005,423677.832255,389474.71369,2014-01-01
TI,44,238769.04708,207811.815895,204508.2551175,2014-01-01
TI,43,186001.617545,182372.5404,204459.111375,2014-01-01
TI,41,186001.617545,182372.5404,204459.111375,2014-01-01
TI,42,64687.07175,59810.0854,59943.60523,2014-01-01
TG,57,3451.0,1219.0,0.0,2014-01-01
TG,60,36.0,471.0,0.0,2014-01-01
TG,63,30892.0,34088.0,45044.0,2014-01-01
TG,66,652.0,954.0,605.0,2014-01-01
TG,67,3451.0,1219.0,967.0,2014-01-01
AG,62,10595.539171666667,0.0,0.0,2014-01-01
TI,30,990458.6885900006,990458.6885900006,931140.12245,2014-01-01
TI,31,280659.29739,278511.61605,262304.53689,2014-01-01
TI,34,40378.74372,423677.832255,44464.97036,2014-01-01
TI,34,461586.01464000007,40378.74372,423677.832255,2014-01-01
TI,35,461586.01464000007,13175.626839999995,423677.832255,2014-01-01
TI,36,461586.01464000007,1799459.1465000005,423677.832255,2014-01-01
TI,37,461586.01464000007,423677.832255,389474.71369,2014-01-01
TI,35,31378.21658,461586.01464000007,13175.626839999995,2014-01-01
TI,39,194673.05239000008,198149.74989,191879.26281,2014-01-01
AG,61,0.0,80.02909,0.0,2014-01-01
AG,60,0.0,0.0,0.0,2014-01-01
AG,58,7646.444666666666,23927.63333333333,27279.875,2014-01-01
SG,47,264658.5,0.0,383104.1396625,2014-01-01
