Ref-ID,Acc-ID,Name,Realized,Budget y+1,Region,Year
HRM2_ER0047,47,Durchlaufende Beiträge,26925.045,26552.0,GL,2022
HRM2_ER0049,49,Interne Verrechnungen,34740.68,27991.0,GL,2022
HRM2_neu_ER0034,34,Finanzaufwand,29970.451,7278.4,GL,2022
HRM2_neu_ER0044,44,Finanzertrag,58157.712,28201.3,GL,2022
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,20191.072,0.0,GL,2022
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,543.5,17250.0,GL,2022
HRM2_IR0050,50,Sachanlagen,19472.0,24815.0,GL,2022
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,0.0,0.0,GL,2022
HRM2_IR0052,52,Immaterielle Anlagen,1064.3,2212.0,GL,2022
HRM2_IR0054,54,Darlehen,815.9,1940.0,GL,2022
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,0.0,1600.0,GL,2022
HRM2_IR0056,56,Eigene Investitionsbeiträge,13530.7,15099.0,GL,2022
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,8066.4,17635.0,GL,2022
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,0.0,0.0,GL,2022
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,0.0,0.0,GL,2022
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,0.0,0.0,GL,2022
HRM2_IR0062,62,Abgang immaterielle Anlagen,0.0,0.0,GL,2022
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,4990.2,4057.0,GL,2022
HRM2_IR0064,64,Rückzahlung von Darlehen,3216.2,1613.0,GL,2022
HRM2_IR0065,65,Übertragung von Beteiligungen,0.0,0.0,GL,2022
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,0.0,0.0,GL,2022
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,8066.4,17635.0,GL,2022
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,0.0,0.0,GL,2022
HRM2_BI0010,10,Finanzvermögen,357841.75753,0.0,GL,2022
HRM2_BI0014,14,Verwaltungsvermögen,219717.14116,0.0,GL,2022
HRM2_BI0020,20,Fremdkapital,212987.68063999998,0.0,GL,2022
HRM2_BI0029,29,Eigenkapital,364571.21805,0.0,GL,2022
HRM2_ER0030,30,Personalaufwand,409456.8,447200.0,GR,2022
HRM2_ER0031,31,Sach- und übriger Betriebsaufwand,308094.7,363633.0,GR,2022
HRM2_neu_ER0033,33,Abschreibungen VV,87546.6,114753.0,GR,2022
HRM2_neu_ER0035,35,Einlagen in Fonds und Spezialfinanzierungen,2681.8,376.0,GR,2022
HRM2_ER0036,36,Transferaufwand,1127514.5,1293718.0,GR,2022
HRM2_ER0037,37,Durchlaufende Beiträge,370419.3,387322.0,GR,2022
HRM2_ER0039,39,Interne Verrechungen,178115.5,204118.0,GR,2022
HRM2_neu_ER0040,40,Fiskalertrag,910475.3,879190.0,GR,2022
HRM2_ER0041,41,Regalien und Konzessionen,141658.7,129115.0,GR,2022
HRM2_ER0042,42,Entgelte,203743.5,192976.0,GR,2022
HRM2_neu_ER0043,43,Verschiedene Erträge,8616.9,6048.0,GR,2022
HRM2_neu_ER0045,45,Entnahmen aus Fonds und Spezialfinanzierungen,1768.4,30645.0,GR,2022
HRM2_ER0046,46,Transferertrag,772087.9,823361.0,GR,2022
HRM2_ER0047,47,Durchlaufende Beiträge,370419.3,387322.0,GR,2022
HRM2_ER0049,49,Interne Verrechnungen,178115.5,204118.0,GR,2022
HRM2_neu_ER0034,34,Finanzaufwand,30498.3,3203.0,GR,2022
HRM2_neu_ER0044,44,Finanzertrag,143316.3,122485.0,GR,2022
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,79712.0,0.0,GR,2022
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,69422.7,27858.0,GR,2022
HRM2_IR0050,50,Sachanlagen,134522.2,179396.0,GR,2022
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,0.0,0.0,GR,2022
HRM2_IR0052,52,Immaterielle Anlagen,6972.6,12579.0,GR,2022
HRM2_IR0054,54,Darlehen,2452.3,10360.0,GR,2022
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,0.0,0.0,GR,2022
HRM2_IR0056,56,Eigene Investitionsbeiträge,176438.3,227054.0,GR,2022
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,18032.2,21765.0,GR,2022
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,0.0,0.0,GR,2022
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,2327.1,0.0,GR,2022
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,3620.7,3920.0,GR,2022
HRM2_IR0062,62,Abgang immaterielle Anlagen,25.0,0.0,GR,2022
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,112067.8,119552.0,GR,2022
HRM2_IR0064,64,Rückzahlung von Darlehen,5954.8,4845.0,GR,2022
HRM2_IR0065,65,Übertragung von Beteiligungen,0.0,0.0,GR,2022
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,0.0,0.0,GR,2022
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,18032.2,21765.0,GR,2022
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,22.7,0.0,GR,2022
HRM2_BI0010,10,Finanzvermögen,3446888.3,0.0,GR,2022
HRM2_BI0014,14,Verwaltungsvermögen,1169448.6,0.0,GR,2022
HRM2_BI0020,20,Fremdkapital,1519080.5,0.0,GR,2022
HRM2_BI0029,29,Eigenkapital,3097256.4,0.0,GR,2022
HRM2_ER0030,30,Charges de personnel,268796.37687,277254.4,JU,2022
HRM2_ER0031,31,Charges de biens et services et autres charges d'exploitation,79829.41179,83165.5,JU,2022
HRM2_neu_ER0033,33,Amortissements du patrimoine administratif,17932.56952,18293.0,JU,2022
HRM2_neu_ER0035,35,Attributions aux fonds et financements spéciaux,13265.16056,13783.4,JU,2022
HRM2_ER0036,36,Charges de transfert,480892.17495,496774.8,JU,2022
HRM2_ER0037,37,Subventions à redistribuer,111900.04152,116412.1,JU,2022
HRM2_ER0039,39,Imputations internes,3364.33397,4221.9,JU,2022
HRM2_neu_ER0040,40,Revenus fiscaux,356374.39645,368217.8,JU,2022
HRM2_ER0041,41,Patentes et concessions,37532.01835,25935.2,JU,2022
HRM2_ER0042,42,Taxes,48355.79645,43220.3,JU,2022
HRM2_neu_ER0043,43,Revenus divers,1481.44303,90.3,JU,2022
HRM2_neu_ER0045,45,Prélèvements sur les fonds et financements spéciaux,2155.96623,4554.3,JU,2022
HRM2_ER0046,46,Revenus de transferts,409685.61587,408765.4,JU,2022
HRM2_ER0047,47,Subventions à redistribuer,111900.04152,116412.1,JU,2022
HRM2_ER0049,49,Imputations internes,3364.33397,4221.9,JU,2022
HRM2_neu_ER0034,34,Charges financières,4690.6157,3777.1,JU,2022
HRM2_neu_ER0044,44,Revenus financiers,10141.67491,9602.8,JU,2022
HRM2_neu_ER0038,38,Charges extraordinaires,0.0,0.0,JU,2022
HRM2_neu_ER0048,48,Revenus extraordinaires,0.0,27007.0,JU,2022
HRM2_IR0050,50,Immobilisations corporelles,24673.93444,27837.3,JU,2022
HRM2_IR0051,51,Investissements pour le compte de tiers,0.0,0.0,JU,2022
HRM2_IR0052,52,Immobilisations incorporelles,0.0,0.0,JU,2022
HRM2_IR0054,54,Prêts,404.505,460.0,JU,2022
HRM2_IR0055,55,Participations et capital social,-10.0,0.0,JU,2022
HRM2_IR0056,56,Propres subventions d'investissement,17535.7343,11857.8,JU,2022
HRM2_IR0057,57,Subventions d'investissements à redistribuer,13699.0179,9889.1,JU,2022
HRM2_neu_IR0058,58,Investissements extraordinaires,40.974,0.0,JU,2022
HRM2_IR0060,60,Transfert d'immobilisations corporelles dans le patrimoine financier,390.714,0.0,JU,2022
HRM2_IR0061,61,Remboursements pour les investissements sur le compte des tiers,0.0,0.0,JU,2022
HRM2_IR0062,62,Vente d'immobilisations incorporelles,0.0,0.0,JU,2022
HRM2_IR0063,63,Subventions d'investissements acquises,4543.50243,7106.6,JU,2022
HRM2_IR0064,64,Remboursement de prêts,1401.3783,1479.5,JU,2022
HRM2_IR0065,65,Transfert de participations,0.11785,0.0,JU,2022
HRM2_IR0066,66,Remboursement de propres subventions d'investissement,22.71555,40.0,JU,2022
HRM2_IR0067,67,Subventions d'investissements à redistribuer,13699.0179,9889.1,JU,2022
HRM2_neu_IR0068,68,Recettes d'investissement extraordinaires,0.0,0.0,JU,2022
HRM2_BI0010,10,Patrimoine Financier,295736.9034499999,0.0,JU,2022
HRM2_BI0014,14,Patrimoine administratif,483633.82216000004,0.0,JU,2022
HRM2_BI0020,20,Capitaux de tiers,693169.92707,0.0,JU,2022
HRM2_BI0029,29,Capital propre,86200.79854,0.0,JU,2022
HRM2_ER0030,30,Personalaufwand,678656.165,695478.458,LU,2022
HRM2_ER0031,31,Sach- und übriger Betriebsaufwand,258270.848,245670.768,LU,2022
HRM2_neu_ER0033,33,Abschreibungen VV,131757.716,133617.763,LU,2022
HRM2_neu_ER0035,35,Einlagen in Fonds und Spezialfinanzierungen,14707.686,5354.031,LU,2022
HRM2_ER0036,36,Transferaufwand,2299034.573,2419107.68,LU,2022
HRM2_ER0037,37,Durchlaufende Beiträge,255625.493,258222.317,LU,2022
HRM2_ER0039,39,Interne Verrechungen,322399.343,323902.091,LU,2022
HRM2_neu_ER0040,40,Fiskalertrag,1634697.975,1570016.495,LU,2022
HRM2_ER0041,41,Regalien und Konzessionen,226850.485,192127.531,LU,2022
HRM2_ER0042,42,Entgelte,205706.75,203592.003,LU,2022
HRM2_neu_ER0043,43,Verschiedene Erträge,2178.282,1360.0,LU,2022
HRM2_neu_ER0045,45,Entnahmen aus Fonds und Spezialfinanzierungen,6273.877,4604.651,LU,2022
HRM2_ER0046,46,Transferertrag,1406319.279,1441052.923,LU,2022
HRM2_ER0047,47,Durchlaufende Beiträge,255625.493,258222.317,LU,2022
HRM2_ER0049,49,Interne Verrechnungen,322399.343,323902.091,LU,2022
HRM2_neu_ER0034,34,Finanzaufwand,9902.382,10096.55,LU,2022
HRM2_neu_ER0044,44,Finanzertrag,114367.939,110803.769,LU,2022
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,-391.982,0.0,LU,2022
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,0.0,0.0,LU,2022
HRM2_IR0050,50,Sachanlagen,165356.657,213964.0,LU,2022
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,11160.786,0.0,LU,2022
HRM2_IR0052,52,Immaterielle Anlagen,12610.153,13089.0,LU,2022
HRM2_IR0054,54,Darlehen,2219.581,2000.0,LU,2022
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,25950.0,255000.0,LU,2022
HRM2_IR0056,56,Eigene Investitionsbeiträge,20272.065,20600.0,LU,2022
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,4193.981,6075.0,LU,2022
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,0.0,0.0,LU,2022
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,23.081,2000.0,LU,2022
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,11652.258,0.0,LU,2022
HRM2_IR0062,62,Abgang immaterielle Anlagen,0.0,0.0,LU,2022
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,27574.151,41804.0,LU,2022
HRM2_IR0064,64,Rückzahlung von Darlehen,3716.059,2719.854,LU,2022
HRM2_IR0065,65,Übertragung von Beteiligungen,0.0,0.0,LU,2022
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,20.556,10.0,LU,2022
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,4193.981,6075.0,LU,2022
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,0.0,0.0,LU,2022
HRM2_BI0010,10,Finanzvermögen,2970966.2060000002,2541300.0,LU,2022
HRM2_BI0014,14,Verwaltungsvermögen,4669896.237,5051200.0,LU,2022
HRM2_BI0020,20,Fremdkapital,3031915.401,3063300.0,LU,2022
HRM2_BI0029,29,Eigenkapital,4608947.442,4529200.0,LU,2022
HRM2_ER0030,30,Charges de personnel,459447.235,483488.846,NE,2022
HRM2_ER0031,31,Charges de biens et services et autres charges d'exploitation,182246.578,192499.22,NE,2022
HRM2_neu_ER0033,33,Amortissements du patrimoine administratif,42839.792,46902.564,NE,2022
HRM2_neu_ER0035,35,Attributions aux fonds et financements spéciaux,36487.883,7793.854,NE,2022
HRM2_ER0036,36,Charges de transfert,1396448.939,1468366.135,NE,2022
HRM2_ER0037,37,Subventions à redistribuer,188061.098,187253.317,NE,2022
HRM2_ER0039,39,Imputations internes,160772.175,136537.328,NE,2022
HRM2_neu_ER0040,40,Revenus fiscaux,1080836.871,1064460.0,NE,2022
HRM2_ER0041,41,Patentes et concessions,99854.509,45419.0,NE,2022
HRM2_ER0042,42,Taxes,154518.953,203405.344,NE,2022
HRM2_neu_ER0043,43,Revenus divers,19147.639,10216.096,NE,2022
HRM2_neu_ER0045,45,Prélèvements sur les fonds et financements spéciaux,6115.482,17322.428,NE,2022
HRM2_ER0046,46,Revenus de transferts,730020.985,744247.968,NE,2022
HRM2_ER0047,47,Subventions à redistribuer,188061.098,187253.317,NE,2022
HRM2_ER0049,49,Imputations internes,160772.175,136537.328,NE,2022
HRM2_neu_ER0034,34,Charges financières,23006.725,20042.0,NE,2022
HRM2_neu_ER0044,44,Revenus financiers,69079.218,65925.559,NE,2022
HRM2_neu_ER0038,38,Charges extraordinaires,36950.085,0.0,NE,2022
HRM2_neu_ER0048,48,Revenus extraordinaires,24281.528,54510.741,NE,2022
HRM2_IR0050,50,Immobilisations corporelles,58098.964,109318.126,NE,2022
HRM2_IR0051,51,Investissements pour le compte de tiers,0.0,0.0,NE,2022
HRM2_IR0052,52,Immobilisations incorporelles,1950.632,3429.307,NE,2022
HRM2_IR0054,54,Prêts,24708.76,24266.0,NE,2022
HRM2_IR0055,55,Participations et capital social,0.0,1000.0,NE,2022
HRM2_IR0056,56,Propres subventions d'investissement,15182.247,24019.629,NE,2022
HRM2_IR0057,57,Subventions d'investissements à redistribuer,2142.706,4409.55,NE,2022
HRM2_neu_IR0058,58,Investissements extraordinaires,0.0,0.0,NE,2022
HRM2_IR0060,60,Transfert d'immobilisations corporelles dans le patrimoine financier,16.326,0.0,NE,2022
HRM2_IR0061,61,Remboursements pour les investissements sur le compte des tiers,0.0,0.0,NE,2022
HRM2_IR0062,62,Vente d'immobilisations incorporelles,0.0,0.0,NE,2022
HRM2_IR0063,63,Subventions d'investissements acquises,2592.647,710.65,NE,2022
HRM2_IR0064,64,Remboursement de prêts,14156.28,12864.866,NE,2022
HRM2_IR0065,65,Transfert de participations,0.0,0.0,NE,2022
HRM2_IR0066,66,Remboursement de propres subventions d'investissement,23661.941,30699.618,NE,2022
HRM2_IR0067,67,Subventions d'investissements à redistribuer,2142.706,4409.55,NE,2022
HRM2_neu_IR0068,68,Recettes d'investissement extraordinaires,181.278,0.0,NE,2022
HRM2_BI0010,10,Patrimoine Financier,2522973.091,0.0,NE,2022
HRM2_BI0014,14,Patrimoine administratif,1782408.027,0.0,NE,2022
HRM2_BI0020,20,Capitaux de tiers,3959989.5479999995,0.0,NE,2022
HRM2_BI0029,29,Capital propre,345391.571,0.0,NE,2022
HRM2_ER0030,30,Personalaufwand,84409.5,90076.7,NW,2022
HRM2_ER0031,31,Sach- und übriger Betriebsaufwand,38178.3,40738.7,NW,2022
HRM2_neu_ER0033,33,Abschreibungen VV,7846.0,10106.0,NW,2022
HRM2_neu_ER0035,35,Einlagen in Fonds und Spezialfinanzierungen,3523.1,248.5,NW,2022
HRM2_ER0036,36,Transferaufwand,248471.6,263434.8,NW,2022
HRM2_ER0037,37,Durchlaufende Beiträge,22428.7,21804.7,NW,2022
HRM2_ER0039,39,Interne Verrechungen,37176.1,37741.1,NW,2022
HRM2_neu_ER0040,40,Fiskalertrag,218506.0,208403.0,NW,2022
HRM2_ER0041,41,Regalien und Konzessionen,29272.1,9239.2,NW,2022
HRM2_ER0042,42,Entgelte,22311.7,22406.7,NW,2022
HRM2_neu_ER0043,43,Verschiedene Erträge,189.1,76.0,NW,2022
HRM2_neu_ER0045,45,Entnahmen aus Fonds und Spezialfinanzierungen,179.7,256.9,NW,2022
HRM2_ER0046,46,Transferertrag,124118.0,120093.5,NW,2022
HRM2_ER0047,47,Durchlaufende Beiträge,22428.7,21804.7,NW,2022
HRM2_ER0049,49,Interne Verrechnungen,37176.1,37741.1,NW,2022
HRM2_neu_ER0034,34,Finanzaufwand,1970.8,1954.4,NW,2022
HRM2_neu_ER0044,44,Finanzertrag,19048.0,18694.7,NW,2022
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,28000.0,0.0,NW,2022
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,0.0,26000.0,NW,2022
HRM2_IR0050,50,Sachanlagen,19866.5,21960.0,NW,2022
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,0.0,0.0,NW,2022
HRM2_IR0052,52,Immaterielle Anlagen,1797.2,2277.0,NW,2022
HRM2_IR0054,54,Darlehen,13174.2,3562.9,NW,2022
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,0.0,0.0,NW,2022
HRM2_IR0056,56,Eigene Investitionsbeiträge,10294.5,15359.0,NW,2022
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,1095.0,1057.0,NW,2022
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,0.0,0.0,NW,2022
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,2386.9,1410.0,NW,2022
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,0.0,0.0,NW,2022
HRM2_IR0062,62,Abgang immaterielle Anlagen,0.0,0.0,NW,2022
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,9494.6,12668.0,NW,2022
HRM2_IR0064,64,Rückzahlung von Darlehen,2862.6,2021.0,NW,2022
HRM2_IR0065,65,Übertragung von Beteiligungen,0.0,0.0,NW,2022
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,0.0,0.0,NW,2022
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,1095.0,1057.0,NW,2022
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,0.0,0.0,NW,2022
HRM2_BI0010,10,Finanzvermögen,353631.29999999993,292506.1,NW,2022
HRM2_BI0014,14,Verwaltungsvermögen,345304.3,360041.1,NW,2022
HRM2_BI0020,20,Fremdkapital,361648.9,353643.30000000005,NW,2022
HRM2_BI0029,29,Eigenkapital,337286.60000000003,298903.8,NW,2022
HRM2_ER0030,30,Personalaufwand,59827.7,64902.0,OW,2022
HRM2_ER0031,31,Sach- und übriger Betriebsaufwand,29052.2,30607.8,OW,2022
HRM2_neu_ER0033,33,Abschreibungen VV,2310.7,3413.8,OW,2022
HRM2_neu_ER0035,35,Einlagen in Fonds und Spezialfinanzierungen,976.9,644.7,OW,2022
HRM2_ER0036,36,Transferaufwand,165867.4,184838.1,OW,2022
HRM2_ER0037,37,Durchlaufende Beiträge,38024.4,38631.8,OW,2022
HRM2_ER0039,39,Interne Verrechungen,23749.0,24695.1,OW,2022
HRM2_neu_ER0040,40,Fiskalertrag,125822.5,132786.0,OW,2022
HRM2_ER0041,41,Regalien und Konzessionen,22732.7,5183.0,OW,2022
HRM2_ER0042,42,Entgelte,14022.1,14519.4,OW,2022
HRM2_neu_ER0043,43,Verschiedene Erträge,4348.9,3804.6,OW,2022
HRM2_neu_ER0045,45,Entnahmen aus Fonds und Spezialfinanzierungen,402.0,319.8,OW,2022
HRM2_ER0046,46,Transferertrag,92111.0,106237.5,OW,2022
HRM2_ER0047,47,Durchlaufende Beiträge,38024.4,38631.8,OW,2022
HRM2_ER0049,49,Interne Verrechnungen,23749.1,24695.1,OW,2022
HRM2_neu_ER0034,34,Finanzaufwand,217.2,284.8,OW,2022
HRM2_neu_ER0044,44,Finanzertrag,18287.1,21481.5,OW,2022
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,17367.4,2523.7,OW,2022
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,0.0,3400.0,OW,2022
HRM2_IR0050,50,Sachanlagen,31076.6,35607.3,OW,2022
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,8553.8,22357.0,OW,2022
HRM2_IR0052,52,Immaterielle Anlagen,1335.6,1181.3,OW,2022
HRM2_IR0054,54,Darlehen,80.6,2150.0,OW,2022
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,0.0,0.0,OW,2022
HRM2_IR0056,56,Eigene Investitionsbeiträge,4953.9,9180.0,OW,2022
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,8366.4,15653.0,OW,2022
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,0.0,0.0,OW,2022
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,0.0,0.0,OW,2022
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,7949.2,21686.0,OW,2022
HRM2_IR0062,62,Abgang immaterielle Anlagen,0.0,0.0,OW,2022
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,22178.2,15860.5,OW,2022
HRM2_IR0064,64,Rückzahlung von Darlehen,332.0,439.7,OW,2022
HRM2_IR0065,65,Übertragung von Beteiligungen,0.0,0.0,OW,2022
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,0.0,0.0,OW,2022
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,8366.4,15653.0,OW,2022
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,0.0,2212.0,OW,2022
HRM2_BI0010,10,Finanzvermögen,196175.1,0.0,OW,2022
HRM2_BI0014,14,Verwaltungsvermögen,72516.90000000001,0.0,OW,2022
HRM2_BI0020,20,Fremdkapital,186659.3,0.0,OW,2022
HRM2_BI0029,29,Eigenkapital,82032.6,0.0,OW,2022
HRM2_ER0030,30,Personalaufwand,769880.3,797554.2,SG,2022
HRM2_ER0031,31,Sach- und übriger Betriebsaufwand,485436.1,516739.4,SG,2022
HRM2_neu_ER0033,33,Abschreibungen VV,156989.3,152349.9,SG,2022
HRM2_neu_ER0035,35,Einlagen in Fonds und Spezialfinanzierungen,27081.1,15752.0,SG,2022
HRM2_ER0036,36,Transferaufwand,3394189.3,3320437.9,SG,2022
HRM2_ER0037,37,Durchlaufende Beiträge,222495.2,230699.7,SG,2022
HRM2_ER0039,39,Interne Verrechungen,675150.9,569626.9,SG,2022
HRM2_neu_ER0040,40,Fiskalertrag,2558588.8,2438155.2,SG,2022
HRM2_ER0041,41,Regalien und Konzessionen,282555.5,187617.0,SG,2022
HRM2_ER0042,42,Entgelte,304780.9,287842.6,SG,2022
HRM2_neu_ER0043,43,Verschiedene Erträge,38844.9,25934.5,SG,2022
HRM2_neu_ER0045,45,Entnahmen aus Fonds und Spezialfinanzierungen,9650.3,9678.7,SG,2022
HRM2_ER0046,46,Transferertrag,1561262.9,1593195.2,SG,2022
HRM2_ER0047,47,Durchlaufende Beiträge,222495.2,230699.7,SG,2022
HRM2_ER0049,49,Interne Verrechnungen,675150.9,569626.9,SG,2022
HRM2_neu_ER0034,34,Finanzaufwand,11956.8,11015.8,SG,2022
HRM2_neu_ER0044,44,Finanzertrag,115313.5,106077.7,SG,2022
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,19889.8,4369.1,SG,2022
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,195134.4,125160.2,SG,2022
HRM2_IR0050,50,Sachanlagen,107710.7,156100.0,SG,2022
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,0.0,0.0,SG,2022
HRM2_IR0052,52,Immaterielle Anlagen,12784.3,29368.7,SG,2022
HRM2_IR0054,54,Darlehen,20909.7,186273.0,SG,2022
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,0.0,88424.0,SG,2022
HRM2_IR0056,56,Eigene Investitionsbeiträge,870.3,6436.7,SG,2022
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,4344.5,0.0,SG,2022
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,0.0,0.0,SG,2022
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,26.7,0.0,SG,2022
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,1823.0,1694.9,SG,2022
HRM2_IR0062,62,Abgang immaterielle Anlagen,0.0,0.0,SG,2022
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,26685.9,26602.0,SG,2022
HRM2_IR0064,64,Rückzahlung von Darlehen,29751.7,23286.1,SG,2022
HRM2_IR0065,65,Übertragung von Beteiligungen,0.0,0.0,SG,2022
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,0.0,0.0,SG,2022
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,4344.5,0.0,SG,2022
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,0.0,0.0,SG,2022
HRM2_BI0010,10,Finanzvermögen,2757639.3000000003,0.0,SG,2022
HRM2_BI0014,14,Verwaltungsvermögen,1105073.6999999997,0.0,SG,2022
HRM2_BI0020,20,Fremdkapital,2107532.7,0.0,SG,2022
HRM2_BI0029,29,Eigenkapital,1755180.4,0.0,SG,2022
HRM2_ER0030,30,Personalaufwand,265375.67377,278097.8,SH,2022
HRM2_ER0031,31,Sach- und übriger Betriebsaufwand,81185.88198,95294.9,SH,2022
HRM2_neu_ER0033,33,Abschreibungen VV,15447.477490000001,9454.1,SH,2022
HRM2_neu_ER0035,35,Einlagen in Fonds und Spezialfinanzierungen,21026.12533,440.0,SH,2022
HRM2_ER0036,36,Transferaufwand,407587.47147000005,433392.2,SH,2022
HRM2_ER0037,37,Durchlaufende Beiträge,92033.50282,99850.7,SH,2022
HRM2_ER0039,39,Interne Verrechungen,35332.66324,42169.3,SH,2022
HRM2_neu_ER0040,40,Fiskalertrag,359534.5229,330804.0,SH,2022
HRM2_ER0041,41,Regalien und Konzessionen,48650.5508,9583.8,SH,2022
HRM2_ER0042,42,Entgelte,62801.71341,54350.1,SH,2022
HRM2_neu_ER0043,43,Verschiedene Erträge,512.76692,512.0,SH,2022
HRM2_neu_ER0045,45,Entnahmen aus Fonds und Spezialfinanzierungen,3976.6895499999996,1153.0,SH,2022
HRM2_ER0046,46,Transferertrag,296620.29856,297567.9,SH,2022
HRM2_ER0047,47,Durchlaufende Beiträge,92033.50282,99850.7,SH,2022
HRM2_ER0049,49,Interne Verrechnungen,35332.66324,42169.3,SH,2022
HRM2_neu_ER0034,34,Finanzaufwand,5282.89444,4182.4,SH,2022
HRM2_neu_ER0044,44,Finanzertrag,69650.45543,60873.6,SH,2022
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,55000.0,0.0,SH,2022
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,16597.0012,55612.3,SH,2022
HRM2_IR0050,50,Sachanlagen,22411.2558,34252.4,SH,2022
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,0.0,0.0,SH,2022
HRM2_IR0052,52,Immaterielle Anlagen,739.48538,2643.2,SH,2022
HRM2_IR0054,54,Darlehen,1376.025,4125.0,SH,2022
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,10000.0,10000.0,SH,2022
HRM2_IR0056,56,Eigene Investitionsbeiträge,8059.888650000001,10060.0,SH,2022
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,6307.491,2550.0,SH,2022
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,0.0,0.0,SH,2022
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,0.0,0.0,SH,2022
