Acc-ID,Name,Budget y,Realized,Budget y+1,Region,Year,Slack
3,Aufwand,12902536.0,15673338.339999998,15231047.866,ZH,2011,-2770802.339999998
4,Ertrag,13094708.376,13950044.620000001,15144759.276999999,ZH,2011,-855336.2440000009
5,Investitionsausgaben gesamt,897925.0,983091.9,1045594.47,ZH,2011,-85166.90000000002
6,Investitionseinnahmen gesamt,133925.0,306082.3,98422.0,ZH,2011,-172157.3
1,Aktiven,0.0,20604313.5,0.0,ZH,2011,0.0
2,Passiven,0.0,20604313.4,0.0,ZH,2011,0.0
3,Total Aufwand Laufende Rechnung,9923667.96556,9961908.42341,10589257.65268,BE,2011,-38240.45784999989
4,Total Ertrag Laufende Rechnung,10001276.70256,10018550.417329999,10591286.90615,BE,2011,-17273.714769998565
5,Total Ausgaben Investitionsrechnung,1121490.98362,1068029.90258,1022260.5164999999,BE,2011,53461.08104000008
6,Total Einnahmen Investitionsrechnung,462658.25045,486027.5680000001,429672.8,BE,2011,-23369.317550000094
3,Aufwand,0.0,0.0,3478507.7441100003,LU,2011,0.0
4,Ertrag,0.0,0.0,3471804.02207,LU,2011,0.0
5,Investitionsausgaben gesamt,0.0,0.0,230180.77905,LU,2011,0.0
6,Investitionseinnahmen gesamt,0.0,0.0,84314.615,LU,2011,0.0
1,Aktiven,0.0,0.0,0.0,LU,2011,0.0
2,Passiven,0.0,0.0,0.0,LU,2011,0.0
3,Aufwand,0.0,0.0,383238.0,UR,2011,0.0
4,Ertrag,0.0,0.0,386154.0,UR,2011,0.0
5,Investitionsausgaben gesamt,0.0,0.0,67649.0,UR,2011,0.0
6,Investitionseinnahmen gesamt,0.0,0.0,41295.0,UR,2011,0.0
1,Aktiven,0.0,0.0,0.0,UR,2011,0.0
2,Passiven,0.0,0.0,0.0,UR,2011,0.0
3,Total Aufwand Laufende Rechnung,1188613.8,1215903.6,1262466.6,SZ,2011,-27289.800000000047
4,Total Ertrag Laufende Rechnung,1084394.3,1167625.7,1169503.1,SZ,2011,-83231.3999999999
5,Total Ausgaben Investitionsrechnung,115768.1,96908.0,112402.2,SZ,2011,18860.100000000006
6,Total Einnahmen Investitionsrechnung,24517.3,27876.8,35617.3,SZ,2011,-3359.5
3,Total Aufwand Laufende Rechnung,290110.0,296867.0,292481.0,OW,2011,-6757.0
4,Total Ertrag Laufende Rechnung,288959.0,295580.0,290489.0,OW,2011,-6621.0
5,Total Ausgaben Investitionsrechnung,107748.0,93216.0,80522.0,OW,2011,14532.0
6,Total Einnahmen Investitionsrechnung,78060.0,71424.0,55988.0,OW,2011,6636.0
3,Aufwand,348165.8,355996.49999999994,356724.0,NW,2011,-7830.699999999953
4,Ertrag,347864.10000000003,356604.8,357244.0,NW,2011,-8740.699999999953
5,Investitionsausgaben gesamt,55314.0,99735.4,38410.0,NW,2011,-44421.399999999994
6,Investitionseinnahmen gesamt,19335.0,61296.5,12121.0,NW,2011,-41961.5
1,Aktiven,0.0,396697.0,0.0,NW,2011,0.0
2,Passiven,0.0,396697.0,0.0,NW,2011,0.0
3,Aufwand,350483.0,362583.5999999999,317127.89999999997,GL,2011,-12100.599999999919
4,Ertrag,359287.1,370685.9,313967.79999999993,GL,2011,-11398.800000000047
5,Investitionsausgaben gesamt,29993.0,30140.1,28418.4,GL,2011,-147.09999999999854
6,Investitionseinnahmen gesamt,10016.0,12454.400000000001,10951.5,GL,2011,-2438.4000000000015
1,Aktiven,0.0,573237.0,0.0,GL,2011,0.0
2,Passiven,0.0,573236.9,0.0,GL,2011,0.0
3,Aufwand,0.0,0.0,1365904.9326,ZG,2011,0.0
4,Ertrag,0.0,0.0,1362105.5830000003,ZG,2011,0.0
5,Investitionsausgaben gesamt,0.0,0.0,113594.7,ZG,2011,0.0
6,Investitionseinnahmen gesamt,0.0,0.0,19617.0,ZG,2011,0.0
1,Aktiven,0.0,0.0,0.0,ZG,2011,0.0
2,Passiven,0.0,0.0,0.0,ZG,2011,0.0
3,Aufwand,0.0,0.0,1946791.52,SO,2011,0.0
4,Ertrag,0.0,0.0,1836216.8499999999,SO,2011,0.0
5,Investitionsausgaben gesamt,0.0,0.0,188329.0,SO,2011,0.0
6,Investitionseinnahmen gesamt,0.0,0.0,59707.0,SO,2011,0.0
1,Aktiven,0.0,0.0,0.0,SO,2011,0.0
2,Passiven,0.0,0.0,0.0,SO,2011,0.0
3,Total Aufwand Laufende Rechnung,4527052.986,4688378.58,3808118.85,BS,2011,-161325.5940000005
4,Total Ertrag Laufende Rechnung,4579509.549,4905713.48,3879704.5,BS,2011,-326203.9310000008
5,Total Ausgaben Investitionsrechnung,347050.0,347877.35,318050.0,BS,2011,-827.3499999999767
6,Total Einnahmen Investitionsrechnung,29250.0,21444.4,29250.0,BS,2011,7805.5999999999985
3,Aufwand,2773919.204,2871556.2999999993,2506794.1999999997,BL,2011,-97637.09599999944
4,Ertrag,2755999.7449999996,2852648.0999999996,2489656.1799999997,BL,2011,-96648.35499999998
5,Investitionsausgaben gesamt,468015.0,419458.8,246150.0,BL,2011,48556.20000000001
6,Investitionseinnahmen gesamt,93580.0,71886.5,42240.0,BL,2011,21693.5
1,Aktiven,0.0,3204018.3,0.0,BL,2011,0.0
2,Passiven,0.0,3204018.1999999997,0.0,BL,2011,0.0
3,Total Aufwand Laufende Rechnung,650041.6,651707.2411799999,650131.6,SH,2011,-1665.6411799999187
4,Total Ertrag Laufende Rechnung,640598.4,640258.30741,614250.3,SH,2011,340.09259000001475
5,Total Ausgaben Investitionsrechnung,39705.5,44581.63325,41940.5,SH,2011,-4876.133249999999
6,Total Einnahmen Investitionsrechnung,9290.0,14745.8688,12934.0,SH,2011,-5455.8688
3,Total Aufwand Laufende Rechnung,444324.6,450178.0,457253.1,AR,2011,-5853.400000000023
4,Total Ertrag Laufende Rechnung,432334.6,444831.0,444056.7,AR,2011,-12496.400000000023
5,Total Ausgaben Investitionsrechnung,57478.5,66909.0,51840.0,AR,2011,-9430.5
6,Total Einnahmen Investitionsrechnung,7512.0,13444.0,9025.0,AR,2011,-5932.0
3,Total Aufwand Laufende Rechnung,141644.0,144892.6,141175.0,AI,2011,-3248.600000000006
4,Total Ertrag Laufende Rechnung,136111.0,145335.0,132238.0,AI,2011,-9224.0
5,Total Ausgaben Investitionsrechnung,10300.0,12498.7,9720.0,AI,2011,-2198.7000000000007
6,Total Einnahmen Investitionsrechnung,2335.0,3135.2,350.0,AI,2011,-800.1999999999998
3,Total Aufwand Laufende Rechnung,4372851.6,4461848.20899,4389489.8,SG,2011,-88996.60899000056
4,Total Ertrag Laufende Rechnung,4350259.2,4397000.95941,4361078.6,SG,2011,-46741.759409999475
5,Total Ausgaben Investitionsrechnung,289064.5,198394.66437999997,242802.9,SG,2011,90669.83562000003
6,Total Einnahmen Investitionsrechnung,37915.0,46186.195940000005,48589.6,SG,2011,-8271.195940000005
3,Total Aufwand Laufende Rechnung,2452817.0,2577148.0,2531824.0,GR,2011,-124331.0
4,Total Ertrag Laufende Rechnung,2432067.0,2680036.0,2506025.0,GR,2011,-247969.0
5,Total Ausgaben Investitionsrechnung,444128.0,407791.0,396230.0,GR,2011,36337.0
6,Total Einnahmen Investitionsrechnung,225435.0,211882.0,197262.0,GR,2011,13553.0
3,Total Aufwand Laufende Rechnung,4528945.721000001,4824460.518569999,4722996.18,AG,2011,-295514.79756999854
4,Total Ertrag Laufende Rechnung,4531797.014,4839009.59228,4728529.55,AG,2011,-307212.57828
5,Total Ausgaben Investitionsrechnung,337443.69499999995,314727.5348,316543.0,AG,2011,22716.160199999926
