Ref-ID,Acc-ID,Name,Budget y,Realized,Budget y+1,Region,Year,Slack
HRM2_ER0030,30,Personalaufwand,1724699.225,1710857.49536,1824800.673,AG,2021,13841.729640000034
HRM2_ER0031,31,Sach- und übriger Betriebsaufwand,446347.6857,465105.56175,486337.94,AG,2021,-18757.87605000002
HRM2_neu_ER0033,33,Abschreibungen VV,236841.03452,264389.83,201998.18638,AG,2021,-27548.79548000003
HRM2_neu_ER0035,35,Einlagen in Fonds und Spezialfinanzierungen,35099.99,355453.6455,117736.178,AG,2021,-320353.6555
HRM2_ER0036,36,Transferaufwand,2745165.651,2922549.08005,2777999.43,AG,2021,-177383.42904999992
HRM2_ER0037,37,Durchlaufende Beiträge,303228.7,282179.67156,321373.1,AG,2021,21049.028440000024
HRM2_ER0039,39,Interne Verrechungen,259081.952,424416.69746,261461.444,AG,2021,-165334.74546
HRM2_neu_ER0040,40,Fiskalertrag,2413880.7,2595475.35296,2474073.0,AG,2021,-181594.65295999963
HRM2_ER0041,41,Regalien und Konzessionen,178138.0,390472.17865,284338.0,AG,2021,-212334.17865000002
HRM2_ER0042,42,Entgelte,300182.814,326907.277,306683.9835,AG,2021,-26724.46299999999
HRM2_neu_ER0043,43,Verschiedene Erträge,659.25,582.07622,1347.35,AG,2021,77.17377999999997
HRM2_neu_ER0045,45,Entnahmen aus Fonds und Spezialfinanzierungen,49698.3403,54060.88924,44116.21005,AG,2021,-4362.548939999993
HRM2_ER0046,46,Transferertrag,1979176.58475,2202467.9044,2047529.544,AG,2021,-223291.31964999996
HRM2_ER0047,47,Durchlaufende Beiträge,303228.7,282179.67156,321373.1,AG,2021,21049.028440000024
HRM2_ER0049,49,Interne Verrechnungen,259081.952,424416.69746,261461.444,AG,2021,-165334.74546
HRM2_neu_ER0034,34,Finanzaufwand,13652.0,13314.42335,12107.0,AG,2021,337.5766500000009
HRM2_neu_ER0044,44,Finanzertrag,169915.1639,334059.85617,226330.47635,AG,2021,-164144.69226999997
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,38998.237,214533.60106000002,48018.927,AG,2021,-175535.36406000002
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,150679.722,36566.71257,91988.396,AG,2021,114113.00943
HRM2_IR0050,50,Sachanlagen,240417.0063,252304.80121,300905.91505,AG,2021,-11887.794909999997
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,0.0,0.0,0.0,AG,2021,0
HRM2_IR0052,52,Immaterielle Anlagen,0.0,0.0,0.0,AG,2021,0
HRM2_IR0054,54,Darlehen,0.0,0.0,0.0,AG,2021,0
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,0.0,0.0,0.0,AG,2021,0
HRM2_IR0056,56,Eigene Investitionsbeiträge,91658.3,66221.67024,54328.9,AG,2021,25436.629759999996
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,5522.5,3427.95719,6517.5,AG,2021,2094.54281
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,0.0,0.0,0.0,AG,2021,0
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,0.0,0.0,604.746,AG,2021,0
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,0.0,0.0,0.0,AG,2021,0
HRM2_IR0062,62,Abgang immaterielle Anlagen,0.0,0.0,0.0,AG,2021,0
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,89367.774,83204.07535,83228.412,AG,2021,6163.698650000006
HRM2_IR0064,64,Rückzahlung von Darlehen,0.0,0.0,0.0,AG,2021,0
HRM2_IR0065,65,Übertragung von Beteiligungen,0.0,0.0,0.0,AG,2021,0
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,137.5,75.39129,0.0,AG,2021,62.10871
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,5522.5,3427.95719,6517.5,AG,2021,2094.54281
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,0.0,0.0,0.0,AG,2021,0
HRM2_BI0010,10,Finanzvermögen,0.0,2696613.5748300003,0.0,AG,2021,0
HRM2_BI0014,14,Verwaltungsvermögen,0.0,1712445.88893,0.0,AG,2021,0
HRM2_BI0020,20,Fremdkapital,0.0,2711205.28962,0.0,AG,2021,0
HRM2_BI0029,29,Eigenkapital,0.0,1697854.17414,0.0,AG,2021,0
HRM2_ER0030,30,Personalaufwand,28749.0,28195.5,0.0,AI,2021,553.5
HRM2_ER0031,31,Sach- und übriger Betriebsaufwand,18008.3,16317.8,0.0,AI,2021,1690.5
HRM2_neu_ER0033,33,Abschreibungen VV,5329.0,9272.6,9042.0,AI,2021,-3943.6000000000004
HRM2_neu_ER0035,35,Einlagen in Fonds und Spezialfinanzierungen,225.0,1145.6,239.0,AI,2021,-920.5999999999999
HRM2_ER0036,36,Transferaufwand,83435.6,87301.0,84848.7,AI,2021,-3865.399999999994
HRM2_ER0037,37,Durchlaufende Beiträge,24025.0,23204.6,24090.0,AI,2021,820.4000000000015
