Ref-ID,Acc-ID,Name,Budget y,Realized,Budget y+1,Region,Year,Slack
HRM2_ER0003,3,Aufwand,5469196.14859,5603763.27104,5632413.62126,AG,2019,-134567.12244999968
HRM2_ER0004,4,Ertrag,5462720.005469999,5587414.909390001,5685579.03132,AG,2019,-124694.90392000135
HRM2_IR0005,5,Investitionsausgaben gesamt,282789.06543,276060.16376,348122.91300000006,AG,2019,6728.901669999992
HRM2_IR0006,6,Investitionseinnahmen gesamt,81034.76976,77412.94322,90700.28348000001,AG,2019,3621.8265399999946
HRM2_BI0001,1,Aktiven,0.0,3667861.03888,0.0,AG,2019,0
HRM2_BI0002,2,Passiven,0.0,3667861.03888,0.0,AG,2019,0
HRM2_ER0003,3,Aufwand,162481.7,174086.69999999998,167349.9,AI,2019,-11604.99999999997
HRM2_ER0004,4,Ertrag,161082.6,177969.49999999997,165315.1,AI,2019,-16886.899999999965
HRM2_IR0005,5,Investitionsausgaben gesamt,17511.0,15481.5,22100.0,AI,2019,2029.5
HRM2_IR0006,6,Investitionseinnahmen gesamt,1915.0,2578.2,1831.5,AI,2019,-663.1999999999998
HRM2_BI0001,1,Aktiven,0.0,223870.3,0.0,AI,2019,0
HRM2_BI0002,2,Passiven,0.0,223870.5,0.0,AI,2019,0
HRM2_ER0003,3,Aufwand,493235.3,496552.3,506706.9000000001,AR,2019,-3317.0
HRM2_ER0004,4,Ertrag,509132.1,518627.2,524279.60000000003,AR,2019,-9495.100000000035
HRM2_IR0005,5,Investitionsausgaben gesamt,31237.6,25041.8,36552.3,AR,2019,6195.799999999999
HRM2_IR0006,6,Investitionseinnahmen gesamt,8744.0,7639.7,14614.099999999999,AR,2019,1104.3000000000002
HRM2_BI0001,1,Aktiven,382732.1,400651.5,375929.20000000007,AR,2019,-17919.400000000023
HRM2_BI0002,2,Passiven,382732.0,400651.9,375929.10000000003,AR,2019,-17919.900000000023
HRM2_ER0003,3,Aufwand,11359106.3,11235181.7,11704750.699999997,BE,2019,123924.60000000149
HRM2_ER0004,4,Ertrag,11482282.299999999,11500115.4,11923054.2,BE,2019,-17833.10000000149
HRM2_IR0005,5,Investitionsausgaben gesamt,610863.9,520334.4,562076.8,BE,2019,90529.5
HRM2_IR0006,6,Investitionseinnahmen gesamt,174864.7,145862.19999999998,115720.0,BE,2019,29002.50000000003
HRM2_BI0001,1,Aktiven,13388404.799999999,12816429.0,13348479.2,BE,2019,571975.7999999989
HRM2_BI0002,2,Passiven,13388404.999999998,12816428.899999999,13348479.599999998,BE,2019,571976.0999999996
HRM2_ER0003,3,Aufwand,2791598.1899999995,2977759.64,2828311.7161999997,BL,2019,-186161.45000000065
HRM2_ER0004,4,Ertrag,2854443.0700000003,3068109.87,2865407.2053,BL,2019,-213666.7999999998
HRM2_IR0005,5,Investitionsausgaben gesamt,373529.4,319886.85644999996,226594.1,BL,2019,53642.54355000006
HRM2_IR0006,6,Investitionseinnahmen gesamt,195115.5,178146.54228,23377.0,BL,2019,16968.957720000006
HRM2_BI0001,1,Aktiven,0.0,4864685.00931,0.0,BL,2019,0
HRM2_BI0002,2,Passiven,0.0,4864685.00977,0.0,BL,2019,0
HRM2_ER0003,3,Aufwand,4389937.17005,4406054.649660001,4404767.80452,BS,2019,-16117.479610000737
HRM2_ER0004,4,Ertrag,4507174.124999999,5151685.87154,4420751.33956,BS,2019,-644511.7465400007
HRM2_IR0005,5,Investitionsausgaben gesamt,357688.174,310578.57544,373005.99975,BS,2019,47109.59856000001
HRM2_IR0006,6,Investitionseinnahmen gesamt,24643.176,33045.427820000004,20461.239,BS,2019,-8402.251820000005
HRM2_BI0001,1,Aktiven,0.0,12885540.60498,0.0,BS,2019,0
HRM2_BI0002,2,Passiven,0.0,12885540.60498,0.0,BS,2019,0
HRM2_ER0003,3,Aufwand,3583815.3000000003,3689340.4000000004,3720053.9,FR,2019,-105525.1000000001
HRM2_ER0004,4,Ertrag,3584052.3,3701410.1000000006,3720601.6999999997,FR,2019,-117357.80000000075
HRM2_IR0005,5,Dépenses d'investissements total,205152.0,181511.1,187878.7,FR,2019,23640.899999999994
HRM2_IR0006,6,Recettes d'investissements total,36424.0,27127.6,35697.0,FR,2019,9296.400000000001
HRM2_BI0001,1,Actif,0.0,3246978.6000000006,0.0,FR,2019,0
HRM2_BI0002,2,Passif,0.0,3246978.8,0.0,FR,2019,0
HRM2_ER0003,3,Aufwand,8648468.390000999,8784219.23905,9190662.962000001,GE,2019,-135750.84904900193
HRM2_ER0004,4,Ertrag,8676260.299999999,8972538.780240001,8606098.951,GE,2019,-296278.4802400023
HRM2_IR0005,5,Dépenses d'investissements total,824899.6679999998,617854.16436,769022.6700000005,GE,2019,207045.50363999978
HRM2_IR0006,6,Recettes d'investissements total,30870.767,30012.238319999997,34173.231999999996,GE,2019,858.5286800000031
HRM2_BI0001,1,Actif,0.0,19867738.8,0.0,GE,2019,0
HRM2_BI0002,2,Passif,0.0,19867738.8,0.0,GE,2019,0
HRM2_ER0003,3,Aufwand,384106.7,454553.39999999997,380060.5,GL,2019,-70446.69999999995
HRM2_ER0004,4,Ertrag,385792.5,456300.7,378434.19999999995,GL,2019,-70508.20000000001
HRM2_IR0005,5,Investitionsausgaben gesamt,47961.0,38297.2,53297.0,GL,2019,9663.800000000003
HRM2_IR0006,6,Investitionseinnahmen gesamt,10476.0,11130.7,11379.0,GL,2019,-654.7000000000007
HRM2_BI0001,1,Aktiven,0.0,581638.2,0.0,GL,2019,0
HRM2_BI0002,2,Passiven,0.0,581638.3,0.0,GL,2019,0
HRM2_ER0003,3,Aufwand,2534139.0,2456789.9,2571008.0,GR,2019,77349.1000000001
HRM2_ER0004,4,Ertrag,2500462.0,2510406.9,2537952.0,GR,2019,-9944.899999999907
HRM2_IR0005,5,Investitionsausgaben gesamt,445951.0,381158.39999999997,426932.0,GR,2019,64792.600000000035
HRM2_IR0006,6,Investitionseinnahmen gesamt,143585.0,154085.7,136882.0,GR,2019,-10500.700000000012
HRM2_BI0001,1,Aktiven,0.0,4060667.0,0.0,GR,2019,0
HRM2_BI0002,2,Passiven,0.0,4060666.9,0.0,GR,2019,0
HRM2_ER0003,3,Aufwand,948068.9,956933.25209,964989.7999999999,JU,2019,-8864.352089999942
HRM2_ER0004,4,Ertrag,944537.8,957479.8025600001,961065.9,JU,2019,-12942.002560000052
HRM2_IR0005,5,Dépenses d'investissements total,54911.4,52549.6545,62297.5,JU,2019,2361.7455000000045
