Ref-ID,Acc-ID,Name,Budget y,Realized,Budget y+1,Region,Year,Slack
HRM2_ER0046,46,Transferertrag,43076.6,45061.6,43147.5,AI,2020,-1985.0
HRM2_ER0047,47,Durchlaufende Beiträge,24545,23398,24025,AI,2020,1147
HRM2_ER0049,49,Interne Verrechnungen,8819,8880.5,8857,AI,2020,-61.5
HRM2_neu_ER0034,34,Finanzaufwand,38,225.3,38,AI,2020,-187.3
HRM2_neu_ER0044,44,Finanzertrag,12189.5,12123.3,11323.5,AI,2020,66.20000000000073
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,573,5466.1,-339,AI,2020,-4893.1
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,1344,1507,1191,AI,2020,-163
HRM2_IR0050,50,Sachanlagen,21450,15986.8,31865,AI,2020,5463.200000000001
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,0,0,0,AI,2020,0
HRM2_IR0052,52,Immaterielle Anlagen,0,0,200,AI,2020,0
HRM2_IR0054,54,Darlehen,0,38.5,66,AI,2020,0
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,0,40,0,AI,2020,0
HRM2_IR0056,56,Eigene Investitionsbeiträge,650,1005.7,650,AI,2020,-355.70000000000005
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,0,0,0,AI,2020,0
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,0,0,0,AI,2020,0
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,0,0,0,AI,2020,0
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,0,0,17,AI,2020,0
HRM2_IR0062,62,Abgang immaterielle Anlagen,0,0,0,AI,2020,0
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,650,1376,800,AI,2020,-726
HRM2_IR0064,64,Rückzahlung von Darlehen,0,37.5,0,AI,2020,0
HRM2_IR0065,65,Übertragung von Beteiligungen,0,0,0,AI,2020,0
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,1181.5,1169,784,AI,2020,12.5
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,0,0,0,AI,2020,0
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,0,0,0,AI,2020,0
HRM2_BI0010,10,Finanzvermögen,0,151720.7,0,AI,2020,0
HRM2_BI0014,14,Verwaltungsvermögen,0,79118.1,0,AI,2020,0
HRM2_BI0020,20,Fremdkapital,0,66719,0,AI,2020,0
HRM2_BI0029,29,Eigenkapital,0,164119.9,0,AI,2020,0
HRM2_ER0030,30,Personalaufwand,97903.8,97011.3,98452.0,AR,2020,892.5
HRM2_ER0031,31,Sach- und übriger Betriebsaufwand,48221,44028.7,48675.6,AR,2020,4192.300000000003
